,Resample,RMSLE,beta,d_I,p,c,d_T,r,k_T,K,U_0,I_0,V_0,T_0
36,37.0,1.2241599325045154,1.9437944067439692e-05,5.152305611168073e-06,1.0,1.3502879934826808,0.00010000177212249328,0.1810684427816014,10.000000558793545,3.534802844022705e-07,1000000.0,0.0,25.0,477428.0
37,38.0,1.1246863394826323,5.069234448919489e-05,4.102417440681342e-07,1.0,12.8993594691662,0.03963052669137063,0.26904428133020986,10.000005081295967,1.426502348374361e-07,1000000.0,0.0,25.0,378465.3333333333
38,39.0,1.1078239230382503,3.122223403725756e-05,5.613009129805109e-07,1.0,6.7112681251068125,0.00010006755330049799,0.13540309442858955,10.000772014260292,2.1178075157201785e-07,1000000.0,0.0,25.0,715836.0
39,40.0,1.1292699810237443,4.44737669832198e-05,4.320741519360955e-07,1.0,12.662296895559038,0.00010000871637094733,0.21887927559572518,33.49050024151802,1.3750406314516872e-07,1000000.0,0.0,25.0,517910.6666666667
40,41.0,1.0259947958460436,4.0863707880728486e-05,4.4365585610528074e-07,1.0,9.790297486119208,0.00010000345720501125,0.23697110648590325,82.78318477421999,8.293908290290131e-08,1000000.0,0.0,25.0,477428.0
41,42.0,1.046276998991293,4.982867476068278e-05,4.3511396302374256e-07,1.0,13.352304936349626,0.00011498833815293263,0.20215246192229586,19.536267511546612,1.891548994156829e-07,1000000.0,0.0,25.0,517910.6666666667
42,43.0,1.0715907495667736,4.941847456927718e-05,4.4043214564065176e-07,1.0,12.502859505475818,0.00045950408355305283,0.21610154613230037,10.000000447034836,1.8441650233520844e-07,1000000.0,0.0,25.0,436945.3333333333
43,44.0,1.0033909295976613,4.166678463306357e-05,4.860744057839854e-07,1.0,10.64677430768839,0.014004203878375976,0.2232951174442519,13.137185245752335,1.592336864338e-07,1000000.0,0.0,25.0,436945.3333333333
44,45.0,1.0619630316802577,5.135343576839436e-05,4.162133683440882e-07,1.0,12.586685877151282,0.00010000340773624883,0.21395078111832788,28.966819681227207,1.347635429137936e-07,1000000.0,0.0,25.0,517910.6666666667
45,46.0,1.1417116718757006,4.447299201643908e-05,4.7016643365423285e-07,1.0,11.593493294231749,0.05865991208895688,0.28194200268377045,10.000037677586079,1.8091391400183097e-07,1000000.0,0.0,25.0,337982.6666666667
46,47.0,1.099604452444322,6.360368442753374e-05,3.7847613276008595e-07,1.0,17.860194480390746,0.05357448835340922,0.29662196151800657,10.002238474786282,1.6329944784419792e-07,1000000.0,0.0,25.0,337982.6666666667
47,48.0,1.0773062220606378,5.367761419103962e-05,4.534787011029108e-07,1.0,13.807971374890585,0.030586867540957574,0.2640804100467662,10.000000387430191,1.7058178371473e-07,1000000.0,0.0,25.0,337982.6666666667
48,49.0,0.9880622512856355,5.4262158911210515e-05,3.822041361321491e-07,1.0,14.745399262301483,0.00010000405585319783,0.22604532619529039,36.8600687533617,1.2836063413981596e-07,1000000.0,0.0,25.0,517910.6666666667
49,50.0,1.0832730220732592,5.0713859721852195e-05,4.343371186403929e-07,1.0,13.50443279322863,0.00010001168659645732,0.19587101190463585,39.185501143336296,1.6236675177202787e-07,1000000.0,0.0,25.0,576390.6666666666
50,51.0,1.1401730697517987,2.203037933485019e-05,5.773309111800271e-07,1.0,2.5115286751971055,0.00010001036416429354,0.1821434846631007,75.22459438443184,1.281977372938899e-06,1000000.0,0.0,25.0,616873.3333333334
51,52.0,1.1004535694181352,2.299716418040571e-05,3.8956015663113477e-07,1.0,3.1695700830029168,0.03474096486859418,0.2666473457846905,10.000007167458534,1.6050649522454414e-06,1000000.0,0.0,25.0,337982.6666666667
52,53.0,1.117661913525961,4.563630782328018e-05,5.282868929619211e-07,1.0,12.090624582663452,0.00010002896484473389,0.1970291570916629,10.000030495226383,1.8976312444820317e-07,1000000.0,0.0,25.0,436945.3333333333
53,54.0,1.18227589929075,2.1032242889326017e-05,7.629105675938843e-06,1.0,1.2506041815593463,0.027085648375325955,0.23991305353342796,10.000000014901161,2.6368352049336625e-07,1000000.0,0.0,25.0,378465.3333333333
54,55.0,1.2380351460539623,1.9698133969426603e-05,4.757288881500551e-06,1.0,1.3344398621543405,0.00010000031614465499,0.1670284300189735,10.000000044703484,4.0094571102614214e-07,1000000.0,0.0,25.0,517910.6666666667
55,56.0,1.1580843805025103,1.3986208843159344e-05,2.7644792052263994e-06,1.0,1.7646536087623517,0.04301047999863944,0.24463875445673722,10.00029581040144,2.0554473355797993e-07,1000000.0,0.0,25.0,436945.3333333333
56,57.0,1.0957206514670972,5.376789559260067e-05,4.440815213363372e-07,1.0,15.126427394061686,0.0001015681578880323,0.24718577888663873,10.003046564757824,1.8979342886795694e-07,1000000.0,0.0,25.0,337982.6666666667
57,58.0,1.1499886699855424,4.803557742919043e-05,5.085056592393094e-07,1.0,13.153505045570881,0.00010000074137006543,0.20324114161213203,24.171210877597332,9.042852558573095e-08,1000000.0,0.0,25.0,477428.0
58,59.0,1.196570112081999,4.858250450264267e-05,4.4245511414682894e-07,1.0,14.11414535305579,0.0001004051248340021,0.18544795083862198,24.39066358655691,1.2258692649171163e-07,1000000.0,0.0,25.0,616873.3333333334
59,60.0,1.0334815918426405,4.851021687739657e-05,4.2877625470595757e-07,1.0,11.532615413166873,0.00010000100944868029,0.19119593237659416,32.84086865931749,1.9211924940938635e-07,1000000.0,0.0,25.0,576390.6666666666
60,61.0,1.1388248434085162,4.177562100303087e-05,4.216721575370217e-07,1.0,10.662548486717988,0.00010000019336575683,0.1772106316779869,63.43454985320568,1.3922495781885225e-07,1000000.0,0.0,25.0,715836.0
61,62.0,1.1719523939020793,5.515677401300879e-05,4.526954968395245e-07,1.0,15.20569433218202,0.00010002112250084849,0.21554641909720118,10.00001822412014,1.8375595718621431e-07,1000000.0,0.0,25.0,418948.0
62,63.0,1.0775731949466474,4.123854651161299e-05,4.716741198676369e-07,1.0,10.640186354989453,0.00010001430445188975,0.18899850080448033,22.743037097156048,1.287124268804519e-07,1000000.0,0.0,25.0,576390.6666666666
63,64.0,1.1424677642315733,3.61933280572301e-05,5.268932379588946e-07,1.0,9.042394336431322,0.00010076995301544489,0.20096282430454693,10.001364767551422,5.639623862894495e-08,1000000.0,0.0,25.0,477428.0
64,65.0,1.069537191165358,4.262715764017168e-05,3.642541017242592e-07,1.0,12.169478915426026,0.08301822886572663,0.3365386885897905,10.000000357627869,1.1860157897858862e-07,1000000.0,0.0,25.0,337982.6666666667
65,66.0,1.0063736292860237,4.140336978105332e-05,4.6279546426919183e-07,1.0,10.56849792800518,0.00010000484986577574,0.19889516009251196,17.988520316779613,1.929981641556942e-07,1000000.0,0.0,25.0,517910.6666666667
66,67.0,1.0217275209418464,6.34933227357865e-05,3.929575355652413e-07,1.0,16.677128402605497,0.028391035370598228,0.23171663650033736,12.040117181837559,1.775697747227525e-07,1000000.0,0.0,25.0,477428.0
67,68.0,1.1014157369789588,4.0416767354267355e-05,5.124471309953942e-07,1.0,10.229811714609873,0.00010001545762394759,0.19695835990857802,10.000002399086952,1.2494350645187547e-07,1000000.0,0.0,25.0,477428.0
68,69.0,1.031827096194829,4.665148289110859e-05,4.571989457652836e-07,1.0,12.138829361937617,0.00010039034042436112,0.22178858730594442,10.00019308179617,1.978446597856556e-07,1000000.0,0.0,25.0,418948.0
69,70.0,1.0976527595125565,5.098790026400975e-05,4.268530295556213e-07,1.0,14.245261551609467,0.00010000179086794292,0.22649081882390476,39.02057898044586,1.3431608161025582e-07,1000000.0,0.0,25.0,477428.0
70,71.0,1.0971080531051134,5.1876764451839486e-05,4.58888632239016e-07,1.0,14.024469095746447,0.01587073075637979,0.2084108298399272,10.000089354813099,1.9301152903218756e-07,1000000.0,0.0,25.0,477428.0
71,72.0,1.078248983398077,3.8618344756616784e-05,4.0656698121369035e-07,1.0,11.084048957913225,0.00010067959615628341,0.25660294409168927,64.83307503908873,7.746851663769662e-08,1000000.0,0.0,25.0,477428.0
72,73.0,1.1623514143623905,5.466668873826567e-05,4.7327213981347184e-07,1.0,14.576985757654839,0.00010001408688259383,0.20293329007994743,22.419093124568462,1.61129465252335e-07,1000000.0,0.0,25.0,477428.0
73,74.0,1.1474627867283016,3.852889266803066e-05,5.235062402436896e-07,1.0,8.775842957244379,0.0001000016008803617,0.17971362369469546,10.00007489323616,1.689708507818092e-07,1000000.0,0.0,25.0,517910.6666666667
74,75.0,1.1418020092267662,3.7759055340088105e-05,4.374033366143882e-07,1.0,10.503399414043976,0.00010000179022195965,0.22972921332389973,13.689046800136566,1.7091668080796172e-07,1000000.0,0.0,25.0,436945.3333333333
75,76.0,1.0212696281690217,5.221888107832309e-05,3.968890218641492e-07,1.0,13.429308025397155,0.030803211279417264,0.23853646780842297,11.35923020541668,1.5233807034194512e-07,1000000.0,0.0,25.0,477428.0
76,77.0,1.1000762025468094,3.734337735610362e-05,4.345228104746571e-07,1.0,9.38097880297893,0.00010000101221119273,0.22928537640407143,28.84569923579693,1.0790725445371035e-07,1000000.0,0.0,25.0,477428.0
77,78.0,1.1058083618925298,5.839777784338318e-05,4.2860802225844e-07,1.0,16.7913629170109,0.00010000094989837116,0.20240062481154553,54.33312986046076,1.0471955775209128e-07,1000000.0,0.0,25.0,576390.6666666666
78,79.0,1.1350389329490023,1.785224117948409e-05,4.811564597582464e-06,1.0,1.3815116628674744,0.00010000162991685713,0.20883588873714842,10.000000037252903,2.940795960268327e-07,1000000.0,0.0,25.0,436945.3333333333
79,80.0,1.164581840219056,1.695886587348305e-05,4.504873565606689e-06,1.0,1.3572284058464987,0.05302611186258194,0.26199820176045563,10.000003039836884,2.4172236875160747e-07,1000000.0,0.0,25.0,378465.3333333333
80,81.0,1.2313819225912292,5.254522299551928e-05,3.75501462026433e-07,1.0,14.495783627199529,0.00010003074685738245,0.22364013106349745,10.000041589140892,1.4871658767590188e-07,1000000.0,0.0,25.0,477428.0
81,82.0,1.0829071840839049,4.76521660211345e-05,4.474509540516454e-07,1.0,13.829760352156036,0.041301999389826205,0.29371766467075133,10.000047981739044,1.723132708806628e-07,1000000.0,0.0,25.0,297500.0
82,83.0,1.0569196630624458,4.774476830719614e-05,4.835838146216212e-07,1.0,12.380135593934945,0.00010000133714216375,0.20573390038039463,27.63258209824562,1.5339153972137052e-07,1000000.0,0.0,25.0,477428.0
83,84.0,1.0136861692172332,4.7879899745370894e-05,4.3806859613214994e-07,1.0,12.21655397024476,0.00010000216572292331,0.2106085097717454,33.724447436630726,1.4166713613011618e-07,1000000.0,0.0,25.0,517910.6666666667
84,85.0,1.0840738881321588,5.4285719152966615e-05,4.1909114792901145e-07,1.0,15.102158296541603,0.020782314562297732,0.26595051939654724,10.000000342726707,1.778985587860886e-07,1000000.0,0.0,25.0,337982.6666666667
85,86.0,0.9791682955848009,5.285206613296632e-05,4.5225126277571056e-07,1.0,13.270365975987247,0.0001000095967720882,0.18763675346381348,28.16752053797245,9.672830743950395e-08,1000000.0,0.0,25.0,576390.6666666666
86,87.0,1.141585852021755,3.996260909336677e-05,4.5101565535905487e-07,1.0,10.348752102027674,0.00010210442554187127,0.2098119413522994,10.001363553106785,1.7537759329506856e-07,1000000.0,0.0,25.0,477428.0
87,88.0,0.9475945305642646,3.49018051428083e-05,4.987672099948759e-07,1.0,8.194255665183356,0.00010303808400169423,0.21026611725616817,10.000820189714432,2.126168513803429e-07,1000000.0,0.0,25.0,436945.3333333333
88,89.0,1.0097715995269252,4.542004055905669e-05,4.46183455659188e-07,1.0,11.61399929849992,0.00010002415872883974,0.2143970630582288,10.000043295323849,2.2220812483388064e-07,1000000.0,0.0,25.0,436945.3333333333
89,90.0,1.1063570356532544,4.684248836307782e-05,4.433617656046985e-07,1.0,12.655691007767373,0.00010026171379440285,0.19836697137925086,10.00010871887207,2.0402507029145786e-07,1000000.0,0.0,25.0,517910.6666666667
90,91.0,1.0801981180915328,5.4258814166973194e-05,4.447107955264933e-07,1.0,14.455315027850268,0.00010018758016755447,0.20304706187799582,10.000106409192085,2.0418679731883078e-07,1000000.0,0.0,25.0,477428.0
91,92.0,1.0347558513056385,4.470613359615147e-05,3.679839139870061e-07,1.0,11.157786116072465,0.00010001682746213492,0.21417352688813196,30.18479100614786,1.5130366781170024e-07,1000000.0,0.0,25.0,576390.6666666666
92,93.0,1.1176384825521073,6.110836903758219e-05,4.180352012798878e-07,1.0,15.879185676967161,0.00010000435505469474,0.2009775870804944,19.612818218767643,1.8143505689587432e-07,1000000.0,0.0,25.0,517910.6666666667
93,94.0,1.1048606923343793,4.727333086792596e-05,4.643539880331009e-07,1.0,12.928955267027455,0.0438084890339131,0.290361546468354,10.000006549060345,1.6349402878283986e-07,1000000.0,0.0,25.0,297500.0
94,95.0,1.1923892076507292,2.432673459630366e-05,6.214476034337754e-07,1.0,2.349824013365904,0.011775407352562828,0.19882515581659277,47.88663172721863,1.7555717149394547e-06,1000000.0,0.0,25.0,477428.0
95,96.0,1.1178685095129224,4.84602136897298e-05,4.2582744794485546e-07,1.0,12.595926478028495,0.00010000698729972779,0.2239182002647624,25.6030128672719,1.252378030295768e-07,1000000.0,0.0,25.0,477428.0
96,97.0,1.0776020724497026,4.1945811143115545e-05,4.3716834838733015e-07,1.0,10.561048364916672,0.00010010203790639105,0.19386494482407102,61.525201603770256,1.547480152801339e-07,1000000.0,0.0,25.0,616873.3333333334
97,98.0,1.193156449226728,5.359647828594634e-05,3.919866021198019e-07,1.0,14.790681136949722,0.00010000109281538272,0.20552520148961406,54.07203207165003,9.469577492349148e-08,1000000.0,0.0,25.0,616873.3333333334
98,99.0,1.1232565004154993,3.6864769213415896e-05,5.249845367370862e-07,1.0,9.527874050797024,0.0001000124315405082,0.20019183821614206,144.50620261579752,5.450913104134564e-12,1000000.0,0.0,25.0,576390.6666666666
99,100.0,1.2078193356480806,4.135258302922915e-05,5.144029627861406e-07,1.0,11.313139452315141,0.00011881068971614228,0.19369153985424958,10.0008649751544,1.9558445318936408e-07,1000000.0,0.0,25.0,477428.0
100,101.0,1.0837869982636872,2.091067287584985e-05,3.7926894900114924e-07,1.0,2.3159695122206756,0.00010006269371931609,0.25992412612252025,245.3584834933281,1.4197338819358949e-06,1000000.0,0.0,25.0,517910.6666666667
101,102.0,1.0992579189346865,4.2692098889095315e-05,3.892509847676091e-07,1.0,12.154414218948176,0.061472595975890276,0.2950618996144101,10.000165022909641,1.540704935380755e-07,1000000.0,0.0,25.0,378465.3333333333
102,103.0,1.1835180454556669,2.067050466591225e-05,3.758492804055186e-07,1.0,3.0444126302287415,0.06158149935122842,0.273135518514799,10.000247113406658,1.3633160072666937e-06,1000000.0,0.0,25.0,418948.0
103,104.0,1.0306283667011813,3.512398281563097e-05,4.541399920240488e-07,1.0,2.4272419810051034,0.00010002521975227552,0.16384007151913238,10.00001534819603,1.7060120885700067e-06,1000000.0,0.0,25.0,576390.6666666666
104,105.0,1.1221898883899624,4.525880259310666e-05,4.290445720650114e-07,1.0,11.987160281464433,0.00010000000252086139,0.20925076299176482,165.7947467416525,2.0861833975268675e-11,1000000.0,0.0,25.0,616873.3333333334
105,106.0,1.0848951509899503,4.7841656603594295e-05,3.845667923272532e-07,1.0,13.000479167014014,0.00010000142708771476,0.23325686025779646,48.26890045404434,1.1719349102052754e-07,1000000.0,0.0,25.0,517910.6666666667
106,107.0,1.1625408009912588,4.4516517618662876e-05,4.588233551091299e-07,1.0,12.765417274031648,0.00010009604385874393,0.21613003949415344,26.356611758470535,1.570356941062455e-07,1000000.0,0.0,25.0,477428.0
107,108.0,1.123500493831691,6.001845999800917e-05,3.920230885229409e-07,1.0,16.763371613596945,0.07024928867439956,0.3076042345508512,10.000001952052116,1.2779952394696752e-07,1000000.0,0.0,25.0,337982.6666666667
108,109.0,1.0547852321895792,4.012476736689584e-05,4.3047702086372163e-07,1.0,9.032535075017947,0.00010013731294233885,0.19783632513757965,33.5734646320343,1.4760707090130372e-07,1000000.0,0.0,25.0,576390.6666666666
109,110.0,1.0889182569423372,6.551054617497974e-05,3.857155768529911e-07,1.0,16.4174113102451,0.0675191696791832,0.2861122588386422,10.000000081956387,1.5877712376522162e-07,1000000.0,0.0,25.0,378465.3333333333
110,111.0,0.9596178032071022,6.540964060935488e-05,3.6334199232729633e-07,1.0,18.28822018782531,0.05370363889826957,0.3009989798394628,10.000001080334187,1.6981872585355648e-07,1000000.0,0.0,25.0,337982.6666666667
111,112.0,1.1220190085843147,1.9200426503246212e-05,4.4174565173912e-06,1.0,1.28926900593882,0.036478091755150266,0.21694785780226056,10.00000000745058,2.386945435610375e-07,1000000.0,0.0,25.0,477428.0
112,113.0,1.0733519376464222,5.789273172969408e-05,3.857830262900925e-07,1.0,15.671675776231325,0.00010001370849582747,0.2299042488943357,213.5306260585785,9.063449585977731e-11,1000000.0,0.0,25.0,616873.3333333334
113,114.0,1.1027382740852452,5.514229847999137e-05,4.0325476670872903e-07,1.0,14.618664304565293,0.00010012957175303816,0.2181841880092108,10.000013992190361,1.2866431227490397e-07,1000000.0,0.0,25.0,477428.0
114,115.0,1.0368514804657774,5.9931352360694766e-05,4.5786924810849617e-07,1.0,15.290296471622781,0.05318329310495684,0.2748045390629841,10.000001899898052,1.5913167782920663e-07,1000000.0,0.0,25.0,337982.6666666667
115,116.0,1.179983028439628,3.783224399391576e-05,5.134842641946828e-07,1.0,9.731665499172998,0.00010067136325098147,0.1684946852205229,22.08032538741827,1.0688525785949193e-07,1000000.0,0.0,25.0,616873.3333333334
116,117.0,1.0032715884665704,6.633265056670026e-05,3.4489076817505063e-07,1.0,17.64163518079374,0.053680533351980086,0.2928479292699251,10.000016547739506,1.4690059278283193e-07,1000000.0,0.0,25.0,378465.3333333333
117,118.0,1.1069288270290527,5.3922210342645255e-05,3.614617701472718e-07,1.0,15.200676533416384,0.03697695688899777,0.27931485155617963,10.000041052699089,1.7673632792177143e-07,1000000.0,0.0,25.0,378465.3333333333
118,119.0,1.1340021991381526,6.500473800540825e-05,3.8640632425587074e-07,1.0,18.114442737499076,0.00010085392007130878,0.21600803241841504,10.00001185387373,1.6139298580880563e-07,1000000.0,0.0,25.0,477428.0
119,120.0,1.147716164501627,5.7357281847511516e-05,4.078781699226762e-07,1.0,14.873388687662192,0.010438284208017956,0.23897771146344837,10.000003829598427,1.1722186597359018e-07,1000000.0,0.0,25.0,418948.0
120,121.0,1.0735463919396258,4.7332382614720404e-05,3.604959342390861e-07,1.0,12.974602476979221,0.10855908639729006,0.3654897647241171,10.000062622129917,1.2992672567385926e-07,1000000.0,0.0,25.0,297500.0
121,122.0,1.0844395348154392,4.5899783426625136e-05,3.6650501713070364e-07,1.0,12.81395218123722,0.00010000387606895478,0.23217447630864285,53.79609249532223,1.0804223250698771e-07,1000000.0,0.0,25.0,576390.6666666666
122,123.0,1.1292232987957593,4.21828218710445e-05,3.919709910509068e-07,1.0,11.064127443895785,0.038398675539348115,0.26479931682995783,18.853490322828293,1.3065766285647252e-07,1000000.0,0.0,25.0,436945.3333333333
123,124.0,1.0541293949688144,4.0499070864414095e-05,4.879137376573935e-07,1.0,10.34784823191142,0.00010001619353555702,0.20187101286715148,10.000016815960407,1.5008870476787957e-07,1000000.0,0.0,25.0,477428.0
124,125.0,1.067869456028228,3.1819959669307645e-05,5.26897117936912e-07,1.0,8.565012503089811,0.00010000089960426894,0.174721842781409,15.74519395828247,9.250819268288011e-08,1000000.0,0.0,25.0,616873.3333333334
125,126.0,1.0714517910108448,3.941891861036313e-05,4.4792730501016083e-07,1.0,10.026230076318534,0.00010005542499363917,0.22340443233071738,32.13376887142658,1.398370676327512e-07,1000000.0,0.0,25.0,477428.0
126,127.0,1.1188730808758007,5.104767143797762e-05,4.360637422201277e-07,1.0,14.361454372988987,0.00010001427633815618,0.1960281394292167,10.000018522143364,1.7780046253073348e-07,1000000.0,0.0,25.0,517910.6666666667
127,128.0,1.0788344213964742,6.594401673984748e-05,4.361334650195272e-07,1.0,17.833530032041267,0.0001000041279468622,0.2064481761888146,45.0093035697937,1.2056000900976486e-07,1000000.0,0.0,25.0,517910.6666666667
128,129.0,1.1252479781846316,3.667706090432373e-05,5.054066490246776e-07,1.0,9.260589836323426,0.00010000002526872054,0.1993851048973525,33.72842812538147,1.2691670884885708e-07,1000000.0,0.0,25.0,517910.6666666667
129,130.0,1.032202396000073,4.838125518921952e-05,4.518501231543873e-07,1.0,14.223023692108498,0.007067821348935632,0.25571162033158856,10.000000216066837,1.7974176689139232e-07,1000000.0,0.0,25.0,337982.6666666667
130,131.0,1.159178556266773,1.5366023192780746e-05,4.257714836297743e-06,1.0,1.3827390409568139,0.05061320175559503,0.28725000472029194,10.0,2.550426577402451e-07,1000000.0,0.0,25.0,297500.0
131,132.0,1.1167848851490214,4.8338002862214016e-05,4.4831705605702696e-07,1.0,13.31310485407225,0.026475560614777793,0.26285091379006076,10.000085540115833,1.9568854710615244e-07,1000000.0,0.0,25.0,337982.6666666667
132,133.0,1.0981032716436996,6.225085812357992e-05,4.5146379949797947e-07,1.0,17.569406281553697,0.00010000134470528055,0.21106168844126216,25.251968324184418,1.2705428978411503e-07,1000000.0,0.0,25.0,477428.0
133,134.0,1.120116084092014,2.3339106523784508e-05,5.110416076091112e-07,1.0,2.49485349059848,0.00010001939733034204,0.19799620843510013,139.96490045636892,1.43148605151179e-06,1000000.0,0.0,25.0,616873.3333333334
134,135.0,1.1261725663048623,5.190893792006473e-05,3.9619160814588847e-07,1.0,14.643170048672232,0.00010053439270923947,0.23110647800404394,26.561192840337753,1.3246766893160752e-07,1000000.0,0.0,25.0,477428.0
135,136.0,1.0644702750182753,3.5109061740775556e-05,4.814689637455132e-07,1.0,8.724207532757319,0.00010003744921854851,0.21667223965749827,10.000018782913685,1.971313517702656e-07,1000000.0,0.0,25.0,436945.3333333333
136,137.0,1.1159942717087132,3.991706204604186e-05,3.697158479506145e-07,1.0,10.819783185658991,0.03206550249555806,0.25847107078912757,17.624421328306198,1.4828811203248794e-07,1000000.0,0.0,25.0,477428.0
137,138.0,1.2309698538639515,4.168976808476685e-05,4.605409194853295e-07,1.0,10.357509600708973,0.00010000040466029425,0.18027741799438246,167.53026313334703,1.7115866016159664e-14,1000000.0,0.0,25.0,715836.0
138,139.0,1.2086701911780249,4.4047689217214876e-05,4.778766015347915e-07,1.0,11.807611636799422,0.00010005659280559742,0.20534305710512513,83.04467140883207,1.9819122447660214e-09,1000000.0,0.0,25.0,576390.6666666666
139,140.0,1.068529802773417,3.926814448704418e-05,4.972780220229101e-07,1.0,9.931115301579382,0.027174275200374576,0.2660788075762639,10.000000454485416,8.022120499910748e-08,1000000.0,0.0,25.0,337982.6666666667
140,141.0,1.103975078601787,2.8472190990132595e-05,4.3934357914503404e-07,1.0,3.1149002538466704,0.00010065770666245477,0.1912730971035188,10.000065006315708,1.561595402628765e-06,1000000.0,0.0,25.0,477428.0
141,142.0,1.028120069005211,5.8440866038284925e-05,4.6917418476949814e-07,1.0,15.481246896762691,0.00010954444412092368,0.21281088595441133,20.649442739784718,2.025271118457649e-07,1000000.0,0.0,25.0,436945.3333333333
142,143.0,1.1303219766388979,4.485772713910436e-05,4.2540443325834386e-07,1.0,12.090692864240758,0.0001000013742909478,0.22223954524756095,21.929852418601513,1.6128224558614967e-07,1000000.0,0.0,25.0,477428.0
143,144.0,1.2028139126477209,5.234963857964785e-05,4.199976450128292e-07,1.0,15.070931302564134,0.0209090373277539,0.23622434963886718,10.00000013411045,1.746999892557227e-07,1000000.0,0.0,25.0,436945.3333333333
144,145.0,1.0885201713139565,4.781491685463095e-05,3.97080710832938e-07,1.0,13.627748476442946,0.059018128978309825,0.30724751983061793,10.000038228929043,1.2820254028426362e-07,1000000.0,0.0,25.0,337982.6666666667
145,146.0,1.1399962724746477,4.841697241312387e-05,3.655742737252132e-07,1.0,13.991707925173273,0.04793033261520385,0.30598641492755974,10.000017710030079,1.4742425162682772e-07,1000000.0,0.0,25.0,337982.6666666667
146,147.0,1.0083877670971217,5.077572912182684e-05,3.8021257704012434e-07,1.0,12.354063005252712,0.00010000099608403756,0.22809477184753035,201.7823633775115,1.2267748150879623e-10,1000000.0,0.0,25.0,616873.3333333334
147,148.0,1.1596224073007644,3.848649993708237e-05,5.554321609696117e-07,1.0,9.598794144527062,0.00010008573366349083,0.18969171085187497,10.000006131827831,9.694691654092648e-08,1000000.0,0.0,25.0,477428.0
148,149.0,1.0344830761137802,4.2005835417201266e-05,4.6857745646601594e-07,1.0,10.719669755567864,0.00010000030575579855,0.2138100425043774,31.3454914316535,1.607516760407794e-07,1000000.0,0.0,25.0,477428.0
149,150.0,1.1205077913775359,3.5104348768139885e-05,4.498052092478995e-07,1.0,9.200661207165474,0.00010000000358750816,0.21075821025271324,124.54480861872435,5.1935909921858154e-08,1000000.0,0.0,25.0,616873.3333333334
150,151.0,1.0505463227111824,5.479946474965143e-05,4.2335946337070996e-07,1.0,15.470121188858812,0.030429265190844712,0.2555230062329841,10.000000014901161,2.0053658280267718e-07,1000000.0,0.0,25.0,378465.3333333333
151,152.0,1.0176999971954472,4.758132225191539e-05,4.179835812882069e-07,1.0,12.27544215492987,0.00010018890130197855,0.18758253140894965,93.08870313316584,1.109879869103797e-07,1000000.0,0.0,25.0,715836.0
152,153.0,1.1365091757359211,3.6711994370815954e-05,5.189899809899775e-07,1.0,8.61465910530783,0.00010030146391620809,0.18135637311794994,22.774625919759274,7.323986626635287e-08,1000000.0,0.0,25.0,576390.6666666666
153,154.0,1.1370289248789403,4.8808261981765076e-05,4.806247905184033e-07,1.0,13.170273891176173,0.04670518808555396,0.2863386940739687,10.000002108514309,1.8493616499862053e-07,1000000.0,0.0,25.0,297500.0
154,155.0,1.1151155553434602,3.947881548088717e-05,4.667965158873573e-07,1.0,11.24791759118608,0.00010532604429480674,0.22339280533933703,27.663103185594082,1.3326134419105974e-07,1000000.0,0.0,25.0,477428.0
155,156.0,1.1442332904197867,4.091882389809239e-05,4.885389749069408e-07,1.0,12.666629517164864,0.03776598531644698,0.25738763252661556,10.008706159889698,1.8785069728505255e-07,1000000.0,0.0,25.0,378465.3333333333
156,157.0,1.0240582008104024,4.91430478166017e-05,4.4578664073843555e-07,1.0,12.648718558343496,0.009782264979599442,0.2557015872146309,10.000001318752766,1.4967680314804553e-07,1000000.0,0.0,25.0,337982.6666666667
157,158.0,0.9518425747484999,4.8002088026990765e-05,4.0574107935696576e-07,1.0,12.823699048492657,0.00010000046762242976,0.26347611585287467,181.69640385359526,1.0950635785254761e-10,1000000.0,0.0,25.0,477428.0
158,159.0,1.1518511378338245,5.556409128440576e-05,4.210540786456904e-07,1.0,15.094597258719304,0.05279736031223459,0.2745113353739086,10.000012554228306,1.4582566830390937e-07,1000000.0,0.0,25.0,378465.3333333333
159,160.0,1.144977021528125,3.290835593557979e-05,4.949349755130805e-07,1.0,8.424330423983847,0.021580010194134247,0.22206937570090446,10.00003694742918,9.167847430468194e-08,1000000.0,0.0,25.0,477428.0
160,161.0,1.162532607327485,3.711739578951146e-05,4.5740534832405827e-07,1.0,9.830173229442295,0.012539619109100453,0.23057513623181336,10.000220656394958,1.4773793605927436e-07,1000000.0,0.0,25.0,436945.3333333333
161,162.0,1.0219505838954204,4.2134291440627e-05,4.807281517583398e-07,1.0,9.598681678209559,0.00010004896738685654,0.21354656657555893,10.000001162290573,1.3002269070351715e-07,1000000.0,0.0,25.0,436945.3333333333
