,p,Viral Clearance Time,Total Viral Load,Excess CTL
0,0.01,0.4,8.55634079543984,1348315.4429733607
1,0.010974987654930561,0.4,8.557660646219912,1348889.764511212
2,0.012045035402587823,0.4,8.559109591510353,1349520.5951213883
3,0.013219411484660288,0.4,8.560700302022253,1350213.8681862697
4,0.014508287784959394,0.4,8.562446701109806,1350975.132097213
5,0.015922827933410922,0.4,8.564364090449638,1351811.519053019
6,0.01747528400007684,0.4,8.56646928870477,1352730.5392848565
7,0.019179102616724886,0.4,8.568780784591153,1353740.4740333233
8,0.02104904144512021,0.4,8.571318905933676,1354850.4583702602
9,0.023101297000831605,0.4,8.574106006490638,1356070.5744985791
10,0.025353644939701114,0.4,8.577166672548422,1357411.955875559
11,0.027825594022071243,0.4,8.5805279515367,1358886.904080457
12,0.030538555088334154,0.4,8.584219605200458,1360509.0201473504
13,0.033516026509388425,0.4,8.588274390200947,1362293.3524773526
14,0.03678379771828634,0.4,8.592728369389853,1364256.5630293328
15,0.040370172585965536,0.4,8.597621257445596,1366417.1190190457
16,0.044306214575838825,0.4,8.60299680506173,1368795.5022195538
17,0.04862601580065353,0.4,8.608903226481203,1371414.4558720882
18,0.0533669923120631,0.4,8.615393675828892,1374299.2608893132
19,0.05857020818056667,0.4,8.622526778521063,1377478.0526606983
20,0.06428073117284322,0.4,8.630367224956123,1380982.052536763
21,0.07054802310718646,0.4,8.63898643479476,1384846.5091072256
22,0.0774263682681127,0.4,8.64846330143576,1389110.40675492
23,0.08497534359086446,0.4,8.658885027830966,1393817.455920733
24,0.093260334688322,0.4,8.670348066599459,1399016.907963133
25,0.10235310218990264,0.4,8.682959179575832,1404763.9048415325
26,0.11233240329780277,0.4,8.696836634508191,1411120.9186595706
27,0.12328467394420665,0.4,8.71211155972997,1418157.7734315705
28,0.13530477745798075,0.4,8.728929481354124,1425953.7699951564
29,0.1484968262254465,0.4,8.747452072059373,1434599.7473328502
30,0.16297508346206444,0.4,8.767859145909542,1444198.3522662986
31,0.1788649529057435,0.4,8.79035094040892,1454867.147881977
32,0.19630406500402714,0.4,8.815150734976736,1466740.2363373316
33,0.21544346900318845,0.4,8.842507864932967,1479973.3905656617
34,0.23644894126454083,0.4,8.872701202192232,1494745.745143728
35,0.25950242113997374,0.4,8.906043189814483,1511265.5851841494
36,0.2848035868435802,0.4,8.94288453585752,1529775.9286228812
37,0.3125715849688237,0.4,8.983619684231758,1550563.3896269142
38,0.34304692863149194,0.5,10.036481541961512,1568609.2993428065
39,0.37649358067924693,0.5,10.103389019213036,1595022.4851241182
40,0.41320124001153385,0.5,10.177692766763945,1624929.6561550112
41,0.4534878508128584,0.5,10.260308323030625,1658907.3221785587
42,0.49770235643321115,0.5,10.35228424552746,1697657.8700847286
43,0.5462277217684343,0.5,10.454827416282129,1742041.7878761264
44,0.5994842503189411,0.5,10.569332480147587,1793124.580866385
45,0.6579332246575682,0.6000000000000001,11.703562354994707,1845544.4602749334
46,0.7220809018385468,0.6000000000000001,11.88658479221958,1914366.538916277
47,0.7924828983539177,0.6000000000000001,12.09291387840919,1995049.9879270343
48,0.8697490026177834,0.6000000000000001,12.326156723760787,2090378.383412666
49,0.9545484566618342,0.7000000000000001,13.643707415384124,2195970.4790193597
50,1.0476157527896652,0.7000000000000001,14.015467616278357,2332734.458453907
51,1.149756995397737,0.8,15.51760997291157,2489804.1831574063
52,1.261856883066021,0.9,17.167222181306407,2684116.63141563
53,1.384886371393873,1.0,19.05329756686978,2927949.6654987633
54,1.5199110829529348,1.2000000000000002,22.32056870882633,3223629.2069886834
55,1.6681005372000592,1.4000000000000001,26.24180766002856,3605510.5458120336
56,1.8307382802953698,1.7000000000000002,32.356025989581966,4084666.4519840335
57,2.0092330025650478,2.2,42.88025482059889,4664345.487257643
58,2.2051307399030455,2.9000000000000004,60.688890564824256,5359601.312049095
59,2.4201282647943834,3.8000000000000003,93.18948240542484,6179489.418048951
60,2.656087782946687,5.0,162.3319164501381,7055851.390126214
61,2.9150530628251787,6.5,337.4831031556476,7907403.293807591
62,3.1992671377973845,8.200000000000001,905.7863103574186,8699081.958864406
63,3.5111917342151346,10.100000000000001,3475.1932301705406,9251025.47238522
64,3.8535285937105312,12.100000000000001,20092.220380066417,9254821.933009246
65,4.229242874389499,12.8,117378.53010532446,9997408.722925434
66,4.641588833612782,11.700000000000001,308092.106785498,12422571.043352408
67,5.09413801481638,10.600000000000001,480668.5401984718,14756627.700413909
68,5.590810182512229,9.8,621142.1112692852,16912848.143079195
69,6.135907273413176,9.3,740427.3337139693,18853690.905925673
70,6.7341506577508286,19.0,846668.5404853162,137348.62692007032
71,7.390722033525782,19.0,945012.6787100423,177758.67951604404
72,8.111308307896872,19.0,1038736.4288746435,219241.05545897657
73,8.902150854450392,19.0,1130022.3684218423,262547.56399261643
74,9.770099572992256,19.0,1220397.8620535308,308530.5320252621
75,10.722672220103243,19.0,1310946.9552486117,358125.8170104886
76,11.768119524349991,19.0,1402288.0462583487,412277.06462161546
77,12.91549665014884,19.0,1494429.3831754162,471761.27645531663
78,14.174741629268063,19.0,1586777.6698514735,537019.5202912451
79,15.556761439304722,19.0,1678462.1898101447,608170.4236179608
80,17.07352647470692,19.0,1768778.22455304,685231.5051708728
81,18.73817422860385,19.0,1857423.5832273343,768364.6689634132
82,20.565123083486537,19.0,1944471.868299967,857988.0367834186
83,22.570197196339215,19.0,2030075.9690526088,954760.5046110661
84,24.770763559917114,19.0,2114803.173867288,1059519.6370991503
85,27.185882427329428,19.0,2198300.9308040543,1173228.387569795
