,c,Viral Clearance Time,Total Viral Load,Excess CTL
0,0.01,19.0,33209844.65239734,2421762.9045423395
1,0.010974987654930561,19.0,32957105.571747407,2421756.6301498734
2,0.012045035402587823,19.0,32682733.014597274,2421749.826355358
3,0.013219411484660288,19.0,32385182.257656977,2421742.2578802346
4,0.014508287784959394,19.0,32062865.576551776,2421733.976580357
5,0.015922827933410922,19.0,31714156.403074034,2421724.8589976905
6,0.01747528400007684,19.0,31337407.796096615,2421714.822068676
7,0.019179102616724886,19.0,30930970.88832233,2421703.8091571624
8,0.02104904144512021,19.0,30493219.81225443,2421691.7098071184
9,0.023101297000831605,19.0,30022575.00232146,2421678.4122370337
10,0.025353644939701114,19.0,29517543.803099528,2421663.7400974478
11,0.027825594022071243,19.0,28976757.083088897,2421647.6391384234
12,0.030538555088334154,19.0,28399009.886170782,2421629.863204639
13,0.033516026509388425,19.0,27783321.173006766,2421610.419996226
14,0.03678379771828634,19.0,27128972.489781402,2421588.946021558
15,0.040370172585965536,19.0,26435585.561515097,2421565.250736549
16,0.044306214575838825,19.0,25703176.864744663,2421539.1764520877
17,0.04862601580065353,19.0,24932224.749913245,2421510.434139456
18,0.0533669923120631,19.0,24123731.896899544,2421478.7095515435
19,0.05857020818056667,19.0,23279287.279784314,2421443.676302887
20,0.06428073117284322,19.0,22401120.356982134,2421404.999725897
21,0.07054802310718646,19.0,21492142.084377658,2421362.130140413
22,0.0774263682681127,19.0,20555967.815107856,2421314.590228093
23,0.08497534359086446,19.0,19596929.293602034,2421261.9219708457
24,0.093260334688322,19.0,18620039.605867505,2421203.291703654
25,0.10235310218990264,19.0,17630951.553585194,2421137.898568947
26,0.11233240329780277,19.0,16635863.105494881,2421064.771299728
27,0.12328467394420665,19.0,15641396.037997833,2420982.659845011
28,0.13530477745798075,19.0,14654436.647831047,2420890.0131076174
29,0.1484968262254465,19.0,13681947.614848025,2420784.793490275
30,0.16297508346206444,19.0,12730757.607629828,2420664.402751681
31,0.1788649529057435,19.0,11807331.301577387,2420525.1710209865
32,0.19630406500402714,19.0,10917558.006779056,2420362.0658629877
33,0.21544346900318845,19.0,10066542.30495096,2420167.7116220305
34,0.23644894126454083,19.0,9258442.472904898,2419930.8019777755
35,0.25950242113997374,19.0,8496350.629290968,2419634.295661235
36,0.2848035868435802,19.0,7782242.413092567,2419250.1564601376
37,0.3125715849688237,19.0,7116987.221981597,2418731.582831017
38,0.34304692863149194,19.0,6500425.284878716,2417997.24217884
39,0.37649358067924693,19.0,5931497.612994764,2416899.8836438595
40,0.41320124001153385,19.0,5408416.609924351,2415162.8373655486
41,0.4534878508128584,19.0,4928853.385771861,2412245.0586119965
42,0.49770235643321115,19.0,4490125.224646415,2407047.6258293665
43,0.5462277217684343,19.0,4089365.366063839,2397262.14886862
44,0.5994842503189411,19.0,3723662.7800527546,2377937.2956127184
45,0.6579332246575682,19.0,3390166.8495321977,2338577.7383106328
46,0.7220809018385468,19.0,3086157.265779492,2258941.4370514094
47,0.7924828983539177,19.0,2809084.652640387,2110368.5928686033
48,0.8697490026177834,18.6,2556584.4868767234,9249449.844822224
49,0.9545484566618342,17.5,2326488.67982755,24753208.565589573
50,1.0476157527896652,16.6,2116816.7715314017,32655193.978412643
51,1.149756995397737,15.700000000000001,1925750.8160557316,37856358.74332611
52,1.261856883066021,15.0,1751638.0648857572,39653826.974326245
53,1.384886371393873,14.4,1592969.5888731235,40184946.12884843
54,1.5199110829529348,13.9,1448371.273190643,39999412.71203758
55,1.6681005372000592,13.5,1316590.9184832014,39402955.67467773
56,1.8307382802953698,13.100000000000001,1196486.343102305,39157224.523868844
57,2.0092330025650478,12.9,1087019.6830666421,38076287.698842496
58,2.2051307399030455,12.600000000000001,987240.1569504516,37910439.93409694
59,2.4201282647943834,12.5,896287.0931726184,36936808.423541985
60,2.656087782946687,12.3,813370.3775113593,36727288.10867676
61,2.9150530628251787,12.200000000000001,737774.5849438696,36186545.67418952
62,3.1992671377973845,12.100000000000001,668844.9802802051,35791732.35152418
63,3.5111917342151346,12.0,605985.7947319774,35507113.405546024
64,3.8535285937105312,11.9,548654.1570218839,35306390.52099967
65,4.229242874389499,11.8,496355.4831560509,35170421.60366921
66,4.641588833612782,11.8,448640.3463149877,34640496.16514457
67,5.09413801481638,11.700000000000001,405096.5909607587,34605536.0231162
68,5.590810182512229,11.700000000000001,365352.9593843695,34172249.453657165
69,6.135907273413176,11.600000000000001,329067.89567045216,34209100.277088165
70,6.7341506577508286,11.600000000000001,295934.74401714664,33852123.5477233
