,beta,Viral Clearance Time,Total Viral Load,Excess CTL
0,1e-08,0.4,8.646748934221133,388.0831546918839
1,1.0974987654930568e-08,0.4,8.646970519406487,388.4016447980307
2,1.204503540258781e-08,0.4,8.647213713658346,388.7517639354222
3,1.3219411484660288e-08,0.4,8.647480624812072,389.1367285061511
4,1.4508287784959402e-08,0.4,8.647773566415488,389.5600789929974
5,1.592282793341094e-08,0.4,8.648095077824546,390.0257346550117
6,1.747528400007683e-08,0.4,8.64844794627034,390.5380321583244
7,1.9179102616724886e-08,0.4,8.648835231085261,391.1017838949919
8,2.104904144512022e-08,0.4,8.649260290303769,391.7223194666908
9,2.310129700083158e-08,0.4,8.649726809872424,392.405557689606
10,2.5353644939701113e-08,0.4,8.650238835724274,393.15807262256243
11,2.782559402207126e-08,0.4,8.650800809002321,393.98718333599373
12,3.053855508833412e-08,0.4,8.651417604743745,394.90103985806917
13,3.351602650938841e-08,0.4,8.652094574364,395.90873502355566
14,3.678379771828634e-08,0.4,8.652837592321886,397.02042799917996
15,4.037017258596558e-08,0.4,8.653653107379357,398.24748936677355
16,4.4306214575838774e-08,0.4,8.65454819891275,399.6026682819354
17,4.8626015800653535e-08,0.4,8.655530638779425,401.10028863494523
18,5.3366992312063125e-08,0.4,8.656608959294172,402.7564791687064
19,5.857020818056673e-08,0.4,8.657792527927304,404.58944387015646
20,6.42807311728432e-08,0.4,8.659091629015908,406.6197834945517
21,7.054802310718646e-08,0.4,8.66051755010422,408.87087751403453
22,7.742636826811277e-08,0.4,8.662082694773753,411.3693407866869
23,8.497534359086438e-08,0.4,8.663800670249751,414.14557469937745
24,9.3260334688322e-08,0.4,8.665686445831003,417.2344337336604
25,1.0235310218990269e-07,0.4,8.6677564298671,420.6760389416829
26,1.1233240329780266e-07,0.4,8.670028651271569,424.516776676569
27,1.232846739442066e-07,0.4,8.672522912206007,428.8105325477894
28,1.3530477745798075e-07,0.4,8.675260963334301,433.6202309269925
29,1.4849682622544636e-07,0.4,8.678266698830504,439.0197690632773
