,c_V,Viral Clearance Time,Total Viral Load,Excess CTL
0,1e-08,13.200000000000001,3786800.6769207926,931851764.4526403
1,1.0974987654930568e-08,13.100000000000001,3720150.1028775945,865430803.6861862
2,1.204503540258781e-08,13.0,3653687.418227334,803683588.0116638
3,1.3219411484660288e-08,12.9,3587427.7556895404,746304329.8552282
4,1.4508287784959402e-08,12.9,3521388.182579992,682001076.2677904
5,1.592282793341094e-08,12.8,3455583.7070180993,633453988.3020881
6,1.747528400007683e-08,12.700000000000001,3390033.2228972362,588374357.2461241
7,1.9179102616724886e-08,12.600000000000001,3324755.4121935265,546528608.844895
8,2.104904144512022e-08,12.5,3259770.0601286474,507697073.11198545
9,2.310129700083158e-08,12.4,3195097.5496255136,471673229.0284151
10,2.5353644939701113e-08,12.3,3130759.1200255905,438263129.305049
11,2.782559402207126e-08,12.200000000000001,3066776.5757770073,407284785.9652078
12,3.053855508833412e-08,12.100000000000001,3003172.333128718,378567567.7660927
13,3.351602650938841e-08,12.0,2939969.2274715677,351951595.19578916
14,3.678379771828634e-08,11.9,2877190.2487497707,327287173.1711477
15,4.037017258596558e-08,11.8,2814858.6095871227,304434242.7971653
16,4.4306214575838774e-08,11.700000000000001,2752997.300267078,283261839.08654296
17,4.8626015800653535e-08,11.600000000000001,2691629.047726936,263647584.51934955
18,5.3366992312063125e-08,11.5,2630775.9245869378,245477195.0326157
19,5.857020818056673e-08,11.4,2570459.2635619473,228644017.47036433
20,6.42807311728432e-08,11.3,2510699.2527553923,213048575.6664682
21,7.054802310718646e-08,11.100000000000001,2451513.7714388836,201113041.4500277
22,7.742636826811277e-08,11.0,2392921.9948148895,187522407.6632137
23,8.497534359086438e-08,10.9,2334938.254974517,174927046.1429342
24,9.3260334688322e-08,10.8,2277575.6360650775,163250652.94922093
25,1.0235310218990269e-07,10.700000000000001,2220844.792680989,152422330.65250894
26,1.1233240329780266e-07,10.600000000000001,2164753.6934396885,142376246.66503477
27,1.232846739442066e-07,10.5,2109307.3939215457,133051327.27554359
28,1.3530477745798075e-07,10.4,2054507.8015378343,124390943.09262006
29,1.4849682622544636e-07,10.3,2000353.535899968,116342631.12063134
30,1.6297508346206436e-07,10.200000000000001,1946839.7157253285,108857817.6237534
31,1.7886495290574352e-07,10.100000000000001,1893957.910309597,101891572.748925
32,1.9630406500402725e-07,10.0,1841695.9217194233,95402358.30463749
33,2.1544346900318867e-07,9.9,1790037.7845613908,89351802.46217711
34,2.3644894126454072e-07,9.8,1738963.637627936,83704479.80229345
35,2.5950242113997374e-07,9.700000000000001,1688449.6494870214,78427705.11852854
36,2.848035868435805e-07,9.600000000000001,1638468.0298966444,73491345.84694403
37,3.125715849688235e-07,9.600000000000001,1588987.9260318207,68149920.70477958
38,3.4304692863149193e-07,9.5,1539971.3127115872,63865383.376366675
39,3.764935806792471e-07,9.5,1491379.8875992754,59223386.06625995
