,r,Viral Clearance Time,Total Viral Load,Excess CTL
0,0.0001,19.0,866069.714331491,26.61472015900072
1,0.00011497569953977356,19.0,866043.3899709332,30.600070011906794
2,0.00013219411484660288,19.0,866013.125347085,35.18212815320585
3,0.0001519911082952933,19.0,865978.331019663,40.45021536686691
4,0.0001747528400007683,19.0,865938.3294231998,46.50701587370131
5,0.00020092330025650479,19.0,865892.3419804238,53.47057426531101
6,0.00023101297000831605,19.0,865839.473762225,61.47659070184454
7,0.00026560877829466864,19.0,865778.6960903417,70.68105653817766
8,0.0003053855508833416,19.0,865708.827214199,81.26328586160672
9,0.0003511191734215131,19.0,865628.5090126371,93.42939203149872
10,0.0004037017258596554,19.0,865536.1810475164,107.41628684686731
11,0.0004641588833612782,19.0,865430.0510625581,123.49627086441033
12,0.0005336699231206312,19.0,865308.0597538268,141.9823012406705
13,0.0006135907273413176,19.0,865167.8422603442,163.23404387399788
14,0.0007054802310718645,19.0,865006.6828613498,187.66481645542663
15,0.0008111308307896872,19.0,864821.4635626532,215.74955589785242
16,0.0009326033468832199,19.0,864608.6052704076,248.03395736294334
17,0.0010722672220103231,19.0,864364.0006196686,285.1449537593988
18,0.0012328467394420659,19.0,864082.9372412967,327.80272587230434
19,0.0014174741629268048,19.0,863760.0107236475,376.8344683655189
20,0.0016297508346206436,19.0,863389.0247289785,433.19013856264064
21,0.001873817422860383,19.0,862962.8786075538,497.96050148741347
22,0.0021544346900318843,19.0,862473.4390673218,572.3977417544578
23,0.0024770763559917113,19.0,861911.3955178363,657.9390380636556
24,0.002848035868435802,19.0,861266.096607444,756.2334661360132
25,0.0032745491628777285,19.0,860525.3665664798,869.1726946575218
26,0.0037649358067924675,19.0,859675.29873712,998.9259335475858
27,0.004328761281083062,19.0,858700.0265480266,1147.9797457495122
28,0.004977023564332114,19.0,857581.4676401477,1319.1832349357778
29,0.00572236765935022,19.0,856299.0426202103,1515.7993376412196
30,0.006579332246575682,19.0,854829.366952776,1741.5629187255633
31,0.007564633275546291,19.0,853145.9166595052,2000.7464435873671
32,0.008697490026177835,19.0,851218.670025194,2298.234094107349
33,0.01,19.0,849013.7291196502,2639.6052558223487
34,0.011497569953977356,19.0,846492.9276275049,3031.228408924211
