,c,Viral Clearance Time,Total Viral Load,Excess CTL
0,0.01,19.0,11962715.572698072,5.4872029771109846e+20
1,0.010974987654930561,19.0,11871333.892671194,4.128858551856803e+20
2,0.012045035402587823,19.0,11772140.068027556,3.0321120210489534e+20
3,0.013219411484660288,19.0,11664579.61579591,2.1694296505503082e+20
4,0.014508287784959394,19.0,11548081.255513843,1.5095858587069943e+20
5,0.015922827933410922,19.0,11422061.15661785,1.0197443587700969e+20
6,0.01747528400007684,19.0,11285928.709887207,6.674912957856854e+19
7,0.019179102616724886,19.0,11139093.568198891,4.225913901505291e+19
8,0.02104904144512021,19.0,10980974.29356919,2.583019891050194e+19
9,0.023101297000831605,19.0,10811008.7433692,1.5216131460403378e+19
10,0.025353644939701114,19.0,10628666.336291667,8.624409544477365e+18
11,0.027825594022071243,19.0,10433462.301666956,4.696172112049294e+18
12,0.030538555088334154,19.0,10224973.960655134,2.45342305239508e+18
13,0.033516026509388425,19.0,10002859.033365443,1.228420299311895e+18
14,0.03678379771828634,19.0,9766875.699678127,5.89027557398187e+17
15,0.040370172585965536,19.0,9516904.4927809,2.7037746508052774e+17
16,0.044306214575838825,19.0,9252971.123666862,1.1881750745801902e+17
17,0.04862601580065353,19.0,8975269.95452559,5.001742931074394e+16
18,0.0533669923120631,19.0,8684187.113764018,2.0193339944960424e+16
19,0.05857020818056667,19.0,8380322.2093720045,7833297237832797.0
20,0.06428073117284322,19.0,8064507.220963737,2927171052925617.0
21,0.07054802310718646,19.0,7737821.0692471955,1057233987550945.5
22,0.0774263682681127,19.0,7401598.046551338,370605442677132.75
23,0.08497534359086446,19.0,7057428.280349609,126711243911581.45
24,0.093260334688322,19.0,6707148.4072055705,42497313528961.97
25,0.10235310218990264,19.0,6352820.858980754,14071425062879.139
26,0.11233240329780277,19.0,5996700.606167601,4632289038536.49
27,0.12328467394420665,19.0,5641188.860886145,1527514099682.7563
28,0.13530477745798075,19.0,5288774.285926759,508486902574.73267
29,0.1484968262254465,19.0,4941963.213775978,172218507149.74463
30,0.16297508346206444,19.0,4603201.974519647,59800944570.88492
31,0.1788649529057435,19.0,4274795.504840199,21443720282.37883
32,0.19630406500402714,19.0,3958827.3036167384,7992730890.188845
33,0.21544346900318845,19.0,3657087.7228132957,3114136653.607265
34,0.23644894126454083,19.0,3371015.1608992675,1274080116.651825
35,0.25950242113997374,19.0,3101657.149333897,549174925.9275718
36,0.2848035868435802,19.0,2849653.970721293,249897156.49711764
37,0.3125715849688237,19.0,2615247.1531346496,120138200.16551064
38,0.34304692863149194,19.0,2398310.862619635,60994575.84504043
39,0.37649358067924693,19.0,2198402.9723678655,32656223.372237086
40,0.41320124001153385,19.0,2014829.1515011296,18395744.694434375
41,0.4534878508128584,19.0,1846712.4435593155,10871485.087770035
42,0.49770235643321115,19.0,1693061.8158864987,6718170.152347892
