,p,k_V,c_V,r,k_T,d_T,T_0,V_0,RMSLE
0,6.05826127762384,1200000,2.84613882964978E-06,0.221352564969202,5110.1711024195,0.0111,946546.4,25,1.02733727785755
1,6.03645378145188,1200000,2.82279454861085E-06,0.222934509465659,5021.59718220681,0.0129684916768942,946546.4,25,1.02565560104967
2,6.01136291448226,1200000,2.79588109148209E-06,0.224786277464588,4920.27859000862,0.0151515113850157,946546.4,25,1.02375073622461
3,5.98279397370803,1200000,2.7651616846588E-06,0.226924004654514,4800.85410097241,0.0177020044404453,946546.4,25,1.02160732454182
4,5.95018034317339,1200000,2.73004676433723E-06,0.229422768531983,4665.14525088668,0.0206818285811045,946546.4,25,1.01921572717456
5,5.91334619201708,1200000,2.69021144175649E-06,0.232315989910106,4508.33770733327,0.0241632542177482,946546.4,25,1.01657604635896
6,5.87178158927445,1200000,2.64513626539753E-06,0.235674315757073,4329.15451455116,0.0282307172260853,946546.4,25,1.01370396300524
7,5.82522694278275,1200000,2.59442721512901E-06,0.239563691536368,4125.03634418547,0.0329828667909226,946546.4,25,1.01063908079071
8,5.77354992115136,1200000,2.53781416133192E-06,0.24405039481298,3892.85816444457,0.0385349579692062,946546.4,25,1.00745660534188
9,5.71671665427711,1200000,2.47502199433943E-06,0.249218088674155,3631.14745554328,0.04502164699938,946546.4,25,1.00428336222982
10,5.65488736377359,1200000,2.40606862583192E-06,0.255147834707117,3338.84509243816,0.05260025715239,946546.4,25,1.00131937772274
11,5.58870166569053,1200000,2.33110866959027E-06,0.261919148463129,3015.20825774223,0.0614545943318255,946546.4,25,0.998865817677274
12,5.51891058917627,1200000,2.25063747334401E-06,0.269629791903625,2664.53413955122,0.0717994049638908,946546.4,25,0.997359327742881
13,5.44759549755075,1200000,2.16587318187413E-06,0.278320357255616,2289.93429104239,0.0838855842955112,946546.4,25,0.997412464069968
14,5.38113298877758,1200000,2.0808842663678E-06,0.286886261733372,1816.55351175368,0.0980062614187156,946546.4,25,1.00008294633867
15,5.36704706312697,1200000,2.02270634139172E-06,0.286522047405647,891.809399850667,0.114503908602895,946546.4,25,1.01144389044042
16,5.50144618331374,1200000,2.03367493094269E-06,0.279184746430403,246.277053706348,0.133778647359323,946546.4,25,1.041500982745
17,6.00392466682282,1200000,2.24947998203578E-06,0.266175591551452,30.4832787066698,0.156297952686986,946546.4,25,1.08263281047628
18,5.81126931108356,1200000,2.05051821629011E-06,0.288048185113333,10.0000001341105,0.18260799085917,946546.4,25,1.12554962986738
19,4.91835116475418,1200000,1.45142852283334E-06,0.344648657533874,10.0000000298023,0.213346865728965,946546.4,25,1.2662639792844
20,4.24335266955341,1200000,1.05493986874254E-06,0.402582290548033,10.0000000074506,0.249260094819599,946546.4,25,1.50532257001804
21,3.96098310428102,1200000,9.51352887647406E-07,0.433492455606547,10,0.29121869054503,946546.4,25,1.78432417976954
22,7.38522445118789,1200000,3.19186622134712E-06,0.319032747369896,10,0.340240285089121,946546.4,25,1.72423324875206
23,7.20823147025811,1200000,2.9748106012794E-06,0.360632682071241,10.0000000298023,0.397513811290304,946546.4,25,1.7496064373814
24,7.10079278983671,1200000,2.80534584278103E-06,0.408481173593678,10.0000000074506,0.464428338123315,946546.4,25,1.78391604728888
25,7.02868854506735,1200000,2.6470402083606E-06,0.466329454324658,10.0000000521541,0.542606760132073,946546.4,25,1.82611532660997
26,6.94759392904881,1200000,2.4753544815443E-06,0.537006413114803,10.0000000074506,0.63394515789183,946546.4,25,1.87800533636648
27,6.8709670447174,1200000,2.30736068999579E-06,0.621376271921903,10,0.740658784119601,946546.4,25,1.94163945109092
28,6.82537566127501,1200000,2.16028199301331E-06,0.720755082006086,10,0.865335790745371,946546.4,25,2.01716150371596
29,6.82146467068067,1200000,2.03620931289108E-06,0.837915587653178,10,1.011,946546.4,25,2.10343161313145
