,Resample,RMSLE,beta,d_I,p,c,d_T,r,k_T,U_0,I_0,V_0,T_0
39,40.0,1.157027008432665,1.7660628106223835e-05,5.607285837238436e-06,1.0,1.4808477608838118,0.012,0.24577501267345525,10.000000052154064,1000000.0,0.0,25.0,378465.3333333333
40,41.0,1.0685524982000782,4.7146176962805506e-05,4.222593970119306e-07,1.0,12.88163024299601,0.012,0.2419900966664983,30.95615103840828,1000000.0,0.0,25.0,477428.0
41,42.0,0.9704745334641612,4.4390639789977975e-05,4.704154778043424e-07,1.0,10.011468833131737,0.012,0.19369948228258238,80.0996121019125,1000000.0,0.0,25.0,616873.3333333334
42,43.0,1.1998046565877982,5.369322901561405e-05,4.0066819912159304e-07,1.0,14.666108449921026,0.012,0.2291907205664927,10.0,1000000.0,0.0,25.0,477428.0
43,44.0,1.0968779065676804,5.3205043985185275e-05,3.7895052170580087e-07,1.0,13.435885503056333,0.012,0.20683777778811674,169.0196606889367,1000000.0,0.0,25.0,715836.0
44,45.0,0.9967269554914067,4.1717749587147914e-05,4.744186468206497e-07,1.0,11.684725449926304,0.012,0.2281560084969101,72.65947001427412,1000000.0,0.0,25.0,517910.6666666667
45,46.0,1.2374257727162365,4.5595331967197444e-05,4.922275578169989e-07,1.0,12.96707007971051,0.012,0.27614909336219995,10.000000052154064,1000000.0,0.0,25.0,297500.0
46,47.0,1.1925289652296724,1.872543432117284e-05,4.7129971857195145e-06,1.0,1.3623598361993317,0.012,0.21086693148703262,10.00000000745058,1000000.0,0.0,25.0,477428.0
47,48.0,0.984514603778197,3.9561540473805694e-05,4.3980488189268954e-07,1.0,9.705551025049886,0.012,0.24084437842424933,10.000000596046448,1000000.0,0.0,25.0,436945.3333333333
48,49.0,1.1478398448776477,4.561856781184521e-05,4.987735386826871e-07,1.0,11.2442266435337,0.012,0.21329371665797936,34.06867569684982,1000000.0,0.0,25.0,477428.0
49,50.0,1.1259868859471724,5.627808361809292e-05,4.239468550227315e-07,1.0,14.80129137221816,0.012,0.19895489666016886,20.984617821872234,1000000.0,0.0,25.0,576390.6666666666
50,51.0,1.088877900597164,4.082257981167894e-05,5.986348651161361e-07,1.0,11.155119799703797,0.012,0.23295033942203958,10.00000013411045,1000000.0,0.0,25.0,337982.6666666667
51,52.0,1.1322760200095914,5.101991336724686e-05,4.003249763172284e-07,1.0,14.788535642476148,0.012,0.237428202596341,10.000000275671482,1000000.0,0.0,25.0,477428.0
52,53.0,1.1201640048660686,3.933160738775456e-05,4.901642902494451e-07,1.0,11.511996374297425,0.012,0.2053657711066208,33.59233731776476,1000000.0,0.0,25.0,576390.6666666666
53,54.0,1.0615202128289447,4.402744705366267e-05,5.488062397256794e-07,1.0,11.793732509901716,0.012,0.24231181359938603,10.000000037252903,1000000.0,0.0,25.0,337982.6666666667
54,55.0,1.1615503783148713,4.569082876231555e-05,4.648543162825942e-07,1.0,11.71812577050482,0.012,0.2141055172103563,12.498690880835056,1000000.0,0.0,25.0,477428.0
55,56.0,1.2200077453362845,3.5566536085775284e-05,4.922817278911733e-07,1.0,9.651046004252017,0.012,0.18534521183152464,127.50144415348768,1000000.0,0.0,25.0,715836.0
56,57.0,1.0694766729738356,5.086080535154224e-05,4.2020190173576737e-07,1.0,13.474367690717024,0.012,0.22907622771920444,13.531863301992416,1000000.0,0.0,25.0,477428.0
57,58.0,1.090905590516292,4.6038237619758046e-05,5.017832871851411e-07,1.0,12.349262825144066,0.012,0.23618934115162205,10.000000104308128,1000000.0,0.0,25.0,378465.3333333333
58,59.0,1.0675689381008628,6.489080313996142e-05,4.923033129028106e-07,1.0,17.71493510913212,0.012,0.1859796478819007,10.000000223517418,1000000.0,0.0,25.0,517910.6666666667
59,60.0,1.1905933971881808,6.205103564172378e-05,4.280120484457812e-07,1.0,16.661983316442097,0.012,0.20919244084600308,11.349110834300518,1000000.0,0.0,25.0,517910.6666666667
60,61.0,1.1765611643957006,4.403879083346587e-05,4.863988220053027e-07,1.0,11.48025587140291,0.012,0.19941022508300676,10.000000081956387,1000000.0,0.0,25.0,517910.6666666667
61,62.0,1.1058420130704356,3.438661151007518e-05,5.108565566278725e-07,1.0,9.332819327954681,0.012,0.21186533206769553,10.000000275671482,1000000.0,0.0,25.0,477428.0
62,63.0,1.1151014712174432,4.93003238328195e-05,4.713288938691055e-07,1.0,14.32959170232595,0.012,0.2025723009598579,50.20364360511303,1000000.0,0.0,25.0,576390.6666666666
63,64.0,1.1548388354740087,5.0118081069930835e-05,4.655782802272956e-07,1.0,13.53955377415442,0.012,0.2588989055568405,10.000000111758709,1000000.0,0.0,25.0,337982.6666666667
64,65.0,1.0411464791555536,3.438956992541642e-05,4.942014387830928e-07,1.0,9.717836156733235,0.012,0.26617062133289693,10.00000000745058,1000000.0,0.0,25.0,337982.6666666667
65,66.0,1.0983709870011527,4.042023296085728e-05,5.232948798398674e-07,1.0,11.190695863519963,0.012,0.20801561387380474,15.88320742547512,1000000.0,0.0,25.0,477428.0
66,67.0,1.140194656036512,4.583452596435645e-05,4.560260240183526e-07,1.0,11.993106151382293,0.012,0.22825722293428186,10.00000000745058,1000000.0,0.0,25.0,436945.3333333333
67,68.0,1.0415438171408138,2.9164988900333034e-05,5.408497424196966e-07,1.0,6.986047262130853,0.012,0.21727733878901034,33.146977201104164,1000000.0,0.0,25.0,477428.0
68,69.0,1.1204638347282454,6.961002237312681e-05,4.589449493248374e-07,1.0,18.87181922284866,0.012,0.22185120860291363,10.0,1000000.0,0.0,25.0,418948.0
69,70.0,1.0464287143011195,4.459171528921084e-05,4.4973475488656035e-07,1.0,11.668998282887053,0.012,0.2510364994152994,10.00000000745058,1000000.0,0.0,25.0,378465.3333333333
70,71.0,1.120561963588994,3.7958397467629506e-05,5.078745444314682e-07,1.0,9.401056152759551,0.012,0.18458956608705535,25.84375473111868,1000000.0,0.0,25.0,576390.6666666666
71,72.0,1.1059686359902934,4.2877509202587874e-05,4.6743655885997203e-07,1.0,10.386987672493156,0.012,0.21017719821792014,100.36948238313198,1000000.0,0.0,25.0,576390.6666666666
72,73.0,1.1387639897913453,4.1233017079043925e-05,4.7081170032278085e-07,1.0,9.779573352135323,0.012,0.1823792336808694,19.595532566308975,1000000.0,0.0,25.0,616873.3333333334
73,74.0,0.9706157369274675,5.2008994004633406e-05,4.3394840646541647e-07,1.0,12.885370352178256,0.012,0.26679393263974305,10.00000000745058,1000000.0,0.0,25.0,337982.6666666667
74,75.0,1.2385718063204634,6.874934086997466e-05,4.4656705036737746e-07,1.0,18.933458218865404,0.012,0.15802031014011675,23.373974591493607,1000000.0,0.0,25.0,715836.0
75,76.0,1.1918453337979797,5.5590337068522685e-05,4.398934172509199e-07,1.0,14.993356462863972,0.012,0.21718190739546372,10.485523641109467,1000000.0,0.0,25.0,477428.0
76,77.0,1.06377513497077,4.2013271948832864e-05,4.808050720071154e-07,1.0,11.46637518637555,0.012,0.26081654902174733,10.000000357627869,1000000.0,0.0,25.0,337982.6666666667
77,78.0,1.081284235861771,4.1596800169425984e-05,4.347903109486992e-07,1.0,11.039195680741969,0.012,0.22543039446512125,10.000000856816769,1000000.0,0.0,25.0,477428.0
78,79.0,1.1229874895153544,6.426690420916011e-05,4.87254247383025e-07,1.0,16.918066545081658,0.012,0.19958741456467521,10.000005602836609,1000000.0,0.0,25.0,477428.0
79,80.0,1.0635826062918947,7.038635584364722e-05,3.737069983211048e-07,1.0,18.7416200144989,0.012,0.2811117393740048,10.0000004991889,1000000.0,0.0,25.0,337982.6666666667
80,81.0,1.118788581909726,4.730723682176486e-05,4.43145140731589e-07,1.0,12.722226620039514,0.012,0.2386660942539791,10.000000402331352,1000000.0,0.0,25.0,418948.0
81,82.0,1.1613167090867123,5.1504028849183466e-05,4.935892384100622e-07,1.0,13.491847226678004,0.012,0.2158909983331867,10.000000551342964,1000000.0,0.0,25.0,436945.3333333333
82,83.0,1.0797307917420813,5.5551981127825235e-05,4.6565126335600495e-07,1.0,14.206349042284664,0.012,0.20610907185304939,10.000000350177288,1000000.0,0.0,25.0,477428.0
83,84.0,1.020873264990381,6.019664663087288e-05,5.26834649406428e-07,1.0,17.069681105712668,0.012,0.2393031801122305,10.000002078711987,1000000.0,0.0,25.0,337982.6666666667
84,85.0,1.128437082280277,4.645785854569182e-05,4.496830812674888e-07,1.0,13.161056200511226,0.012,0.22316013413097835,14.141959369182587,1000000.0,0.0,25.0,477428.0
85,86.0,1.0777803339414915,3.736810968441636e-05,4.900572031963868e-07,1.0,11.214733308612267,0.012,0.2203598266116984,10.0,1000000.0,0.0,25.0,477428.0
86,87.0,1.2096802832204299,6.428384382194597e-05,4.1185072286313335e-07,1.0,17.775247457465063,0.012,0.2036528979757719,27.15336910635233,1000000.0,0.0,25.0,576390.6666666666
87,88.0,0.9719234152670081,4.819672471723464e-05,4.3928674534820324e-07,1.0,12.821844882257594,0.012,0.24066354766850395,21.560126326978207,1000000.0,0.0,25.0,436945.3333333333
88,89.0,1.1200002367876514,6.0296698749462784e-05,3.7813267399346384e-07,1.0,17.145909075809634,0.012,0.2587588610622049,78.00017715245485,1000000.0,0.0,25.0,477428.0
89,90.0,1.1400821838215098,4.433330959614523e-05,4.998507318764819e-07,1.0,10.79034753754128,0.012,0.20384574678184464,10.000001229345798,1000000.0,0.0,25.0,477428.0
90,91.0,1.111880937393386,2.142933962742011e-05,7.046755292617234e-06,1.0,1.2137563350423335,0.012,0.21542387304905475,10.83578272163868,1000000.0,0.0,25.0,378465.3333333333
91,92.0,1.137751092263812,1.679382099093487e-05,3.889924736869337e-06,1.0,1.4598599949704436,0.012,0.20147641090424884,10.00000000745058,1000000.0,0.0,25.0,477428.0
92,93.0,1.0597017444031902,5.5434750403765925e-05,3.85279877902047e-07,1.0,15.1597967556701,0.012,0.2457139795242469,189.61406016349792,1000000.0,0.0,25.0,576390.6666666666
93,94.0,1.0698744591133813,7.005707440452414e-05,3.487147354473244e-07,1.0,20.145330645047046,0.012,0.23115191611808683,85.32800660282373,1000000.0,0.0,25.0,616873.3333333334
94,95.0,1.2242109906233867,6.669255455101308e-05,4.7041978031157254e-07,1.0,18.521116547720368,0.012,0.25208892195733057,10.00000000745058,1000000.0,0.0,25.0,337982.6666666667
95,96.0,1.0912805352359038,6.0853670988439834e-05,4.3718717382196985e-07,1.0,15.879725275115952,0.012,0.23355857232368038,11.138450175523758,1000000.0,0.0,25.0,418948.0
96,97.0,1.2137245220822832,4.3071025399868496e-05,5.235262953411784e-07,1.0,11.922115550555318,0.012,0.25140941092350033,10.000000029802322,1000000.0,0.0,25.0,337982.6666666667
97,98.0,1.0747923603410163,5.5380909314289435e-05,4.845144196243133e-07,1.0,14.963289501951877,0.012,0.20486525340064077,10.440856039524078,1000000.0,0.0,25.0,477428.0
98,99.0,1.2293802964729028,5.6515760913843e-05,5.362299706154704e-07,1.0,16.017702619205018,0.012,0.24067739321978365,10.000000447034836,1000000.0,0.0,25.0,337982.6666666667
99,100.0,1.0732072336478478,1.962152844145127e-05,4.342526466809092e-06,1.0,1.3288436431418305,0.012,0.182408752638743,77.15689817070961,1000000.0,0.0,25.0,616873.3333333334
100,101.0,1.0331227508370247,5.15089876207162e-05,4.768808452220593e-07,1.0,13.464025053736812,0.012,0.2416493884796651,10.00000000745058,1000000.0,0.0,25.0,378465.3333333333
101,102.0,1.1636679888767967,4.369003080762397e-05,5.18045291497648e-07,1.0,11.22476335363779,0.012,0.17623518694905016,36.97580794245005,1000000.0,0.0,25.0,616873.3333333334
102,103.0,1.1027945539165314,5.0132751527426953e-05,4.790644265619519e-07,1.0,13.709857439466255,0.012,0.2210817486765606,10.000000141561031,1000000.0,0.0,25.0,436945.3333333333
103,104.0,1.0970523916905692,4.6110980968464375e-05,4.45567956232446e-07,1.0,12.396903779311565,0.012,0.22418849872359914,15.676712594926357,1000000.0,0.0,25.0,477428.0
104,105.0,1.0539631959507252,5.704463880034283e-05,4.5751216454431516e-07,1.0,15.94190177303173,0.012,0.23247393964323493,10.00000011920929,1000000.0,0.0,25.0,418948.0
105,106.0,1.18170419486422,4.4994151664876895e-05,4.6705697577867616e-07,1.0,12.62758604311037,0.012,0.2287508886245746,10.00000000745058,1000000.0,0.0,25.0,436945.3333333333
106,107.0,0.9949399360948264,4.7392159586260517e-05,4.7408694818837073e-07,1.0,12.102776099549288,0.012,0.19819486197243208,10.000002220273018,1000000.0,0.0,25.0,517910.6666666667
107,108.0,1.0547909424544792,4.579759645455885e-05,3.9740123777503e-07,1.0,12.217152270563211,0.012,0.24820019930994164,32.486518159508705,1000000.0,0.0,25.0,477428.0
108,109.0,1.0774362560673914,1.6989103689832866e-05,3.8046599819575324e-06,1.0,1.4084408699500557,0.012,0.20101053929271018,10.0,1000000.0,0.0,25.0,477428.0
109,110.0,0.9884336145700037,4.096190116315899e-05,5.002906573285264e-07,1.0,11.203957825392301,0.012,0.21350974236992926,44.43486052006483,1000000.0,0.0,25.0,517910.6666666667
110,111.0,1.0669002552329014,3.8126737655735154e-05,5.036790739337341e-07,1.0,10.81942276052633,0.012,0.24308786349784128,10.000000029802322,1000000.0,0.0,25.0,378465.3333333333
111,112.0,1.1536785651762724,4.314043119118958e-05,4.2405652117321404e-07,1.0,12.081222118385476,0.012,0.20858451831151115,37.7430422231555,1000000.0,0.0,25.0,616873.3333333334
112,113.0,1.1103053921945265,4.728807545875346e-05,4.3074588066360325e-07,1.0,11.760426943833515,0.012,0.22434010258955084,10.000004075467587,1000000.0,0.0,25.0,477428.0
113,114.0,1.1465261654372323,6.519841974639965e-05,4.350598055602014e-07,1.0,18.537062222516045,0.012,0.24819000385713252,10.000000976026058,1000000.0,0.0,25.0,378465.3333333333
114,115.0,1.0769465802453437,4.4605705962457855e-05,5.449110670172931e-07,1.0,10.681170680750924,0.012,0.17045006157885467,20.551120311021805,1000000.0,0.0,25.0,576390.6666666666
115,116.0,1.232544748010952,5.603475129500909e-05,5.2693420822019e-07,1.0,15.19614435121671,0.012,0.1912802317798068,10.000000029802322,1000000.0,0.0,25.0,477428.0
116,117.0,1.071002460137067,5.730721975524611e-05,4.5057468373951073e-07,1.0,16.818878391144644,0.012,0.21808355691698011,10.000002101063728,1000000.0,0.0,25.0,477428.0
