,Resample,RMSLE,p,k_V,c_V,r,k_T,d_T,T_0,V_0
171,172.0,0.9906221389374561,6.084430804464098,1200000.0,2.6584192931884947e-06,0.23769705923602658,2306.9088922291994,0.06612737277660846,975242.4,25.0
172,173.0,0.9856446874996696,5.580960275557011,1200000.0,2.2354473412308727e-06,0.275443664875489,1990.9562701880932,0.0905800195215043,949504.4,25.0
173,174.0,0.8774180868000612,5.930000191344462,1200000.0,2.2484498308678565e-06,0.26825381820241745,2200.099363029003,0.08122985559048629,980519.2,25.0
174,175.0,1.0127447659393107,5.291377324678827,1200000.0,2.024603591820493e-06,0.27882497284549856,3226.1191546842456,0.07265445238427087,1007467.6,25.0
175,176.0,1.0080285070845432,5.022505716370141,1200000.0,1.977345196101763e-06,0.314175161491022,2845.1322806999087,0.08024667199152524,835896.8,25.0
176,177.0,1.0243834766908273,5.198744211097434,1200000.0,2.122043415926918e-06,0.2930684302487734,3174.095176063478,0.07904680277451265,911934.4,25.0
177,178.0,1.0544500386887337,5.67451692814673,1200000.0,2.0544458527124132e-06,0.2873749854826144,2720.452014401555,0.08389073406748082,967578.8,25.0
178,179.0,1.0971173960620872,6.093125672135066,1200000.0,2.4970828464814383e-06,0.24209631670841247,2853.55919123441,0.06674082787301056,1036163.6,25.0
179,180.0,1.0661646812198262,5.348026822585723,1200000.0,2.0764680288259867e-06,0.28732004130892363,1768.4653934836388,0.09719859211807996,935924.8,25.0
180,181.0,0.9483949080508179,5.585881258541235,1200000.0,2.2404656822312804e-06,0.27513689635229355,2889.3446375653148,0.07786702676756674,951823.2,25.0
