,d_I,Viral Clearance Time,Total Viral Load,Excess CTL
0,1e-08,19.0,3893417.0698786327,11661691.207681011
1,1.0974987654930568e-08,19.0,3777969.2139170812,10507957.17101739
2,1.204503540258781e-08,19.0,3663507.3681096686,9432035.068875883
3,1.3219411484660288e-08,19.0,3550115.3107595546,8441903.080114549
4,1.4508287784959402e-08,19.0,3437868.368301072,7539865.195454962
5,1.592282793341094e-08,19.0,3326835.775109038,6724215.682396095
6,1.747528400007683e-08,19.0,3217082.4874632936,5990695.3205218725
7,1.9179102616724886e-08,19.0,3108670.347489223,5333620.557530404
8,2.104904144512022e-08,19.0,3001659.17955686,4746668.385879043
9,2.310129700083158e-08,19.0,2896107.324983262,4223389.573225234
10,2.5353644939701113e-08,19.0,2792071.9133984866,3757520.4755921545
11,2.782559402207126e-08,19.0,2689609.218775397,3343160.2060313323
12,3.053855508833412e-08,19.0,2588774.6124985684,2974854.0851524156
13,3.351602650938841e-08,19.0,2489622.6988909706,2647626.123557265
14,3.678379771828634e-08,19.0,2392207.024212476,2356975.3837306756
15,4.037017258596558e-08,19.0,2296579.9929665346,2098855.169569447
16,4.4306214575838774e-08,18.8,2202790.971887623,5662257.336460576
17,4.8626015800653535e-08,18.5,2110891.2556346017,10236697.334865563
18,5.3366992312063125e-08,18.1,2020928.7041978845,15504238.213231543
19,5.857020818056673e-08,17.8,1932951.1553991344,18239090.12307215
20,6.42807311728432e-08,17.5,1847001.2326211294,20325582.955539227
21,7.054802310718646e-08,17.1,1763119.1709384662,23131404.560005143
22,7.742636826811277e-08,16.8,1681345.479696943,24117679.48989923
23,8.497534359086438e-08,16.400000000000002,1601713.6175361096,25814002.563106477
24,9.3260334688322e-08,16.1,1524257.9374962023,26043651.72348913
25,1.0235310218990269e-07,15.8,1449006.1636632904,26033901.391274247
26,1.1233240329780266e-07,15.4,1375982.374623416,26682306.2109905
27,1.232846739442066e-07,15.100000000000001,1305209.664102448,26261826.846686374
28,1.3530477745798075e-07,14.700000000000001,1236702.9736512005,26460113.0424829
29,1.4849682622544636e-07,14.4,1170476.910481275,25786688.01900028
30,1.6297508346206436e-07,14.0,1106537.5485746616,25688923.401656657
31,1.7886495290574352e-07,13.700000000000001,1044890.3811788666,24875989.963485017
32,1.9630406500402725e-07,13.4,985533.0686877681,24046518.81790979
33,2.1544346900318867e-07,13.0,928458.5055519652,23723067.874384303
34,2.3644894126454072e-07,12.700000000000001,873657.7204068736,22862112.223127056
35,2.5950242113997374e-07,12.4,821113.8164629802,22020613.89966231
36,2.848035868435805e-07,12.100000000000001,770806.066014911,21205574.990463745
37,3.125715849688235e-07,11.8,722708.9404197963,20422672.05892165
38,3.4304692863149193e-07,11.5,676792.1776840428,19676491.25326027
39,3.764935806792471e-07,11.200000000000001,633020.908792741,18970731.181439336
40,4.1320124001153343e-07,10.9,591355.7716907373,18308384.76300624
41,4.534878508128582e-07,10.600000000000001,551753.0523674318,17691895.133543007
