,k_T,Viral Clearance Time,Total Viral Load,Excess CTL
0,10.0,11.4,128658.49468595216,30468079.643063158
1,11.768119524349984,11.4,134724.04240248931,30196374.192951392
2,13.848863713938732,11.4,141813.14894741608,29934800.282806825
3,16.297508346206442,11.5,150090.0096517781,29316223.08350097
4,19.179102616724887,11.5,159738.1393641634,29078959.286206618
5,22.570197196339205,11.600000000000001,170969.60528790348,28487251.92467801
6,26.560877829466868,11.700000000000001,184019.10232808575,27909021.719254263
7,31.25715849688235,11.700000000000001,199148.45708239425,27709221.504572093
8,36.783797718286344,11.8,216649.56163747117,27156553.901926126
9,43.28761281083057,11.9,236837.51292565357,26615640.99789055
10,50.9413801481638,12.0,260052.43383716056,26085396.49240994
11,59.94842503189409,12.0,286653.2676772664,25924182.3376804
12,70.54802310718642,12.100000000000001,317015.3288633149,25409907.490500577
13,83.02175681319744,12.200000000000001,351515.7644355498,24901749.08994919
14,97.70099572992251,12.3,390526.05047043506,24398098.8505559
15,114.97569953977356,12.4,434397.373632708,23897369.996002764
16,135.30477745798075,12.5,483444.751560104,23398057.963189524
17,159.22827933410923,12.600000000000001,537930.238201079,22898791.17732628
18,187.3817422860383,12.700000000000001,598045.9900571068,22398373.87522208
19,220.51307399030455,12.8,663898.8613690331,21895820.82582465
20,259.5024211399737,12.9,735497.9072903511,21390379.72541222
21,305.3855508833416,13.0,812747.0001037177,20881547.51831951
22,359.38136638046257,13.100000000000001,895443.2493036937,20369073.49251282
23,422.9242874389499,13.200000000000001,983281.0178014735,19852949.167701058
24,497.70235643321087,13.3,1075863.8450577655,19333391.693326026
25,585.7020818056661,13.4,1172720.3132512597,18810819.036717024
26,689.2612104349695,13.5,1273324.7443417911,18285814.237514373
27,811.1308307896873,13.700000000000001,1377120.3481931158,17436541.93720372
28,954.5484566618337,13.8,1483538.3019775057,16912639.636283487
29,1123.3240329780276,13.9,1592023.3871022258,16388840.807432223
30,1321.9411484660286,14.0,1702049.6135860886,15866021.957701886
31,1555.6761439304723,14.100000000000001,1813133.7954869545,15345056.814724417
32,1830.7382802953678,14.200000000000001,1924846.7849354811,14826793.86597833
33,2154.4346900318824,14.3,2036819.404779916,14312039.504941616
34,2535.3644939701117,14.5,2148747.0058687865,13507961.409823392
35,2983.6472402833374,14.600000000000001,2260384.9705896988,13007021.713427048
36,3511.191734215131,14.700000000000001,2371555.0370278945,12511756.26954138
37,4132.0124001153345,14.9,2482138.2655727435,11743147.401484743
38,4862.601580065353,15.0,2592069.564069564,11265685.713313969
39,5722.367659350214,15.100000000000001,2701340.376845304,10795481.415613314
40,6734.150657750822,15.3,2809992.7962137694,10067981.704043578
41,7924.82898353917,15.5,2918115.362317629,9358460.288805932
42,9326.0334688322,15.600000000000001,3025844.37289803,8922310.603159511
43,10974.987654930545,15.8,3133365.792230116,8244987.6506317435
44,12915.496650148827,16.0,3240911.4008604046,7586824.692487731
45,15199.11082952933,16.2,3348764.1848929655,6948149.077877095
46,17886.495290574352,16.400000000000002,3457262.2813502653,6329255.443219696
47,21049.04144512022,16.7,3566805.1186110615,5501176.131576889
48,24770.76355991709,16.900000000000002,3677856.580520816,4927841.39754
49,29150.53062825176,17.2,3790961.978646453,4156261.7404269353
50,34304.692863149125,17.5,3906751.9850962125,3415904.831888316
51,40370.1725859655,17.8,4025961.847099836,2706960.024751056
52,47508.101621027934,18.1,4149446.641261463,2029567.0361331394
53,55908.10182512223,18.5,4278203.680570655,1186117.2463251604
54,65793.32246575682,18.900000000000002,4413394.188976234,384847.21448363946
55,77426.36826811278,19.0,4556371.734652609,187178.24514439708
56,91116.27561154887,19.0,4708723.176122326,181956.37246242093
57,107226.72220103232,19.0,4872306.732675257,176766.1953891413
58,126185.6883066021,19.0,5049298.231603473,171617.2169232407
59,148496.82622544636,19.0,5242247.870899801,166519.10003145123
60,174752.8400007683,19.0,5454141.596430543,161480.86815069194
61,205651.23083486516,19.0,5688466.440290505,156509.52183818308
62,242012.82647943834,19.0,5949270.934579324,151607.65537931403
63,284803.5868435799,19.0,6241202.892551983,146769.69329134302
64,335160.2650938841,19.0,6569488.495080084,141976.16503219362
65,394420.6059437656,19.0,6939786.5267449785,137185.68110324893
66,464158.8833612772,19.0,7357805.772838194,132325.1358396374
67,546227.7217684337,19.0,7828523.464464337,127280.84491534145
68,642807.311728432,19.0,8354832.297940923,121897.0413039739
69,756463.3275546291,19.0,8935569.914785717,115992.04481484735
70,890215.0854450375,19.0,9563281.745269148,109400.71570233698
71,1047615.7527896641,19.0,10222715.690478332,102037.71245560465
72,1232846.7394420658,19.0,10891464.90445432,93953.22832402632
73,1450828.7784959401,19.0,11543514.087164165,85344.46218693718
74,1707352.6474706887,19.0,12154627.91132462,76510.74294883756
75,2009233.0025650458,19.0,12707072.092832174,67777.95969294361
76,2364489.412645407,19.0,13191664.477053931,59431.10217878663
77,2782559.402207126,19.0,13607023.737447018,51677.044047586714
78,3274549.162877725,19.0,13957260.827522742,44637.48356330202
79,3853528.5937105273,19.0,14249472.338319791,38360.7395468135
80,4534878.5081285825,19.0,14491793.422807422,32840.88912150874
81,5336699.231206302,19.0,14692182.661529744,28036.81338997403
82,6280291.441834247,19.0,14857807.871921312,23887.707209190263
83,7390722.033525775,19.0,14994824.600555802,20324.29173934206
84,8697490.026177835,19.0,15108373.886232017,17276.159005652764
85,10235310.218990248,19.0,15202681.626464874,14676.158525307943
86,12045035.402587812,19.0,15281192.374684352,12462.747648242408
87,14174741.629268048,19.0,15346704.983035691,10580.909727741755
88,16681005.372000592,19.0,15401492.710588478,8982.337768958625
89,19630406.500402685,19.0,15447404.944349729,7625.105577132606
90,23101297.00083158,19.0,15485950.54736171,6473.119305997447
91,27185882.427329402,19.0,15518364.729364946,5495.478145720531
92,31992671.377973843,19.0,15545662.327195961,4665.826321708766
93,37649358.06792463,19.0,15568680.13885578,3961.7406130112886
94,44306214.575838774,19.0,15588110.541315056,3364.1739043263487
95,52140082.87999684,19.0,15604528.319349755,2856.9642424803346
96,61359072.734131634,19.0,15618411.94335065,2426.4036830441037
97,72208090.18385457,19.0,15630160.898847677,2060.870413307345
98,84975343.59086438,19.0,15640109.459947817,1750.511178944359
99,100000000.0,19.0,15648537.858463382,1486.972006152413
