,r,Viral Clearance Time,Total Viral Load,Excess CTL
0,9.999999999999999e-05,19.0,11883763.882326664,90.7522411097074
1,0.00011497569953977356,19.0,11883071.39909781,104.35289095208282
2,0.00013219411484660285,19.0,11882275.119839264,119.9945912113879
3,0.0001519911082952933,19.0,11881359.400744343,137.98405823040522
4,0.00017475284000076832,19.0,11880306.349352192,158.6732164242887
5,0.00020092330025650479,19.0,11879095.377026722,182.46769986219007
6,0.00023101297000831602,19.0,11877702.730617695,209.837182703265
7,0.00026560877829466864,19.0,11876100.974714011,241.31768329085318
8,0.0003053855508833415,19.0,11874258.735676236,277.5330994722317
9,0.0003511191734215131,19.0,11872139.827749249,319.19529313038805
10,0.0004037017258596554,19.0,11869702.522705164,367.12829992866614
11,0.00046415888336127817,19.0,11866898.76777989,422.2831553295371
12,0.0005336699231206312,19.0,11863673.19896486,485.7542685691966
13,0.0006135907273413175,19.0,11859962.070048537,558.806622517854
14,0.0007054802310718646,19.0,11855692.025963433,642.89331651869
15,0.0008111308307896872,19.0,11850778.002526259,739.7073383207667
16,0.0009326033468832199,19.0,11845122.339535214,851.1917079077568
17,0.0010722672220103231,19.0,11838612.018752549,979.6009509811528
18,0.0012328467394420659,19.0,11831116.555180036,1127.5436685452703
19,0.0014174741629268048,19.0,11822485.222664844,1298.0447589822347
20,0.0016297508346206433,19.0,11812543.463385357,1494.611424262228
21,0.001873817422860383,19.0,11801089.28255418,1721.3233298256994
22,0.0021544346900318847,19.0,11787888.454339549,1982.9267719176482
23,0.0024770763559917113,19.0,11772669.324395057,2284.9531310401626
24,0.002848035868435802,19.0,11755116.126080235,2633.8646597317074
25,0.003274549162877728,19.0,11734861.281067975,3037.2403188750613
26,0.0037649358067924675,19.0,11711476.446554605,3503.927843866393
27,0.004328761281083062,19.0,11684460.749260407,4044.422380723595
28,0.004977023564332114,19.0,11653228.307270316,4671.060844288836
29,0.00572236765935022,19.0,11617090.821564546,5398.489456738229
30,0.006579332246575682,19.0,11575238.177211706,6244.144298742304
31,0.007564633275546291,19.0,11526713.191683255,7228.887462848088
32,0.008697490026177835,19.0,11470381.014924776,8377.804022323411
33,0.01,19.0,11404889.977481527,9721.243559243134
34,0.011497569953977358,19.0,11328622.752530728,11296.186819943612
35,0.013219411484660286,19.0,11239633.983848503,13147.990474015416
36,0.015199110829529332,19.0,11135569.39898514,15332.791159293767
37,0.01747528400007685,19.0,11013560.882315861,17920.666579279667
38,0.020092330025650477,19.0,10870089.291732471,21000.03078211675
39,0.023101297000831605,19.0,10700801.565589493,24683.634072180663
40,0.026560877829466867,19.0,10500265.782843433,29117.091935764685
41,0.030538555088334158,19.0,10261642.220608834,34490.97368666529
42,0.035111917342151314,19.0,9976236.26784822,41058.41394041054
43,0.040370172585965536,19.0,9632896.184551228,49161.042099827566
44,0.04641588833612782,19.0,9217217.010013213,59268.022378644615
45,0.05336699231206312,19.0,8710576.18836367,72035.2794372186
46,0.06135907273413176,19.0,8089290.696790632,88396.13052179375
47,0.07054802310718646,19.0,7325458.940788792,109693.70302144108
48,0.08111308307896872,19.0,6396933.8846094245,137812.91591943242
49,0.093260334688322,19.0,5336701.03455524,174425.44827310267
50,0.10722672220103231,19.0,4319554.572801264,202772.5572525962
51,0.1232846739442066,19.0,3483310.818192793,184297.35713438084
52,0.14174741629268048,19.0,2805597.1278633303,163773.0681385174
53,0.16297508346206452,15.5,2248718.103664691,6196098.04326231
54,0.1873817422860385,13.3,1785778.9969249037,10273984.567674153
55,0.21544346900318845,11.700000000000001,1397462.1301294104,13464770.081023369
56,0.24770763559917114,10.3,1069974.289663543,16601232.539568478
57,0.28480358684358015,9.200000000000001,794209.5022457647,19375924.962407593
58,0.32745491628777285,8.3,565624.479929661,21938145.79239587
59,0.37649358067924676,7.5,383536.7434351325,24449082.90696726
60,0.4328761281083061,6.800000000000001,248058.02474442887,26757351.888363834
61,0.4977023564332114,6.2,155437.09246776308,28718880.400811613
62,0.5722367659350219,5.7,96667.05141396837,30258466.21849131
63,0.6579332246575682,5.300000000000001,60972.47475575922,31370658.906050466
64,0.7564633275546291,4.9,39521.234753624616,32455478.11098752
65,0.8697490026177834,4.6000000000000005,26463.73361108289,33169071.367175017
66,1.0,4.3,18310.214412876292,33906086.265696935
67,1.1497569953977356,4.1000000000000005,13062.159566100969,34291245.59069663
68,1.3219411484660286,3.9000000000000004,9576.469742084128,34710461.08113871
69,1.5199110829529332,3.7,7190.984203926374,35164193.62519133
70,1.747528400007683,3.5,5512.600845103686,35651124.36682981
71,2.009233002565046,3.4000000000000004,4302.65039009702,35775071.44649442
72,2.310129700083158,3.2,3409.156312454377,36319284.73688403
73,2.656087782946689,3.1,2737.4439094113404,36492704.38182525
74,3.0538555088334185,3.0,2222.843159402427,36687278.003385656
75,3.511191734215134,2.9000000000000004,1822.3865049193578,36901245.15607859
76,4.037017258596558,2.7,1505.4281990111963,37533487.07252185
77,4.641588833612782,2.6,1253.079058021883,37783700.26316855
78,5.336699231206312,2.6,1050.3386985639945,37647964.23687925
79,6.135907273413176,2.5,884.3140124834686,37929863.7910516
80,7.054802310718645,2.4000000000000004,747.8846268220929,38228179.48336274
81,8.111308307896872,2.3000000000000003,634.9516255295043,38543372.02111334
82,9.326033468832199,2.2,540.8627543351256,38876240.81921619
83,10.722672220103231,2.1,462.0241195033574,39227932.43392892
84,12.32846739442066,2.0,395.6263777095198,39599933.70843683
85,14.174741629268048,2.0,340.4533232365456,39583694.40684909
86,16.297508346206435,1.9000000000000001,292.8540061130945,40001683.65379735
