,ST,ST_conf
p,0.6289806683644362,0.020620562467765557
c_V,0.6758619552979828,0.026054341734926427
r,0.12362932120957662,0.011756486014371332
d_T,0.25328063232724196,0.016227997566557663
K,0.23205821491986953,0.013428850795235325
