,S2,S2_conf
"('beta', 'd_I')",0.014123637660782618,0.01988318210059533
"('beta', 'c')",0.0025909096678540106,0.010967101057663017
"('beta', 'd_T')",0.00014806512816490953,0.0005897285154187615
"('beta', 'r')",0.0001499573473830064,0.0005904890408870612
"('beta', 'k_T')",0.00014567336516883397,0.0005893358914072683
"('d_I', 'c')",1.1661840450214243,1.7746663110856675
"('d_I', 'd_T')",0.01568835082086046,0.07503621482826407
"('d_I', 'r')",0.01797420212551225,0.0769599764480458
"('d_I', 'k_T')",0.01890342354215416,0.07892605028171536
"('c', 'd_T')",0.029795547263626973,0.24700689930258427
"('c', 'r')",0.032319856325649425,0.24980967427236145
"('c', 'k_T')",0.027023668530931643,0.245438112860042
"('d_T', 'r')",-1.5832567171177394e-05,5.26029077218162e-05
"('d_T', 'k_T')",-1.5785909150446955e-05,5.262597226278972e-05
"('r', 'k_T')",-9.283009188855952e-05,0.0002816162161212515
