,ST,ST_conf
beta,0.32803261876331363,0.05856602699882228
d_I,0.6377385166016923,0.07958606454617602
c,0.7922755962449537,0.06223651032553176
d_T,0.0073580893396094655,0.004004463576303497
r,0.0030100456435054185,0.002201961399426634
K,0.12190874163362363,0.03278793905228439
