,S2,S2_conf
"('beta', 'd_I')",0.00653206946957724,0.06777589031703007
"('beta', 'c')",0.021948879462572235,0.06310589050279512
"('beta', 'd_T')",-0.026665075752913072,0.03443722024570351
"('beta', 'r')",-0.025950530797641078,0.034256287358379205
"('beta', 'k_T')",-0.0259504263732645,0.03425620291303575
"('beta', 'c_T')",-0.024865397672349583,0.034140575086317244
"('beta', 'K')",-0.026347228749065747,0.037568709810925485
"('d_I', 'c')",0.09129264601742698,0.11393584905705813
"('d_I', 'd_T')",0.0016914095678604623,0.11360423049348443
"('d_I', 'r')",-0.012486852507859534,0.10510597360148459
"('d_I', 'k_T')",-0.006662651118563094,0.10871246644638874
"('d_I', 'c_T')",-0.0020247276143498787,0.1126039878124999
"('d_I', 'K')",0.0032521480533341156,0.11532673029536812
"('c', 'd_T')",-0.0036545646693922585,0.16422035853163602
"('c', 'r')",0.001192232102498905,0.16276327411388083
"('c', 'k_T')",0.0018069371561821325,0.16293834354534475
"('c', 'c_T')",-0.0053797288852167596,0.16180145504617097
"('c', 'K')",0.003994259781964678,0.16438737237353968
"('d_T', 'r')",-0.0018998923140029673,0.003510074641708409
"('d_T', 'k_T')",-0.0018998497664707726,0.003510062677069984
"('d_T', 'c_T')",-0.001939059895589899,0.003793128880950397
"('d_T', 'K')",-0.001987203623747098,0.0036639644872503746
"('r', 'k_T')",-2.8651930141826253e-05,4.23539113278095e-05
"('r', 'c_T')",-2.2859675611728095e-05,5.7725116655130265e-05
"('r', 'K')",-2.800326031788744e-05,4.261425749219772e-05
"('k_T', 'c_T')",8.526483763305823e-05,0.00022149054677919491
"('k_T', 'K')",8.481455972125665e-05,0.00021982581172467488
"('c_T', 'K')",-0.013216580464607034,0.014593634052175807
