,ST,ST_conf
p,0.4592235413653438,0.0031681656943374744
c_V,0.7591267025913119,0.00444753120569035
r,0.002621696093646974,0.00025881898417368944
k_T,0.00571898442260602,0.0004124884747101095
d_T,0.05623362403071061,0.0008827951478847116
c_T,0.15604497426113081,0.0018648593580230534
