,c_V,Viral Clearance Time,Total Viral Load,Excess CTL
0,1e-08,7.800000000000001,1730970.7108081467,7752747519.223454
1,1.0974987654930568e-08,7.800000000000001,1708940.1864148856,7054423672.860097
2,1.204503540258781e-08,7.800000000000001,1686896.8558741321,6418616525.820624
3,1.3219411484660288e-08,7.7,1664839.0937477243,5895850222.298215
4,1.4508287784959402e-08,7.7,1642768.08961691,5363763809.887425
5,1.592282793341094e-08,7.7,1620682.080264001,4879349871.441095
6,1.747528400007683e-08,7.7,1598580.2437306074,4438349896.035887
7,1.9179102616724886e-08,7.7,1576461.6692847142,4036885239.3612647
8,2.104904144512022e-08,7.7,1554325.4299612248,3671423265.578849
9,2.310129700083158e-08,7.7,1532170.568842861,3338746503.322011
10,2.5353644939701113e-08,7.7,1509995.9963718322,3035924503.210057
11,2.782559402207126e-08,7.7,1487800.6148108297,2760288321.327292
12,3.053855508833412e-08,7.6000000000000005,1465582.288472887,2533322295.7984633
13,3.351602650938841e-08,7.6000000000000005,1443341.7314098517,2302806169.0515475
14,3.678379771828634e-08,7.6000000000000005,1421076.5602746024,2093010531.974128
15,4.037017258596558e-08,7.6000000000000005,1398785.3701713316,1902081542.4782958
16,4.4306214575838774e-08,7.6000000000000005,1376466.6912095053,1728330898.4913208
17,4.8626015800653535e-08,7.6000000000000005,1354118.8639726115,1570220987.0311916
18,5.3366992312063125e-08,7.6000000000000005,1331740.1833404778,1426351502.9011307
19,5.857020818056673e-08,7.6000000000000005,1309328.8237648637,1295447181.173271
20,6.42807311728432e-08,7.6000000000000005,1286882.8293298427,1176346641.115441
21,7.054802310718646e-08,7.6000000000000005,1264400.1202641889,1067992261.558619
22,7.742636826811277e-08,7.6000000000000005,1241878.4616791226,969420870.8686887
23,8.497534359086438e-08,7.6000000000000005,1219315.4654768067,879755367.3921908
24,9.3260334688322e-08,7.6000000000000005,1196708.5901604078,798197030.2156708
25,1.0235310218990269e-07,7.6000000000000005,1174055.105381136,724018519.0043825
26,1.1233240329780266e-07,7.6000000000000005,1151352.0924850686,656557506.633485
27,1.232846739442066e-07,7.6000000000000005,1128596.405869788,595210889.9740673
28,1.3530477745798075e-07,7.6000000000000005,1105784.715790785,539429495.0936735
29,1.4849682622544636e-07,7.6000000000000005,1082913.3482724552,488713258.10503703
30,1.6297508346206436e-07,7.6000000000000005,1059978.455780379,442606854.2544689
31,1.7886495290574352e-07,7.6000000000000005,1036975.8233045384,400695704.517103
32,1.9630406500402725e-07,7.7,1013901.9821282428,359179290.07484394
33,2.1544346900318867e-07,7.7,990750.0779440908,324886826.1391931
34,2.3644894126454072e-07,7.7,967515.8086107891,293725698.4788488
35,2.5950242113997374e-07,7.7,944193.4994651407,265413719.53046465
36,2.848035868435805e-07,7.800000000000001,920778.0271921577,237412988.22809267
37,3.125715849688235e-07,7.800000000000001,897260.7478151734,214273910.06449553
38,3.4304692863149193e-07,7.800000000000001,873635.4046483279,193259849.9912741
39,3.764935806792471e-07,7.9,849895.1327704092,172507820.90758777
40,4.1320124001153343e-07,7.9,826029.4125387742,155351275.20970494
41,4.534878508128582e-07,8.0,802030.900434509,138426607.24199313
42,4.977023564332114e-07,8.0,777887.4246994139,124431103.81898229
43,5.462277217684337e-07,8.1,753589.9013185343,110643200.84674495
44,5.994842503189409e-07,8.200000000000001,729125.0843863785,98261046.95394059
45,6.579332246575682e-07,8.3,704479.5758287767,87145748.04250206
46,7.220809018385472e-07,8.4,679638.7024995898,77171931.12528402
47,7.924828983539186e-07,8.5,654586.1815262072,68226431.71910957
48,8.697490026177835e-07,8.6,629304.0559549199,60207125.44048086
49,9.545484566618346e-07,8.8,603773.5121898096,52472700.11255191
50,1.0476157527896663e-06,9.0,577971.390510896,45614493.492110126
51,1.1497569953977357e-06,9.200000000000001,551873.1374133541,39539246.20139413
52,1.261856883066021e-06,9.4,525451.279419895,34163326.55424017
53,1.3848863713938746e-06,9.600000000000001,498674.95192073984,29411756.603446692
54,1.519911082952933e-06,9.9,471510.5097976229,24927545.891566608
