,K,Viral Clearance Time,Total Viral Load,Excess CTL
0,1e-16,16.7,6827282.180341875,29907073.401004903
1,1.3219411484660287e-16,16.7,6827282.180341875,29907073.401004903
2,1.7475284000076829e-16,16.7,6827282.180341875,29907073.401004903
3,2.310129700083158e-16,16.7,6827282.180341875,29907073.401004903
4,3.0538555088334123e-16,16.7,6827282.180341875,29907073.401004903
5,4.03701725859655e-16,16.7,6827282.180341875,29907073.401004903
6,5.336699231206302e-16,16.7,6827282.180341875,29907073.401004903
7,7.054802310718631e-16,16.7,6827282.180341875,29907073.401004903
8,9.32603346883218e-16,16.7,6827282.180341875,29907073.40100488
9,1.2328467394420634e-15,16.7,6827282.180341875,29907073.401005328
10,1.6297508346206468e-15,16.7,6827282.180341875,29907073.40100499
11,2.1544346900318867e-15,16.7,6827282.180341874,29907073.40100526
12,2.8480358684358048e-15,16.7,6827282.180341873,29907073.401004747
13,3.764935806792471e-15,16.7,6827282.180341876,29907073.401004847
14,4.977023564332114e-15,16.7,6827282.180341877,29907073.401004583
15,6.5793322465756826e-15,16.7,6827282.1803418705,29907073.401004545
16,8.697490026177834e-15,16.7,6827282.1803418705,29907073.401005737
17,1.1497569953977357e-14,16.7,6827282.180341856,29907073.401005268
18,1.5199110829529332e-14,16.7,6827282.180341857,29907073.401005246
19,2.009233002565046e-14,16.7,6827282.180341847,29907073.401004896
20,2.656087782946684e-14,16.7,6827282.180341829,29907073.40100453
21,3.5111917342151274e-14,16.7,6827282.180341786,29907073.401004247
22,4.6415888336127915e-14,16.7,6827282.180341747,29907073.40100269
23,6.135907273413189e-14,16.7,6827282.180341635,29907073.401000723
24,8.111308307896889e-14,16.7,6827282.180341458,29907073.400995407
25,1.0722672220103254e-13,16.7,6827282.180341141,29907073.400989316
26,1.4174741629268076e-13,16.7,6827282.180340597,29907073.400976118
27,1.8738174228603867e-13,16.7,6827282.180339644,29907073.400955036
28,2.477076355991714e-13,16.7,6827282.180337974,29907073.400918134
29,3.2745491628777316e-13,16.7,6827282.180335091,29907073.400850635
30,4.3287612810830614e-13,16.7,6827282.18033001,29907073.400737643
31,5.72236765935022e-13,16.7,6827282.18032114,29907073.400536474
32,7.564633275546291e-13,16.7,6827282.180305631,29907073.400187552
33,1e-12,16.7,6827282.180278589,29907073.399575647
34,1.3219411484660287e-12,16.7,6827282.180231239,29907073.39850779
35,1.747528400007683e-12,16.7,6827282.180148539,29907073.396637212
36,2.310129700083158e-12,16.7,6827282.180004022,29907073.393373888
37,3.0538555088334124e-12,16.7,6827282.179751489,29907073.387667865
38,4.03701725859655e-12,16.7,6827282.179310137,29907073.377695825
39,5.336699231206302e-12,16.7,6827282.178538892,29907073.360271104
40,7.054802310718631e-12,16.7,6827282.177191119,29907073.329821814
41,9.32603346883218e-12,16.7,6827282.174835825,29907073.276610967
42,1.2328467394420634e-11,16.7,6827282.1707199,29907073.183620483
43,1.62975083462064e-11,16.7,6827282.163527201,29907073.021120492
44,2.1544346900318868e-11,16.7,6827282.150957764,29907072.73714409
45,2.848035868435805e-11,16.7,6827282.128992293,29907072.24089069
46,3.764935806792471e-11,16.7,6827282.090607038,29907071.373669565
47,4.977023564332114e-11,16.7,6827282.023527717,29907069.858178705
48,6.579332246575682e-11,16.7,6827281.906304723,29907067.20981604
49,8.697490026177835e-11,16.7,6827281.701454252,29907062.58173218
50,1.1497569953977356e-10,16.7,6827281.343472405,29907054.49403628
51,1.5199110829529332e-10,16.7,6827280.717889506,29907040.3605922
52,2.0092330025650458e-10,16.7,6827279.62466722,29907015.662105218
53,2.656087782946695e-10,16.7,6827277.714235093,29906972.501128897
54,3.5111917342151416e-10,16.7,6827274.375715645,29906897.077107996
55,4.6415888336127913e-10,16.7,6827268.541603705,29906765.274565022
56,6.135907273413189e-10,16.7,6827258.346466647,29906534.955286894
57,8.111308307896889e-10,16.7,6827240.530600412,29906132.494526576
58,1.0722672220103253e-09,16.7,6827209.398166893,29905429.270611364
59,1.4174741629268078e-09,16.7,6827154.99732046,29904200.634564824
60,1.873817422860387e-09,16.7,6827059.942402279,29902054.375277195
61,2.4770763559917138e-09,16.7,6826893.868184129,29898306.219648063
62,3.2745491628777316e-09,16.7,6826603.761513736,29891763.80990105
63,4.328761281083061e-09,16.7,6826097.135631542,29880353.884069856
64,5.72236765935022e-09,16.7,6825212.839471763,29860485.02484902
65,7.56463327554629e-09,16.7,6823670.688997691,29825976.286193237
66,1e-08,16.7,6820985.375199629,29766310.33049664
67,1.3219411484660288e-08,16.6,6816320.777170784,30856905.05030621
68,1.747528400007683e-08,16.6,6808257.540837485,30680611.391935363
69,2.310129700083158e-08,16.6,6794420.10816923,30387847.130537897
70,3.053855508833412e-08,16.5,6770959.888285471,31080343.931332998
71,4.03701725859655e-08,16.400000000000002,6731933.715388099,31482801.949716426
72,5.336699231206302e-08,16.2,6668785.671222735,32603244.257198222
73,7.05480231071866e-08,15.9,6570341.315586267,34239655.4320512
74,9.326033468832218e-08,15.600000000000001,6423665.734871058,35226231.056712925
75,1.2328467394420683e-07,15.3,6215647.213112775,35600699.752792194
76,1.6297508346206468e-07,14.9,5934472.42295217,36290558.421573974
77,2.1544346900318867e-07,14.5,5569885.254198973,36453501.47581661
78,2.848035868435805e-07,14.100000000000001,5111301.599133991,36228315.75077392
79,3.764935806792471e-07,13.700000000000001,4542607.949065146,35745438.32346597
80,4.977023564332114e-07,13.200000000000001,3829696.7760118633,35695286.151079066
81,6.579332246575682e-07,12.8,2884889.1411847784,34945691.134557456
82,8.697490026177835e-07,12.4,1511759.2435328383,33901687.495325476
83,1.1497569953977357e-06,11.700000000000001,266749.51550515875,31635458.942642286
84,1.519911082952933e-06,10.5,25335.21354835779,27767034.979060885
85,2.0092330025650458e-06,9.200000000000001,3390.8591661558075,22883229.191006925
86,2.656087782946684e-06,8.0,770.8496274273256,17787107.33532008
87,3.5111917342151275e-06,6.800000000000001,280.5810605696815,13495687.77016683
88,4.641588833612791e-06,5.5,141.29088901705654,10422277.048287604
89,6.135907273413188e-06,4.4,89.04586767792617,8387592.969272435
90,8.11130830789689e-06,3.5,64.9812635907356,7191020.508065317
91,1.0722672220103253e-05,3.0,53.802133713653184,6481357.094828516
92,1.4174741629268077e-05,2.7,47.956634629471615,6080364.817220705
93,1.8738174228603867e-05,2.5,44.52422558514323,5858008.976928707
94,2.477076355991714e-05,2.4000000000000004,42.76269788207429,5729162.229152844
95,3.274549162877732e-05,2.4000000000000004,42.35127222386477,5646779.033572241
96,4.328761281083062e-05,2.4000000000000004,42.117261138468876,5599915.863242146
97,5.72236765935022e-05,2.4000000000000004,41.98381587417725,5573193.047220592
98,7.56463327554629e-05,2.3000000000000003,40.90924745285719,5573543.537734418
99,0.0001,2.3000000000000003,40.867883110290784,5564812.353533004
