,c_T,Viral Clearance Time,Total Viral Load,Excess CTL
0,1e-16,10.0,197938.5615402973,31354338.485252883
1,1.4508287784959373e-16,10.0,197938.56154029776,31354338.48525291
2,2.1049041445120218e-16,10.0,197938.56154029715,31354338.48525287
3,3.0538555088334123e-16,10.0,197938.56154029697,31354338.48525286
4,4.4306214575838864e-16,10.0,197938.56154029648,31354338.48525281
5,6.428073117284319e-16,10.0,197938.5615402967,31354338.48525275
6,9.32603346883218e-16,10.0,197938.56154029668,31354338.485252734
7,1.3530477745798075e-15,10.0,197938.56154029592,31354338.485252645
8,1.9630406500402685e-15,10.0,197938.56154029586,31354338.48525249
9,2.8480358684358048e-15,10.0,197938.561540295,31354338.485252324
10,4.132012400115335e-15,10.0,197938.56154029467,31354338.485252053
11,5.994842503189421e-15,10.0,197938.5615402928,31354338.485251676
12,8.697490026177834e-15,10.0,197938.56154029066,31354338.485251103
13,1.2618568830660185e-14,10.0,197938.56154028815,31354338.485250305
14,1.8307382802953698e-14,10.0,197938.5615402836,31354338.48524916
15,2.656087782946684e-14,10.0,197938.56154027802,31354338.485247485
16,3.853528593710535e-14,10.0,197938.56154026889,31354338.485244993
17,5.590810182512223e-14,10.0,197938.56154025655,31354338.485241435
18,8.111308307896889e-14,10.0,197938.56154023856,31354338.48523622
19,1.176811952434999e-13,10.0,197938.5615402121,31354338.485228676
20,1.7073526474706888e-13,10.0,197938.56154017462,31354338.485217836
21,2.477076355991714e-13,10.0,197938.56154011888,31354338.485201955
22,3.593813663804626e-13,10.0,197938.5615400383,31354338.485178947
23,5.214008287999695e-13,10.0,197938.5615399215,31354338.485145655
24,7.564633275546291e-13,10.0,197938.56153975215,31354338.485097215
25,1.097498765493059e-12,10.0,197938.56153950584,31354338.485026907
26,1.5922827933410938e-12,10.0,197938.56153914912,31354338.484925102
27,2.310129700083158e-12,10.0,197938.5615386318,31354338.48477741
28,3.351602650938848e-12,10.0,197938.56153788182,31354338.484563053
29,4.8626015800653536e-12,10.0,197938.56153679107,31354338.484251928
30,7.054802310718631e-12,10.0,197938.56153521058,31354338.483800586
31,1.0235310218990269e-11,10.0,197938.5615329176,31354338.48314585
32,1.4849682622544695e-11,10.0,197938.56152959098,31354338.482195914
33,2.1544346900318868e-11,10.0,197938.5615247646,31354338.48081775
34,3.125715849688235e-11,10.0,197938.56151776225,31354338.478818208
35,4.5348785081285915e-11,10.0,197938.56150760254,31354338.475917257
36,6.579332246575682e-11,10.0,197938.5614928635,31354338.471708503
37,9.545484566618327e-11,10.0,197938.56147147846,31354338.465602204
38,1.3848863713938747e-10,10.0,197938.56144045244,31354338.456743073
39,2.009233002565054e-10,10.0,197938.56139543903,31354338.443890028
40,2.915053062825182e-10,10.0,197938.56133013376,31354338.425242547
41,4.229242874389499e-10,10.0,197938.56123538542,31354338.398188073
42,6.135907273413189e-10,10.0,197938.5610979235,31354338.358936775
43,8.902150854450393e-10,10.0,197938.5608984878,31354338.301989783
44,1.2915496650148826e-09,10.0,197938.5606091408,31354338.219369344
45,1.873817422860387e-09,10.0,197938.5601893486,31354338.09950156
46,2.7185882427329512e-09,10.0,197938.55958030283,31354337.925593637
47,3.944206059437664e-09,10.0,197938.55869668032,31354337.673283167
