,d_I,Viral Clearance Time,Total Viral Load,Excess CTL
0,1e-08,13.200000000000001,1830420.4615724443,761689481.6962922
1,1.0974987654930568e-08,13.200000000000001,1799267.860129971,690690781.9392313
2,1.204503540258781e-08,13.100000000000001,1768106.6201102994,639103400.551668
3,1.3219411484660288e-08,13.100000000000001,1736938.4912766353,579463318.5515118
4,1.4508287784959402e-08,13.0,1705761.2152185084,535968830.1873122
5,1.592282793341094e-08,12.9,1674575.5372588476,495572749.72017944
6,1.747528400007683e-08,12.9,1643382.3353475628,449231928.2602678
7,1.9179102616724886e-08,12.8,1612179.4911023234,415201741.90521866
8,2.104904144512022e-08,12.700000000000001,1580967.966220893,383620857.0953909
9,2.310129700083158e-08,12.700000000000001,1549748.8966406712,347658191.644853
10,2.5353644939701113e-08,12.600000000000001,1518520.4525782948,321075975.2497655
11,2.782559402207126e-08,12.600000000000001,1487284.9832716521,290917098.3693189
12,3.053855508833412e-08,12.5,1456041.058881275,268552142.91093606
13,3.351602650938841e-08,12.4,1424790.3688895847,247820859.32363963
14,3.678379771828634e-08,12.4,1393534.925353651,224462261.97996765
15,4.037017258596558e-08,12.3,1362273.9847102761,207034949.92895052
16,4.4306214575838774e-08,12.200000000000001,1331010.109532782,190892851.04020944
17,4.8626015800653535e-08,12.200000000000001,1299746.324754713,172826088.13391647
18,5.3366992312063125e-08,12.100000000000001,1268483.0080554022,159268977.5012426
19,5.857020818056673e-08,12.0,1237224.054104932,146721366.63496435
20,6.42807311728432e-08,12.0,1205974.0051838546,132768539.51506847
21,7.054802310718646e-08,11.9,1174734.9329777611,122240917.08447638
22,7.742636826811277e-08,11.9,1143513.711424538,110574514.4812029
23,8.497534359086438e-08,11.8,1112314.0766082872,101747481.87608396
24,9.3260334688322e-08,11.700000000000001,1081143.595025171,93588354.86930878
25,1.0235310218990269e-07,11.700000000000001,1050010.9241039585,84603608.82678603
26,1.1233240329780266e-07,11.600000000000001,1018922.9133942429,77771138.44378622
27,1.232846739442066e-07,11.5,987890.5883185854,71461554.18463506
28,1.3530477745798075e-07,11.4,956925.4234587634,65637236.159794986
29,1.4849682622544636e-07,11.4,926041.4608863869,59280692.07074474
30,1.6297508346206436e-07,11.3,895251.351080824,54413660.99585277
31,1.7886495290574352e-07,11.200000000000001,864572.5560519301,49925764.636065565
32,1.9630406500402725e-07,11.100000000000001,834023.4847835763,45789358.58129707
33,2.1544346900318867e-07,11.100000000000001,803625.6329228152,41313779.681940384
34,2.3644894126454072e-07,11.0,773399.6227028935,37866119.19789257
35,2.5950242113997374e-07,10.9,743371.3567779528,34692432.65925052
36,2.848035868435805e-07,10.8,713568.0939073756,31772444.385327805
37,3.125715849688235e-07,10.700000000000001,684019.478021282,29087285.29039171
38,3.4304692863149193e-07,10.600000000000001,654757.5477623038,26619399.78273672
39,3.764935806792471e-07,10.600000000000001,625817.7033029358,23983727.151047055
40,4.1320124001153343e-07,10.5,597234.5704121791,21936943.40940946
41,4.534878508128582e-07,10.4,569047.8505419086,20058639.12003612
42,4.977023564332114e-07,10.3,541298.0756050966,18335964.635040604
43,5.462277217684337e-07,10.200000000000001,514027.25537928485,16756971.190270223
44,5.994842503189409e-07,10.100000000000001,487278.43255640287,15310548.557373507
45,6.579332246575682e-07,10.0,461095.12365178665,13986365.709281713
46,7.220809018385472e-07,9.9,435520.6402904672,12774814.564110499
47,7.924828983539186e-07,9.9,410598.2866859352,11500196.876598293
48,8.697490026177835e-07,9.8,386366.49749171245,10503360.746346354
49,9.545484566618346e-07,9.700000000000001,362863.6917160993,9592665.970799346
50,1.0476157527896663e-06,9.700000000000001,340124.3642887003,8637716.015594719
51,1.1497569953977357e-06,9.600000000000001,318174.9587088931,7890041.508699326
52,1.261856883066021e-06,9.600000000000001,297039.86204441567,7106846.766772117
53,1.3848863713938746e-06,9.600000000000001,276733.54508225084,6402505.412205043
54,1.519911082952933e-06,9.600000000000001,257263.9921898017,5768887.480604691
55,1.6681005372000591e-06,9.700000000000001,238632.45382831886,5125435.002346135
56,1.8307382802953698e-06,9.8,220830.31335748258,4553494.943525676
57,2.0092330025650458e-06,9.9,203842.69381876176,4044729.704244008
58,2.2051307399030456e-06,10.100000000000001,187649.0465139494,3539569.563206959
59,2.4201282647943835e-06,10.3,172221.18329957157,3094879.219078577
60,2.656087782946684e-06,10.5,157527.3063103574,2703096.452266991
61,2.9150530628251817e-06,10.8,143533.19444827278,2321292.5125177167
