,p,Viral Clearance Time,Total Viral Load,Excess CTL
0,0.01,0.6000000000000001,12.13059127297116,2063256.0365543584
1,0.010974987654930561,0.6000000000000001,12.133299523912,2064482.268048343
2,0.012045035402587823,0.6000000000000001,12.136272956971153,2065829.4120986073
3,0.013219411484660288,0.6000000000000001,12.13953765899637,2067309.610870974
4,0.014508287784959394,0.6000000000000001,12.14312230790114,2068936.6479417735
5,0.015922827933410922,0.6000000000000001,12.147058435096715,2070724.600419346
6,0.01747528400007684,0.6000000000000001,12.151380715536416,2072689.9540382829
7,0.019179102616724886,0.6000000000000001,12.156127288485532,2074850.644558065
8,0.02104904144512021,0.6000000000000001,12.161340112528007,2077226.8201327664
9,0.023101297000831605,0.6000000000000001,12.167065358754074,2079839.6980808992
10,0.025353644939701114,0.6000000000000001,12.173353846604819,2082713.6249959853
11,0.027825594022071243,0.6000000000000001,12.180261527442227,2085875.9662424738
12,0.030538555088334154,0.6000000000000001,12.187850021582442,2089355.9497374631
13,0.033516026509388425,0.6000000000000001,12.196187215342258,2093187.189872761
14,0.03678379771828634,0.6000000000000001,12.205347925570885,2097406.120520997
15,0.040370172585965536,0.6000000000000001,12.215414640178487,2102052.9021260203
16,0.044306214575838825,0.6000000000000001,12.2264783444967,2107173.2314131693
17,0.04862601580065353,0.6000000000000001,12.23863944479855,2112817.561883038
18,0.0533669923120631,0.6000000000000001,12.252008422678955,2119042.419790822
19,0.05857020818056667,0.6000000000000001,12.266708507571206,2125910.3671661806
20,0.06428073117284322,0.6000000000000001,12.282874710014065,2133492.0825056033
21,0.07054802310718646,0.6000000000000001,12.30065679890363,2141866.7364779273
22,0.0774263682681127,0.7000000000000001,13.324606637393252,2143992.5887333904
23,0.08497534359086446,0.7000000000000001,13.35106038658418,2154230.010510486
24,0.093260334688322,0.7000000000000001,13.38019113681167,2165562.683318925
25,0.10235310218990264,0.7000000000000001,13.412280373587251,2178117.806020689
26,0.11233240329780277,0.7000000000000001,13.44764137376493,2192040.1421437627
27,0.12328467394420665,0.7000000000000001,13.486623246241502,2207494.6827270193
28,0.13530477745798075,0.7000000000000001,13.529615576397822,2224670.5615593335
29,0.1484968262254465,0.7000000000000001,13.577053782483858,2243782.663295342
30,0.16297508346206444,0.7000000000000001,13.629425167876926,2265080.284147183
31,0.1788649529057435,0.7000000000000001,13.687276718784966,2288849.155347738
32,0.19630406500402714,0.7000000000000001,13.751222587319806,2315422.740679703
33,0.21544346900318845,0.7000000000000001,13.821954573365142,2345188.0816039005
34,0.23644894126454083,0.7000000000000001,13.90025321346519,2378599.6407634774
35,0.25950242113997374,0.8,14.989158127227029,2407871.1876954343
36,0.2848035868435802,0.8,15.104293296410065,2450272.41097256
37,0.3125715849688237,0.8,15.232278812959045,2498238.6703562224
38,0.34304692863149194,0.8,15.3747305001717,2552673.448333102
39,0.37649358067924693,0.8,15.533507157221518,2614667.4059831
40,0.41320124001153385,0.9,16.7188514493437,2676040.985385458
41,0.4534878508128584,0.9,16.95139362031357,2757429.9196047485
42,0.49770235643321115,0.9,17.212485476900955,2851337.205365302
43,0.5462277217684343,1.0,18.527877666385717,2949568.007516324
44,0.5994842503189411,1.0,18.91085524396279,3076645.5568695045
45,0.6579332246575682,1.1,20.381620937235642,3213963.1872742157
46,0.7220809018385468,1.2000000000000002,21.962044794594856,3377268.356416923
47,0.7924828983539177,1.3,23.705260583359635,3573036.3802036224
48,0.8697490026177834,1.4000000000000001,25.6788139724886,3809590.1955927396
49,0.9545484566618342,1.6,28.971937461569553,4079819.6124593434
50,1.0476157527896652,1.8,32.7870608261833,4411667.148540909
51,1.149756995397737,2.0,37.421749004684415,4822406.464493542
52,1.261856883066021,2.4000000000000004,45.45725116767729,5279827.093780458
53,1.384886371393873,2.9000000000000004,57.00160511734502,5814924.200386511
54,1.5199110829529348,3.6,75.3265962058704,6395977.440474631
55,1.6681005372000592,4.5,105.23322975741699,7000767.453885043
56,1.8307382802953698,5.5,156.58610286078442,7654070.010591369
57,2.0092330025650478,6.7,257.0566222572163,8255493.199964873
58,2.2051307399030455,8.1,480.96363168483,8715606.8640623
59,2.4201282647943834,9.600000000000001,1068.9787538341816,9016511.501215765
60,2.656087782946687,11.3,2968.452387224173,8891776.548306104
61,2.9150530628251787,12.9,10676.424132713319,8519943.91407496
62,3.1992671377973845,14.200000000000001,46990.427770501396,7958979.6269926615
63,3.5111917342151346,14.200000000000001,171530.2485587825,8719951.954761524
64,3.8535285937105312,12.9,361238.6888193664,11201121.988199683
65,4.229242874389499,11.600000000000001,535462.1243166226,13547719.292286405
66,4.641588833612782,10.600000000000001,679366.3337003824,15427411.173518775
67,5.09413801481638,9.8,799149.2262449451,17104181.847541817
68,5.590810182512229,9.1,901326.522241439,18805867.17394667
69,6.135907273413176,8.6,990641.4098705375,20198343.18901314
70,6.7341506577508286,8.200000000000001,1070440.4803960214,21618967.634985257
71,7.390722033525782,19.0,1143132.72305473,140561.24764019158
72,8.111308307896872,19.0,1210515.3699450379,164804.51577896212
73,8.902150854450392,19.0,1274134.2533730173,188616.07396389882
74,9.770099572992256,19.0,1335786.6305629127,212380.53245638683
75,10.722672220103243,19.0,1398121.761434631,236869.59033066165
76,11.768119524349991,19.0,1464680.2211155212,263377.34463577677
77,12.91549665014884,19.0,1537731.6235860565,293175.3143604979
78,14.174741629268063,19.0,1614454.4206189718,325983.74608570064
79,15.556761439304722,19.0,1687895.2846024113,359481.34999472497
80,17.07352647470692,19.0,1753340.915446775,391373.6153257556
81,18.73817422860385,19.0,1810732.376008551,421015.53381832235
