,c,Viral Clearance Time,Total Viral Load,Excess CTL
0,0.01,19.0,3890333.952719466,1894996.005587117
1,0.010974987654930561,19.0,3860484.456569596,1894978.2588716764
2,0.012045035402587823,19.0,3828079.294531276,1894958.6522692807
3,0.013219411484660288,19.0,3792936.301960761,1894937.1812394578
4,0.014508287784959394,19.0,3754867.5901341694,1894913.5026231073
5,0.015922827933410922,19.0,3713680.956133188,1894887.4858712533
6,0.01747528400007684,19.0,3669181.694342237,1894858.886118814
7,0.019179102616724886,19.0,3621174.8729479033,1894827.3460198392
8,0.02104904144512021,19.0,3569468.102243065,1894792.6343105966
9,0.023101297000831605,19.0,3513874.8981999494,1894754.4650420872
10,0.025353644939701114,19.0,3454218.6378742014,1894712.4177652327
11,0.027825594022071243,19.0,3390337.171893065,1894665.825214644
12,0.030538555088334154,19.0,3322088.1044976385,1894614.5526895951
13,0.033516026509388425,19.0,3249354.7327604564,1894557.8900967785
14,0.03678379771828634,19.0,3172052.6134723844,1894495.4173306671
15,0.040370172585965536,19.0,3090136.648597221,1894426.253754001
16,0.044306214575838825,19.0,3003608.6015923023,1894349.81027448
17,0.04862601580065353,19.0,2912524.790985441,1894265.122451394
18,0.0533669923120631,19.0,2817003.730530483,1894171.2175910857
19,0.05857020818056667,19.0,2717233.318199008,1894066.7597926417
20,0.06428073117284322,19.0,2613477.205058712,1893950.2425029685
21,0.07054802310718646,19.0,2506079.7592927027,1893820.546268448
22,0.0774263682681127,19.0,2395469.103856811,1893675.3052356262
23,0.08497534359086446,19.0,2282157.618429064,1893512.6959350102
24,0.093260334688322,19.0,2166739.2679155874,1893329.4669095064
25,0.10235310218990264,19.0,2049883.2804582748,1893122.4940428399
26,0.11233240329780277,19.0,1932323.7286662061,1892886.8892766987
27,0.12328467394420665,19.0,1814844.8453085376,1892617.3762593505
28,0.13530477745798075,19.0,1698262.1928014085,1892306.7059398075
29,0.1484968262254465,19.0,1583400.1916794614,1891944.6629842054
30,0.16297508346206444,19.0,1471066.8424941795,1891517.539340511
31,0.1788649529057435,19.0,1362027.1437166375,1891006.330174983
32,0.19630406500402714,19.0,1256976.6509022238,1890382.7056481699
33,0.21544346900318845,19.0,1156517.4581257093,1889604.581523965
34,0.23644894126454083,19.0,1061138.2594547262,1888606.9346682485
35,0.25950242113997374,19.0,971200.6026032375,1887285.8581166235
36,0.2848035868435802,19.0,886932.3536992716,1885470.05209984
37,0.3125715849688237,19.0,808429.2227406676,1882867.0266256933
38,0.34304692863149194,19.0,735663.845567392,1878960.3785545204
39,0.37649358067924693,19.0,668501.2619322465,1872807.0881480013
40,0.41320124001153385,19.0,606718.8940906541,1862634.4184813777
41,0.4534878508128584,19.0,550028.4380152315,1845045.0511736912
42,0.49770235643321115,19.0,498097.4332760707,1813562.019456526
43,0.5462277217684343,19.0,450568.35377261124,1756576.2380878304
44,0.5994842503189411,19.0,407074.0691087366,1657009.0955728209
45,0.6579332246575682,19.0,367249.2658393952,1501251.151344409
46,0.7220809018385468,17.8,330730.33291071985,16234646.068687657
47,0.7924828983539177,16.6,297188.82219362055,25889974.723764755
48,0.8697490026177834,15.600000000000001,266299.61730867234,30372790.329742223
49,0.9545484566618342,14.8,237757.4803908629,31732263.634740006
50,1.0476157527896652,14.0,211277.20492377074,32446519.165705472
51,1.149756995397737,13.4,186600.0198760238,31897163.13525415
52,1.261856883066021,12.8,163486.6535091522,31549938.52132598
53,1.384886371393873,12.4,141726.9918869551,30651270.461014315
54,1.5199110829529348,12.0,121136.28798846887,30188995.905243196
55,1.6681005372000592,11.8,101572.3452139373,29400341.278301913
56,1.8307382802953698,11.600000000000001,82947.61403301962,29034416.54293609
57,2.0092330025650478,11.5,65277.94931753538,28638198.832223512
58,2.2051307399030455,11.4,48755.00947917415,28391591.673884
59,2.4201282647943834,11.3,33859.02230502846,27977865.692829408
60,2.656087782946687,11.100000000000001,21394.758543506243,27257888.2772787
61,2.9150530628251787,10.8,12181.58813048851,25770863.37343398
62,3.1992671377973845,10.200000000000001,6361.8796713178335,23954211.782109156
63,3.5111917342151346,9.600000000000001,3178.9001383494283,21327227.882681597
64,3.8535285937105312,8.8,1585.4082792970403,18787352.967299975
65,4.229242874389499,8.1,813.3103784097972,16066751.65526377
66,4.641588833612782,7.5,435.9155731986587,13410560.258398708
67,5.09413801481638,6.800000000000001,243.52739494058872,11082493.807708483
68,5.590810182512229,6.2,141.61743407029817,8896426.96643153
69,6.135907273413176,5.300000000000001,77.97718664428167,7061960.426529612
70,6.7341506577508286,3.8000000000000003,30.120285324269513,5524290.165661302
71,7.390722033525782,0.1,3.8235357927559814,4200866.771392405
72,8.111308307896872,0.1,3.73474879836033,2924405.93319616
73,8.902150854450392,0.1,3.644270378411819,2015640.0095899468
74,9.770099572992256,0.1,3.552727670896228,1409262.5932195736
75,10.722672220103243,0.0,2.5,1016104.2134529076
76,11.768119524349991,0.0,2.5,758375.479045193
77,12.91549665014884,0.0,2.5,583816.9248664129
78,14.174741629268063,0.0,2.5,461045.9922314625
79,15.556761439304722,0.0,2.5,371631.85664676706
80,17.07352647470692,0.0,2.5,304538.00765238586
81,18.73817422860385,0.0,2.5,252925.03634621215
82,20.565123083486537,0.0,2.5,212394.18026358876
83,22.570197196339215,0.0,2.5,180015.04163283508
84,24.770763559917114,0.0,2.5,153772.58556024096
85,27.185882427329428,0.0,2.5,132241.99788186917
86,29.836472402833405,0.0,2.5,114390.96535260705
87,32.745491628777316,0.0,2.5,99455.52075924061
88,35.938136638046295,0.0,2.5,86859.73913726646
89,39.4420605943766,0.0,2.5,76162.37736774897
90,43.287612810830616,0.0,2.5,67020.5418332603
91,47.50810162102798,0.0,2.5,59164.39659649001
92,52.140082879996896,0.0,2.5,52379.21298413794
93,57.223676593502205,0.0,2.5,46492.39676800933
94,62.802914418342596,0.0,2.5,41363.96701793921
95,68.92612104349702,0.0,2.5,36879.46548764142
96,75.64633275546291,0.0,2.5,32944.60826105096
97,83.02175681319753,0.0,2.5,29481.203690124534
98,91.11627561154896,0.0,2.5,26424.002739650696
99,100.0,0.0,2.5,23718.251486175643
