,d_T,Viral Clearance Time,Total Viral Load,Excess CTL
0,0.0001,9.9,491757.82716726844,31861718.72414515
1,0.00010974987654930556,9.9,491758.80403418175,31858488.357460864
2,0.00012045035402587823,9.9,491759.87614869373,31854943.43908438
3,0.00013219411484660288,9.9,491761.05279804155,31851053.38337509
4,0.000145082877849594,9.9,491762.3441759813,31846784.639617957
5,0.00015922827933410923,9.9,491763.76146892196,31842100.406168196
6,0.0001747528400007683,9.9,491765.3169555587,31836960.317910593
7,0.00019179102616724886,9.9,491767.02411107015,31831320.10360114
8,0.00021049041445120198,9.9,491768.8977258389,31825131.211248565
9,0.00023101297000831605,9.9,491770.9540317943,31818340.397786617
10,0.00025353644939701115,9.9,491773.21084462287,31810889.280588683
11,0.0002782559402207126,9.9,491775.6877163952,31802713.846685335
12,0.0003053855508833416,9.9,491778.40610921424,31793743.916843675
13,0.0003351602650938841,9.9,491781.38957470155,31783902.55892751
14,0.0003678379771828634,9.9,491784.66396522324,31773105.448463842
15,0.0004037017258596554,9.9,491788.257654247,31761260.1695395
16,0.0004430621457583882,9.9,491792.20178174257,31748265.45228681
17,0.00048626015800653534,9.9,491796.5305284203,31734010.34191086
18,0.0005336699231206312,9.9,491801.2814086129,31718373.292364687
19,0.0005857020818056667,9.9,491806.4955965717,31701221.179724343
20,0.0006428073117284319,9.9,491812.2182858007,31682408.229129095
21,0.0007054802310718645,9.9,491818.4990801307,31661774.84762491
22,0.000774263682681127,9.9,491825.39242436056,31639146.35691465
23,0.0008497534359086447,9.9,491832.9580782704,31614331.61885512
24,0.0009326033468832199,9.9,491841.26163666655,31587121.546204884
25,0.001023531021899027,9.9,491850.37510971684,31557287.493015572
26,0.0011233240329780276,9.9,491860.37749540724,31524579.504654776
27,0.0012328467394420659,9.9,491871.35557069094,31488724.460389815
28,0.0013530477745798076,9.9,491883.40452650376,31449424.028687928
29,0.001484968262254465,9.9,491896.6289334722,31406352.525241278
30,0.0016297508346206436,9.9,491911.1434838302,31359154.5592999
31,0.001788649529057435,9.9,491927.07415925956,31307442.581407305
32,0.0019630406500402726,9.9,491944.5592133082,31250794.220873386
33,0.0021544346900318843,9.9,491963.75043792365,31188749.496844806
34,0.002364489412645407,9.9,491984.8144712474,31120807.844791535
35,0.002595024211399737,9.9,492007.93425600254,31046425.028078128
36,0.002848035868435802,9.9,492033.31063813466,30965009.874686804
37,0.0031257158496882354,9.9,492061.1641389214,30875920.9166767
38,0.003430469286314919,9.9,492091.73687598784,30778462.930445444
39,0.0037649358067924714,9.9,492125.29471052135,30671883.403408263
40,0.0041320124001153384,9.9,492162.12954503734,30555368.996622268
41,0.004534878508128582,9.9,492202.5619263078,30428042.0410479
42,0.004977023564332114,9.9,492246.9440046031,30288957.152716726
43,0.0054622772176843425,9.9,492295.66228151636,30137098.03147564
44,0.005994842503189409,9.9,492349.14143805584,29971374.600665234
45,0.006579332246575682,9.9,492407.84790034697,29790620.579790384
46,0.007220809018385471,9.9,492472.2940084962,29593591.680676386
47,0.007924828983539177,9.9,492543.0426727006,29378964.61918822
48,0.008697490026177835,9.9,492620.7122908186,29145337.14669755
49,0.009545484566618348,9.9,492705.9824180205,28891229.452672064
50,0.010476157527896652,9.9,492799.5998243521,28615087.155476116
51,0.011497569953977368,9.9,492902.38527582743,28315286.321322322
52,0.012618568830660211,9.9,493015.2410372325,27990140.904644527
53,0.013848863713938732,9.9,493139.1590440634,27637913.050569136
54,0.015199110829529346,9.9,493275.2300467133,27256826.800794676
55,0.016681005372000592,9.9,493424.6537131592,26845085.769152753
56,0.018307382802953697,10.0,493589.7543416844,26089376.980721563
57,0.02009233002565048,10.0,493769.98664760106,25614196.85768567
58,0.022051307399030457,10.0,493967.94315738825,25103373.27153171
59,0.024201282647943835,10.0,494185.3836137154,24555323.639330715
60,0.026560877829466867,10.0,494424.2458425206,23968613.549977288
61,0.02915053062825179,10.0,494686.66508978745,23342009.81531126
62,0.03199267137797385,10.0,494974.9943450736,22674540.668994553
63,0.03511191734215135,10.0,495291.82807450515,21965562.960902605
64,0.03853528593710531,10.0,495640.0282876596,21214835.720604092
65,0.04229242874389499,10.0,496022.7537998792,20422598.971943814
66,0.04641588833612782,10.100000000000001,496444.5037651844,19326348.682524886
67,0.0509413801481638,10.100000000000001,496907.1493393483,18461086.169700082
68,0.055908101825122285,10.100000000000001,497415.9330327764,17559205.029290043
69,0.061359072734131756,10.100000000000001,497975.5744879246,16623693.332885938
70,0.06734150657750829,10.100000000000001,498591.30176664767,15658398.867180293
71,0.07390722033525783,10.200000000000001,499269.974967369,14445753.469567835
72,0.08111308307896872,10.200000000000001,500015.9807557687,13445421.986693941
73,0.08902150854450393,10.3,500838.50291968056,12231390.601853477
74,0.09770099572992257,10.3,501743.54675856285,11224084.195509922
75,0.10722672220103242,10.4,502741.99629309407,10041905.637601303
76,0.1176811952434999,10.5,503842.8023658783,8896102.389805645
77,0.1291549665014884,10.5,505056.1429150239,7948722.263640569
78,0.14174741629268062,10.700000000000001,506397.52368388,6753237.03912615
79,0.15556761439304723,10.8,507878.057368278,5774978.686099597
80,0.1707352647470692,10.9,509514.61655550485,4869931.0729173
81,0.1873817422860385,11.100000000000001,511326.26976334245,3948580.4972360777
82,0.20565123083486536,11.4,513333.4984583634,3059311.1585196326
83,0.22570197196339215,11.700000000000001,515558.6354017341,2311194.366509233
84,0.24770763559917114,12.100000000000001,518029.36879844137,1647777.1270533437
85,0.2718588242732943,12.5,520775.2306977813,1133627.8633767024
