,K,Viral Clearance Time,Total Viral Load,Excess CTL
0,1e-16,10.100000000000001,498370.89686342754,15996521.42468014
1,1.3219411484660287e-16,10.100000000000001,498370.89686342754,15996521.42468014
2,1.7475284000076829e-16,10.100000000000001,498370.89686342754,15996521.42468014
3,2.310129700083158e-16,10.100000000000001,498370.89686342754,15996521.42468014
4,3.0538555088334123e-16,10.100000000000001,498370.89686342754,15996521.42468014
5,4.03701725859655e-16,10.100000000000001,498370.89686342754,15996521.42468014
6,5.336699231206302e-16,10.100000000000001,498370.89686342754,15996521.42468014
7,7.054802310718631e-16,10.100000000000001,498370.89686342754,15996521.42468014
8,9.32603346883218e-16,10.100000000000001,498370.89686342754,15996521.42468014
9,1.2328467394420634e-15,10.100000000000001,498370.89686342754,15996521.42468014
10,1.6297508346206468e-15,10.100000000000001,498370.89686342754,15996521.42468014
11,2.1544346900318867e-15,10.100000000000001,498370.89686342754,15996521.42468014
12,2.8480358684358048e-15,10.100000000000001,498370.89686342754,15996521.424680151
13,3.764935806792471e-15,10.100000000000001,498370.89686342754,15996521.42468016
14,4.977023564332114e-15,10.100000000000001,498370.8968634288,15996521.424680173
15,6.5793322465756826e-15,10.100000000000001,498370.89686343004,15996521.42468014
16,8.697490026177834e-15,10.100000000000001,498370.89686342893,15996521.424680147
17,1.1497569953977357e-14,10.100000000000001,498370.89686342323,15996521.424679842
18,1.5199110829529332e-14,10.100000000000001,498370.89686342276,15996521.424679825
19,2.009233002565046e-14,10.100000000000001,498370.8968633955,15996521.42467775
20,2.656087782946684e-14,10.100000000000001,498370.89686338947,15996521.424677076
21,3.5111917342151274e-14,10.100000000000001,498370.89686337125,15996521.424675746
22,4.6415888336127915e-14,10.100000000000001,498370.89686316514,15996521.424659036
23,6.135907273413189e-14,10.100000000000001,498370.8968631896,15996521.424661104
24,8.111308307896889e-14,10.100000000000001,498370.8968633904,15996521.424677277
25,1.0722672220103254e-13,10.100000000000001,498370.8968631847,15996521.42466093
26,1.4174741629268076e-13,10.100000000000001,498370.8968632772,15996521.424668558
27,1.8738174228603867e-13,10.100000000000001,498370.8968630608,15996521.424651532
28,2.477076355991714e-13,10.100000000000001,498370.8968630868,15996521.424654191
29,3.2745491628777316e-13,10.100000000000001,498370.89686300006,15996521.424648296
30,4.3287612810830614e-13,10.100000000000001,498370.8968632212,15996521.424668197
31,5.72236765935022e-13,10.100000000000001,498370.89686245145,15996521.424609821
32,7.564633275546291e-13,10.100000000000001,498370.89686263696,15996521.424630607
33,1e-12,10.100000000000001,498370.8968617747,15996521.424572103
34,1.3219411484660287e-12,10.100000000000001,498370.89686096355,15996521.424525352
35,1.747528400007683e-12,10.100000000000001,498370.896858715,15996521.4243768
36,2.310129700083158e-12,10.100000000000001,498370.89684795676,15996521.423062747
37,3.0538555088334124e-12,10.100000000000001,498370.8968506906,15996521.423886843
38,4.03701725859655e-12,10.100000000000001,498370.8968404817,15996521.42323852
39,5.336699231206302e-12,10.100000000000001,498370.8968237007,15996521.422190566
40,7.054802310718631e-12,10.100000000000001,498370.8967952692,15996521.420431474
41,9.32603346883218e-12,10.100000000000001,498370.8967440136,15996521.417230964
42,1.2328467394420634e-11,10.100000000000001,498370.8966546411,15996521.411653876
43,1.62975083462064e-11,10.100000000000001,498370.89649892546,15996521.40194521
44,2.1544346900318868e-11,10.100000000000001,498370.89622659184,15996521.384961722
45,2.848035868435805e-11,10.100000000000001,498370.8957499734,15996521.355225647
46,3.764935806792471e-11,10.100000000000001,498370.89491819666,15996521.30335184
47,4.977023564332114e-11,10.100000000000001,498370.893464585,15996521.212695947
48,6.579332246575682e-11,10.100000000000001,498370.890923413,15996521.054195944
49,8.697490026177835e-11,10.100000000000001,498370.88648332446,15996520.777268218
50,1.1497569953977356e-10,10.100000000000001,498370.87872390763,15996520.293309884
51,1.5199110829529332e-10,10.100000000000001,498370.865164567,15996519.447615623
52,2.0092330025650458e-10,10.100000000000001,498370.84146863397,15996517.969692918
