,K,Viral Clearance Time,Total Viral Load,Excess CTL
0,1e-16,11.200000000000001,523436.17601894157,2112000537.6609817
1,1.3219411484660287e-16,11.200000000000001,523436.17601894157,2112000537.6609817
2,1.7475284000076829e-16,11.200000000000001,523436.17601894157,2112000537.6609817
3,2.310129700083158e-16,11.200000000000001,523436.17601894157,2112000537.6609817
4,3.0538555088334123e-16,11.200000000000001,523436.17601894157,2112000537.6609817
5,4.03701725859655e-16,11.200000000000001,523436.17601894157,2112000537.6609817
6,5.336699231206302e-16,11.200000000000001,523436.1760191044,2112000537.6615224
7,7.054802310718631e-16,11.200000000000001,523436.1760190522,2112000537.661377
8,9.32603346883218e-16,11.200000000000001,523436.1760191686,2112000537.6617534
9,1.2328467394420634e-15,11.200000000000001,523436.17601913505,2112000537.6616583
10,1.6297508346206468e-15,11.200000000000001,523436.1760190774,2112000537.6614287
11,2.1544346900318867e-15,11.200000000000001,523436.176019108,2112000537.661561
12,2.8480358684358048e-15,11.200000000000001,523436.17601911427,2112000537.6615684
13,3.764935806792471e-15,11.200000000000001,523436.17601905746,2112000537.661343
14,4.977023564332114e-15,11.200000000000001,523436.17601910926,2112000537.6615322
15,6.5793322465756826e-15,11.200000000000001,523436.1760191253,2112000537.6616132
16,8.697490026177834e-15,11.200000000000001,523436.176019029,2112000537.6612709
17,1.1497569953977357e-14,11.200000000000001,523436.17601914715,2112000537.6616695
18,1.5199110829529332e-14,11.200000000000001,523436.1760191753,2112000537.661753
19,2.009233002565046e-14,11.200000000000001,523436.17601888,2112000537.6607854
20,2.656087782946684e-14,11.200000000000001,523436.17601903493,2112000537.661195
21,3.5111917342151274e-14,11.200000000000001,523436.1760190038,2112000537.6609457
22,4.6415888336127915e-14,11.200000000000001,523436.176019025,2112000537.6608274
23,6.135907273413189e-14,11.200000000000001,523436.1760190773,2112000537.6607013
24,8.111308307896889e-14,11.200000000000001,523436.1760190233,2112000537.659919
25,1.0722672220103254e-13,11.200000000000001,523436.1760615815,2112000537.825666
26,1.4174741629268076e-13,11.200000000000001,523436.1760262943,2112000537.6768086
27,1.8738174228603867e-13,11.200000000000001,523436.1760123207,2112000537.6375384
28,2.477076355991714e-13,11.200000000000001,523436.1760304618,2112000537.6672187
29,3.2745491628777316e-13,11.200000000000001,523436.17614462686,2112000538.2562418
30,4.3287612810830614e-13,11.200000000000001,523436.17596145277,2112000537.468906
31,5.72236765935022e-13,11.200000000000001,523436.1760127594,2112000537.630777
32,7.564633275546291e-13,11.200000000000001,523436.1760072973,2112000537.5094466
33,1e-12,11.200000000000001,523436.1759563156,2112000537.258339
34,1.3219411484660287e-12,11.200000000000001,523436.1759993649,2112000537.237511
