,d_T,Viral Clearance Time,Total Viral Load,Excess CTL
0,0.0001,8.3,710338.0353674944,36445343.007018685
1,0.00010974987654930556,8.3,710355.636906502,36442669.606952146
2,0.00012045035402587823,8.3,710374.9551386131,36439735.87470104
3,0.00013219411484660288,8.3,710396.157554577,36436516.493846625
4,0.000145082877849594,8.3,710419.4279991823,36432983.69301758
5,0.00015922827933410923,8.3,710444.968270283,36429107.009307705
6,0.0001747528400007683,8.3,710472.9998752257,36424853.029146634
7,0.00019179102616724886,8.3,710503.7659589422,36420185.104581706
8,0.00021049041445120198,8.3,710537.5334227219,36415063.04270818
9,0.00023101297000831605,8.3,710574.5952504271,36409442.76577842
10,0.00025353644939701115,8.3,710615.2730634523,36403275.93935892
11,0.0002782559402207126,8.3,710659.9199282939,36396509.56554833
12,0.0003053855508833416,8.3,710708.923439532,36389085.538593195
13,0.0003351602650938841,8.4,710763.7101013975,36043645.988349326
14,0.0003678379771828634,8.4,710822.7466451535,36034733.64612407
15,0.0004037017258596554,8.4,710887.5455310331,36024955.95030543
16,0.0004430621457583882,8.4,710958.6698806518,36014229.26229517
17,0.00048626015800653534,8.4,711036.7379850335,36002461.937769644
18,0.0005336699231206312,8.4,711122.4287389248,35989553.57698013
19,0.0005857020818056667,8.4,711216.4876151659,35975394.20707351
20,0.0006428073117284319,8.4,711319.7332346702,35959863.39305449
21,0.0007054802310718645,8.4,711433.064594399,35942829.270025566
22,0.000774263682681127,8.4,711557.469933771,35924147.567743264
23,0.0008497534359086447,8.4,711694.0318852863,35903660.16769627
24,0.0009326033468832199,8.4,711843.9424294498,35881194.32159672
25,0.001023531021899027,8.4,712008.4985100452,35856560.8808128
26,0.0011233240329780276,8.4,712189.1590270473,35829553.70677129
27,0.0012328467394420659,8.4,712387.4951317442,35799946.00177286
28,0.0013530477745798076,8.4,712605.2436220924,35767491.723480865
29,0.001484968262254465,8.4,712844.3091722244,35731921.33844514
30,0.0016297508346206436,8.4,713106.7822895632,35692940.85828575
31,0.001788649529057435,8.4,713394.971466754,35650228.06572969
32,0.0019630406500402726,8.4,713711.4159503062,35603436.387184516
33,0.0021544346900318843,8.4,714058.8890189675,35552181.30475619
34,0.002364489412645407,8.4,714440.4602679915,35496050.93524122
35,0.002595024211399737,8.4,714859.4984661104,35434591.91414671
36,0.002848035868435802,8.4,715319.7151148735,35367315.72910838
37,0.0031257158496882354,8.4,715825.1816291161,35293689.13506006
38,0.003430469286314919,8.4,716380.3946844875,35213135.498798035
39,0.0037649358067924714,8.4,716990.3020482957,35125029.60782162
40,0.0041320124001153384,8.4,717660.3481948656,35028695.79983821
41,0.004534878508128582,8.4,718396.5366981464,34923404.239715695
42,0.004977023564332114,8.4,719205.4857487886,34808367.067084596
43,0.0054622772176843425,8.4,720094.490142926,34682738.75819378
44,0.005994842503189409,8.4,721071.5986398892,34545610.61124016
45,0.006579332246575682,8.4,722145.709373267,34396007.13904711
46,0.007220809018385471,8.4,723326.6135814581,34232890.19504831
47,0.007924828983539177,8.4,724625.1963743718,34055152.63503492
48,0.008697490026177835,8.5,726054.4218531641,33530517.099599436
49,0.009545484566618348,8.5,727625.6078879025,33320552.054880783
50,0.010476157527896652,8.5,729354.4232110698,33092296.4910801
51,0.011497569953977368,8.5,731257.1900066186,32844384.80990472
52,0.012618568830660211,8.5,733351.9488721016,32575397.39997889
53,0.013848863713938732,8.5,735658.8149525092,32283867.74481351
54,0.015199110829529346,8.5,738200.1214550782,31968292.285933267
55,0.016681005372000592,8.6,741001.7281568476,31302065.762618486
56,0.018307382802953697,8.6,744089.4782976205,30934948.24673022
57,0.02009233002565048,8.6,747495.2119148048,30539309.54176333
58,0.022051307399030457,8.6,751253.6040742394,30113689.0961803
59,0.024201282647943835,8.6,755403.4498208062,29656705.76535028
60,0.026560877829466867,8.700000000000001,759989.4087198057,28849400.173217747
61,0.02915053062825179,8.700000000000001,765058.4289431366,28327776.761426494
62,0.03199267137797385,8.8,770667.7806549895,27458434.763426308
63,0.03511191734215135,8.8,776878.0455413152,26869280.78661525
64,0.03853528593710531,8.8,783761.0532362445,26244933.361084927
65,0.04229242874389499,8.9,791398.5008463365,25280012.541046493
66,0.04641588833612782,9.0,799881.2884334461,24287109.311727416
67,0.0509413801481638,9.0,809313.9336797186,23565761.405872
68,0.055908101825122285,9.1,819819.6361788764,22519041.22554307
69,0.061359072734131756,9.200000000000001,831537.5079541439,21452148.022747878
70,0.06734150657750829,9.3,844630.2445404544,20369417.43048981
71,0.07390722033525783,9.4,859287.9063103094,19276128.822048135
72,0.08111308307896872,9.600000000000001,875734.822383411,17907334.539005008
73,0.08902150854450393,9.700000000000001,894233.2609031016,16819154.71283364
74,0.09770099572992257,9.9,915100.3416863523,15486900.331921404
75,0.10722672220103242,10.200000000000001,938715.2904832417,13948985.441005697
76,0.1176811952434999,19.0,965566.7269741406,85067.15169135809
77,0.1291549665014884,19.0,996398.9303333014,79405.08209955426
78,0.14174741629268062,19.0,1032799.8776421887,85164.94726893245
79,0.15556761439304723,19.0,1077851.0300966157,104364.54419581105
80,0.1707352647470692,19.0,1133286.320183243,126435.9756011598
81,0.1873817422860385,19.0,1197407.0616971394,144157.34349334016
82,0.20565123083486536,19.0,1269301.153761751,155051.2348206689
83,0.22570197196339215,19.0,1351181.8960163954,159038.4965126827
84,0.24770763559917114,19.0,1447304.3059726004,157198.8395826819
85,0.2718588242732943,19.0,1563661.6799653093,151002.7753473702
86,0.298364724028334,19.0,1709926.343829335,142302.23151537884
