,c_T,Viral Clearance Time,Total Viral Load,Excess CTL
41,4.229242874389499e-10,12.5,1062702.2025541803,14371544.188927777
42,6.135907273413189e-10,12.5,1062702.201849389,14371544.194542788
43,8.902150854450393e-10,12.5,1062702.2008268165,14371544.202688947
44,1.2915496650148826e-09,12.5,1062702.1993432532,14371544.214507744
45,1.873817422860387e-09,12.5,1062702.1971908475,14371544.231654719
46,2.7185882427329512e-09,12.5,1062702.1940680912,14371544.25653212
47,3.944206059437664e-09,12.5,1062702.1895374774,14371544.29262478
48,5.72236765935022e-09,12.5,1062702.182964377,14371544.344989419
49,8.302175681319769e-09,12.5,1062702.1734279073,14371544.420961304
50,1.2045035402587836e-08,12.5,1062702.1595921125,14371544.53118337
51,1.7475284000076902e-08,12.5,1062702.1395187785,14371544.69109699
52,2.5353644939701166e-08,12.5,1062702.110395768,14371544.923103748
53,3.678379771828634e-08,12.5,1062702.0681432842,14371545.2597058
54,5.336699231206324e-08,12.5,1062702.0068421687,14371545.748057302
55,7.742636826811277e-08,12.5,1062701.9179047488,14371546.45657071
56,1.1233240329780311e-07,12.5,1062701.7888717973,14371547.48450029
57,1.6297508346206468e-07,12.5,1062701.6016671106,14371548.975845847
58,2.3644894126454072e-07,12.5,1062701.3300652022,14371551.139523579
59,3.430469286314926e-07,12.5,1062700.936017429,14371554.278629953
60,4.977023564332114e-07,12.5,1062700.3643218454,14371558.832895398
61,7.220809018385486e-07,12.5,1062699.5348899113,14371565.440269051
62,1.0476157527896663e-06,12.5,1062698.331527211,14371575.026256334
63,1.5199110829529394e-06,12.5,1062696.5856561416,14371588.933502978
64,2.2051307399030503e-06,12.5,1062694.0527006537,14371609.10973712
65,3.1992671377973847e-06,12.5,1062690.377825446,14371638.380315447
66,4.641588833612791e-06,12.5,1062685.0462308165,14371680.843371421
67,6.7341506577508285e-06,12.5,1062677.3110420606,14371742.442540139
68,9.770099572992287e-06,12.5,1062666.0886963815,14371831.79669559
69,1.4174741629268077e-05,12.5,1062649.8071811993,14371961.401249254
70,2.05651230834866e-05,12.5,1062626.185883773,14372149.365753204
71,2.9836472402833465e-05,12.5,1062591.9162536603,14372421.923764704
72,4.328761281083062e-05,12.5,1062542.1986306224,14372817.050873127
73,6.280291441834272e-05,12.5,1062470.07053986,14373389.664709738
74,9.111627561154906e-05,12.5,1062365.4327484574,14374219.065951176
75,0.00013219411484660342,12.5,1062213.6374715206,14375419.51675742
76,0.00019179102616724927,12.5,1061993.4390147768,14377155.239196446
77,0.0002782559402207126,12.5,1061674.0416315182,14379660.74135794
78,0.00040370172585965663,12.5,1061210.8109787744,14383268.906519942
79,0.0005857020818056673,12.5,1060539.0521164208,14388447.844937995
80,0.0008497534359086473,12.5,1059565.1329322492,14395843.993686449
81,0.0012328467394420685,12.5,1058153.5185046077,14406328.605241163
82,0.0017886495290574424,12.5,1056108.4683201443,14421025.166836938
83,0.002595024211399743,12.4,1053146.638912053,14660823.324736843
84,0.0037649358067924714,12.4,1048863.8621128083,14688757.570559409
85,0.005462277217684359,12.3,1042676.1562010956,14946114.136887623
86,0.007924828983539186,12.200000000000001,1033754.9015225591,15213502.219967762
87,0.011497569953977403,12.100000000000001,1020926.557983551,15486689.82448841
88,0.016681005372000627,11.9,1002547.3353494788,15979353.210145919
89,0.024201282647943932,11.700000000000001,976350.960743366,16436253.848674532
90,0.03511191734215142,11.4,939264.7120425777,17026126.748407584
91,0.05094138014816386,11.0,887217.2301914513,17643362.290271807
92,0.07390722033525805,10.600000000000001,814925.8882571127,17867120.47747643
93,0.10722672220103253,10.200000000000001,715581.9747056711,17462344.79458734
94,0.15556761439304786,9.700000000000001,580141.2450486127,16542677.765376447
95,0.22570197196339262,19.0,396381.86249914195,103924.39637522362
96,0.3274549162877732,19.0,166462.75610626786,184887.74654907087
97,0.47508101621028126,15.100000000000001,25577.485428611086,7600801.348426113
98,0.6892612104349709,5.0,3545.1882204461435,23641597.436622582
99,1.0,3.5,794.0404334568079,25870107.39042306
