,p,k_V,c_V,r,k_T,d_T,K,T_0,V_0,RMSLE
0,5.484057569750981,1200000.0,2.209556986778997e-06,0.273763374930482,2483.020572565496,0.0774949874885838,1.0000000000000037e-16,946546.4,25.0,0.9971442904392027
1,5.484035377447924,1200000.0,2.2095408744408692e-06,0.27376500374335677,2483.142997547984,0.077494921485881,2.5929437974046695e-16,946546.4,25.0,0.9971442904189843
2,5.484051332321357,1200000.0,2.2095570009850475e-06,0.27376400200706996,2483.204571813345,0.07749354717699841,6.723357536499373e-16,946546.4,25.0,0.9971442904159716
3,5.484035316989754,1200000.0,2.209539260634789e-06,0.27376585454014446,2483.130292132497,0.07749605155076356,1.7433288221999925e-15,946546.4,25.0,0.9971442904342019
4,5.484059471951994,1200000.0,2.209559553741299e-06,0.2737630397531916,2483.1109511107206,0.07749376937834784,4.520353656360243e-15,946546.4,25.0,0.9971442903884975
5,5.484052130808223,1200000.0,2.209550335260509e-06,0.2737653880062467,2483.13792257756,0.0774962192851329,1.1721022975334852e-14,946546.4,25.0,0.9971442904249709
6,5.484044720778442,1200000.0,2.20955177092541e-06,0.2737643005447268,2483.218539647758,0.0774937054203485,3.039195382313202e-14,946546.4,25.0,0.9971442904183809
7,5.484038844167813,1200000.0,2.2095442820000094e-06,0.27376556065667756,2483.21862873435,0.07749508824230389,7.88046281566993e-14,946546.4,25.0,0.9971442904314368
8,5.484050011799901,1200000.0,2.2095516450546063e-06,0.27376432329955946,2483.1396156027913,0.07749410556734826,2.0433597178569482e-13,946546.4,25.0,0.9971442904349292
9,5.484057692802722,1200000.0,2.20956125986157e-06,0.2737633258425305,2483.102973662317,0.07749495310177207,5.29831690628373e-13,946546.4,25.0,0.9971442904262128
10,5.484061718293411,1200000.0,2.209562922074621e-06,0.2737635243725549,2483.106980353594,0.07749492327928825,1.3738237958832696e-12,946546.4,25.0,0.99714429041767
11,5.484043772485421,1200000.0,2.209541987535471e-06,0.27376502891336685,2483.047456778586,0.07749584299351181,3.56224789026245e-12,946546.4,25.0,0.9971442903963867
12,5.484053194046616,1200000.0,2.209560259133898e-06,0.2737641273449256,2483.2257398813963,0.07749419730900209,9.236708571873888e-12,946546.4,25.0,0.9971442903299745
13,5.484039911810903,1200000.0,2.2095461787099375e-06,0.2737654017579203,2483.218002766371,0.07749453148706831,2.3950266199874944e-11,946546.4,25.0,0.997144289677665
14,5.484053054337451,1200000.0,2.209554060021684e-06,0.2737647997767212,2483.113034568727,0.0774959416457337,6.210169418915622e-11,946546.4,25.0,0.997144285427506
15,5.484057639874351,1200000.0,2.2095560931641506e-06,0.2737641452359725,2483.0882551819086,0.07749568631858778,1.6102620275609421e-10,946546.4,25.0,0.9971442567518519
16,5.484038147594035,1200000.0,2.209544093180055e-06,0.27376478492838174,2483.169618859887,0.07749422020955138,4.175318936560412e-10,946546.4,25.0,0.9971440641857946
17,5.484013332324999,1200000.0,2.2095159668168712e-06,0.27376528059622274,2483.174599416554,0.07749479262741638,1.082636733874058e-09,946546.4,25.0,0.997142769244705
18,5.483828579040598,1200000.0,2.209316797302433e-06,0.27377221513945926,2483.3943497389555,0.07749973467881688,2.807216203941189e-09,946546.4,25.0,0.9971340655435671
19,5.482706737260401,1200000.0,2.207994943956949e-06,0.27381312675795044,2484.612759821117,0.07752454681222143,7.278953843983162e-09,946546.4,25.0,0.9970756555634959
20,5.474673883045568,1200000.0,2.1990361591175064e-06,0.27409889997599635,2493.588993176818,0.07768680131179684,1.8873918221351015e-08,946546.4,25.0,0.9966878799831415
21,5.42514799756281,1200000.0,2.1430746219429933e-06,0.27576971473968115,2552.8071757107973,0.07861932022614676,4.8939009184775094e-08,946546.4,25.0,0.9942908383184959
22,5.22200876777287,1200000.0,1.8906963641288806e-06,0.2802063602055682,2858.0932390093803,0.0808231480912473,1.2689610031679227e-07,946546.4,25.0,0.9847177258531411
23,5.108917798889422,1200000.0,1.3765003480602065e-06,0.27326612854853494,3279.64914688468,0.07492126132917282,3.2903445623126725e-07,946546.4,25.0,0.982312848983144
24,7.482241239833975,1200000.0,1.0433383450135495e-06,0.24420707064693659,4497.504451043904,0.04273700155915,8.531678524172826e-07,946546.4,25.0,1.0337622987519712
25,25.143469809225174,1200000.0,1.011763699303098e-06,0.21608771428246598,7362.8370964974165,0.0072672208544229955,2.2122162910704554e-06,946546.4,25.0,1.1047930308232576
26,99.99999998247152,1200000.0,5.881000007718523e-07,2.049113493808278,458109.38903683424,0.00010000004031973653,5.736152510448701e-06,946546.4,25.0,1.3457827333199128
27,99.99999999999997,1200000.0,8.497795183090649e-08,99.99999999969086,68030.70970256627,0.00010000000000015552,1.487352107293513e-05,946546.4,25.0,4.066155221025642
28,100.0,1200000.0,2.645143805334434e-08,99.99999999936054,16369.73299331963,0.1028504498613142,3.856620421163479e-05,946546.4,25.0,4.530244200786125
29,99.99999999999608,1200000.0,1.6932504337325747e-08,99.99999999932996,10786.411885038018,0.20121238967425242,0.00010000000000000009,946546.4,25.0,4.579575140169291
