,K,Viral Clearance Time,Total Viral Load,Excess CTL
0,1e-16,11.9,146215.08898494308,32745397.923587166
1,1.3219411484660287e-16,11.9,146215.08898494308,32745397.923587166
2,1.7475284000076829e-16,11.9,146215.08898494308,32745397.923587166
3,2.310129700083158e-16,11.9,146215.08898494308,32745397.923587166
4,3.0538555088334123e-16,11.9,146215.08898494308,32745397.923587166
5,4.03701725859655e-16,11.9,146215.08898494308,32745397.923587166
6,5.336699231206302e-16,11.9,146215.08898494308,32745397.923587166
7,7.054802310718631e-16,11.9,146215.08898494308,32745397.923587166
8,9.32603346883218e-16,11.9,146215.08898494308,32745397.923587166
9,1.2328467394420634e-15,11.9,146215.08898494308,32745397.923587166
10,1.6297508346206468e-15,11.9,146215.08898494308,32745397.923587166
11,2.1544346900318867e-15,11.9,146215.08898494308,32745397.92358717
12,2.8480358684358048e-15,11.9,146215.08898494308,32745397.923587292
13,3.764935806792471e-15,11.9,146215.08898494308,32745397.923586074
14,4.977023564332114e-15,11.9,146215.08898494308,32745397.92358712
15,6.5793322465756826e-15,11.9,146215.0889849429,32745397.92360596
16,8.697490026177834e-15,11.9,146215.08898494308,32745397.923534498
17,1.1497569953977357e-14,11.9,146215.0889849428,32745397.923685066
18,1.5199110829529332e-14,11.9,146215.08898494317,32745397.923851587
19,2.009233002565046e-14,11.9,146215.08898500126,32745397.914765637
20,2.656087782946684e-14,11.9,146215.088985486,32745398.042836618
21,3.5111917342151274e-14,11.9,146215.08898504515,32745397.929175153
22,4.6415888336127915e-14,11.9,146215.08898523886,32745397.962994676
23,6.135907273413189e-14,11.9,146215.0889743853,32745397.650081046
24,8.111308307896889e-14,11.9,146215.08898472745,32745397.990714084
25,1.0722672220103254e-13,11.9,146215.08898395064,32745397.96904908
26,1.4174741629268076e-13,11.9,146215.08898517265,32745398.0583897
27,1.8738174228603867e-13,11.9,146215.0889847097,32745398.019550953
28,2.477076355991714e-13,11.9,146215.0889920991,32745397.42123647
29,3.2745491628777316e-13,11.9,146215.08899210117,32745397.421192084
30,4.3287612810830614e-13,11.9,146215.08896178668,32745397.798702404
31,5.72236765935022e-13,11.9,146215.08898167236,32745397.75608916
32,7.564633275546291e-13,11.9,146215.08896849505,32745397.832173653
33,1e-12,11.9,146215.08895964889,32745397.916638516
34,1.3219411484660287e-12,11.9,146215.08900961268,32745398.06800296
35,1.747528400007683e-12,11.9,146215.08946313837,32745397.802094825
36,2.310129700083158e-12,11.9,146215.08898783283,32745397.42891925
37,3.0538555088334124e-12,11.9,146215.0889424708,32745397.95762749
38,4.03701725859655e-12,11.9,146215.08974010873,32745397.529025283
39,5.336699231206302e-12,11.9,146215.0886854945,32745397.55368871
40,7.054802310718631e-12,11.9,146215.08895968212,32745397.535393093
41,9.32603346883218e-12,11.9,146215.0889533853,32745397.8820252
42,1.2328467394420634e-11,11.9,146215.08961803766,32745397.469787255
43,1.62975083462064e-11,11.9,146215.0889060233,32745397.685594406
44,2.1544346900318868e-11,11.9,146215.0888669363,32745397.38917149
45,2.848035868435805e-11,11.9,146215.08874245835,32745397.77557658
46,3.764935806792471e-11,11.9,146215.0883128403,32745397.781216625
47,4.977023564332114e-11,11.9,146215.0882915248,32745397.746375494
48,6.579332246575682e-11,11.9,146215.08779156048,32745397.506163716
49,8.697490026177835e-11,11.9,146215.0869247516,32745397.39402692
50,1.1497569953977356e-10,11.9,146215.0853845317,32745396.8663856
51,1.5199110829529332e-10,11.9,146215.08270975706,32745396.406390015
52,2.0092330025650458e-10,11.9,146215.07799773593,32745395.04814816
53,2.656087782946695e-10,11.9,146215.06985429578,32745392.91118779
54,3.5111917342151416e-10,11.9,146215.05603379093,32745389.5141071
55,4.6415888336127913e-10,11.9,146215.0305767635,32745383.638992026
56,6.135907273413189e-10,11.9,146214.98696200084,32745373.131033048
57,8.111308307896889e-10,11.9,146214.91067252646,32745354.734437108
58,1.0722672220103253e-09,11.9,146214.77740380072,32745322.575494822
59,1.4174741629268078e-09,11.9,146214.54417403034,32745266.57127394
60,1.873817422860387e-09,11.9,146214.1374056275,32745168.308810454
61,2.4770763559917138e-09,11.9,146213.4258702485,32744996.34699943
62,3.2745491628777316e-09,11.9,146212.18312558802,32744696.94276404
63,4.328761281083061e-09,11.9,146210.01092220965,32744172.836254083
64,5.72236765935022e-09,11.9,146206.21518686536,32743257.239571054
65,7.56463327554629e-09,11.9,146199.5827063182,32741658.67124456
66,1e-08,11.9,146187.99374905846,32738867.592055026
67,1.3219411484660288e-08,11.9,146167.74692646397,32733998.750294633
68,1.747528400007683e-08,11.9,146132.37961031226,32725515.397211708
69,2.310129700083158e-08,11.9,146070.62504361552,32710767.84625537
70,3.053855508833412e-08,11.9,145962.85006239347,32685226.488561936
71,4.03701725859655e-08,11.9,145774.95324293998,32641280.34699571
72,5.336699231206302e-08,11.9,145447.92986578724,32566493.99315781
73,7.05480231071866e-08,11.8,144879.4511530315,32862790.492612176
74,9.326033468832218e-08,11.8,143899.659007356,32658372.91897074
75,1.2328467394420683e-07,11.8,142221.8128961207,32340135.328411233
76,1.6297508346206468e-07,11.700000000000001,139385.59255473225,32282499.19217571
77,2.1544346900318867e-07,11.600000000000001,134689.740518387,32040500.719341096
78,2.848035868435805e-07,11.5,127146.57112317959,31617546.770412363
79,3.764935806792471e-07,11.4,115522.90547483749,31056722.36603606
80,4.977023564332114e-07,11.3,98557.57901518005,30450754.02540565
81,6.579332246575682e-07,11.200000000000001,75442.9392149068,29960512.259161383
82,8.697490026177835e-07,11.100000000000001,46816.272303011974,29754165.265236758
83,1.1497569953977357e-06,11.100000000000001,18379.022999717356,28604321.019379444
84,1.519911082952933e-06,10.5,3803.2699757703494,24929652.59065096
85,2.0092330025650458e-06,9.600000000000001,744.427077846984,18692556.653747484
86,2.656087782946684e-06,8.8,204.04924935396454,12741947.17921735
87,3.5111917342151275e-06,7.7,53.07986864548633,8093267.242847418
88,4.641588833612791e-06,0.0,2.5,4667896.970345087
89,6.135907273413188e-06,0.0,2.5,1871726.4347904385
90,8.11130830789689e-06,0.0,2.5,743020.9317660748
91,1.0722672220103253e-05,0.0,2.5,396785.2784121214
92,1.4174741629268077e-05,0.0,2.5,275514.7836655952
93,1.8738174228603867e-05,0.0,2.5,223483.4388465769
94,2.477076355991714e-05,0.0,2.5,198122.31168983254
95,3.274549162877732e-05,0.0,2.5,184852.98481125006
96,4.328761281083062e-05,0.0,2.5,177633.08295265233
97,5.72236765935022e-05,0.0,2.5,173617.9073055525
98,7.56463327554629e-05,0.0,2.5,171357.29902430382
99,0.0001,0.0,2.5,170075.6239780365
