,d_T,Viral Clearance Time,Total Viral Load,Excess CTL
0,0.0001,11.200000000000001,426694.5916774987,16866248.814397767
1,0.00010974987654930556,11.200000000000001,426697.74604552594,16864919.154082164
2,0.00012045035402587823,11.200000000000001,426701.20799876563,16863459.98911021
3,0.00013219411484660288,11.200000000000001,426705.00753390783,16861858.720638614
4,0.000145082877849594,11.200000000000001,426709.17757445335,16860101.52713112
5,0.00015922827933410923,11.200000000000001,426713.7542554468,16858173.24627431
6,0.0001747528400007683,11.200000000000001,426718.77723733115,16856057.245656125
7,0.00019179102616724886,11.200000000000001,426724.29005032725,16853735.281113584
8,0.00021049041445120198,11.200000000000001,426730.3404726903,16851187.341618642
9,0.00023101297000831605,11.200000000000001,426736.9809433554,16848391.479372695
10,0.00025353644939701115,11.200000000000001,426744.2690209705,16845323.62401135
11,0.0002782559402207126,11.200000000000001,426752.2678805883,16841957.37907204
12,0.0003053855508833416,11.200000000000001,426761.0468643064,16838263.799493484
13,0.0003351602650938841,11.200000000000001,426770.682083693,16834211.14821921
14,0.0003678379771828634,11.200000000000001,426781.2570807877,16829764.630094405
15,0.0004037017258596554,11.200000000000001,426792.8635555402,16824886.101114772
16,0.0004430621457583882,11.200000000000001,426805.60216381407,16819533.750803288
17,0.00048626015800653534,11.200000000000001,426819.583392685,16813661.75539488
18,0.0005336699231206312,11.200000000000001,426834.9285236611,16807219.899433687
19,0.0005857020818056667,11.200000000000001,426851.7706891247,16800153.163042437
20,0.0006428073117284319,11.200000000000001,426870.25603309163,16792401.272098374
21,0.0007054802310718645,11.200000000000001,426890.54500052286,16783898.22439699
22,0.000774263682681127,11.200000000000001,426912.81365160795,16774571.691244233
23,0.0008497534359086447,11.200000000000001,426937.2553475771,16764342.520771086
24,0.0009326033468832199,11.200000000000001,426964.08238017716,16753124.105635162
25,0.001023531021899027,11.200000000000001,426993.5277787792,16740821.620779108
26,0.0011233240329780276,11.200000000000001,427025.84739771404,16727331.346531836
27,0.0012328467394420659,11.200000000000001,427061.322153304,16712539.851426553
28,0.0013530477745798076,11.200000000000001,427100.26049102924,16696323.126195287
29,0.001484968262254465,11.200000000000001,427143.001099093,16678545.649559153
30,0.0016297508346206436,11.200000000000001,427189.91589089733,16659059.382296942
31,0.001788649529057435,11.200000000000001,427241.4132884624,16637702.686558057
32,0.0019630406500402726,11.200000000000001,427297.941831229,16614299.167511847
33,0.0021544346900318843,11.200000000000001,427359.99414123094,16588656.435233014
34,0.002364489412645407,11.200000000000001,427428.1100400413,16560564.718116106
35,0.002595024211399737,11.200000000000001,427502.88651517755,16529795.73548585
36,0.002848035868435802,11.200000000000001,427584.9751941992,16496100.806182863
37,0.0031257158496882354,11.200000000000001,427675.0934587454,16459209.566827457
38,0.003430469286314919,11.200000000000001,427774.02955633344,16418828.27408819
39,0.0037649358067924714,11.200000000000001,427882.64970127394,16374638.112530094
40,0.0041320124001153384,11.3,428002.915969741,16116289.18899404
41,0.004534878508128582,11.3,428133.8704675921,16063768.76637849
42,0.004977023564332114,11.3,428277.6758448005,16006349.153980905
43,0.0054622772176843425,11.3,428435.56541910325,15943595.610876152
44,0.005994842503189409,11.3,428608.94658452657,15875041.360938644
45,0.006579332246575682,11.3,428799.350051288,15800183.837692572
46,0.007220809018385471,11.3,429008.4600379648,15718483.73784356
47,0.007924828983539177,11.3,429238.1301489587,15629363.754361654
48,0.008697490026177835,11.3,429490.40099878964,15532207.600265183
49,0.009545484566618348,11.4,429768.53366343054,15221235.306442989
50,0.010476157527896652,11.4,430073.0141196968,15106810.974713981
51,0.011497569953977368,11.4,430407.55162707367,14982339.272126565
52,0.012618568830660211,11.4,430775.15513855754,14847054.20846058
53,0.013848863713938732,11.4,431179.1439066849,14700154.755125986
54,0.015199110829529346,11.5,431624.2234432545,14340858.816358289
55,0.016681005372000592,11.5,432112.42019679904,14169488.135755306
56,0.018307382802953697,11.5,432649.1937841399,13984045.713212438
57,0.02009233002565048,11.600000000000001,433240.5448827729,13588288.44743259
58,0.022051307399030457,11.600000000000001,433889.9347161777,13373741.101144899
59,0.024201282647943835,11.700000000000001,434605.4548652356,12951249.914196024
60,0.026560877829466867,11.700000000000001,435391.86862079706,12704772.272242913
61,0.02915053062825179,11.8,436258.69930943835,12253669.106372077
62,0.03199267137797385,11.9,437213.2938173471,11789282.570271246
63,0.03511191734215135,12.0,438265.01055185916,11311730.69446124
64,0.03853528593710531,12.100000000000001,439424.30743289617,10821317.786844386
65,0.04229242874389499,12.200000000000001,440702.91656995594,10318565.684622388
66,0.04641588833612782,12.3,442114.0353020238,9804245.911929473
67,0.0509413801481638,12.5,443673.6359135619,9116359.772127453
68,0.055908101825122285,12.700000000000001,445397.73729844973,8430308.642008228
69,0.061359072734131756,13.0,447306.9199503079,7599298.291280431
70,0.06734150657750829,13.4,449423.95178331167,6650352.78674514
71,0.07390722033525783,13.9,451775.9598090106,5616952.633608155
72,0.08111308307896872,15.0,454402.036775199,3959570.8782586763
73,0.08902150854450393,19.0,457401.2048141718,74569.51846608955
74,0.09770099572992257,19.0,460800.3499550202,67482.0946015652
75,0.10722672220103242,19.0,464836.2772636846,60602.173510260276
76,0.1176811952434999,19.0,470016.5947455826,54143.078815233035
77,0.1291549665014884,19.0,477703.7635261903,48563.70315313966
78,0.14174741629268062,19.0,491527.87165465497,44955.036829872675
79,0.15556761439304723,19.0,519847.28625918383,45803.28239696735
80,0.1707352647470692,19.0,574914.8412990551,55449.15248079235
81,0.1873817422860385,19.0,657271.8241322113,76433.42612417291
