,c,Viral Clearance Time,Total Viral Load,Excess CTL
0,0.01,19.0,1949631.377490914,775363632163860.6
1,0.010974987654930561,19.0,1935302.4068051437,652662331809469.0
2,0.012045035402587823,19.0,1919743.808667086,541313162264085.94
3,0.013219411484660288,19.0,1902867.3770056595,441900436645903.8
4,0.014508287784959394,19.0,1884582.0092242851,354682103359502.5
5,0.015922827933410922,19.0,1864794.3613058096,279579294078380.97
6,0.01747528400007684,19.0,1843409.69350839,216185010403453.72
7,0.019179102616724886,19.0,1820332.933832262,163796000914955.34
8,0.02104904144512021,19.0,1795469.9866758576,121463324564955.75
9,0.023101297000831605,19.0,1768729.317168555,88058482617501.39
10,0.025353644939701114,19.0,1740023.8102036358,62348278713101.04
11,0.027825594022071243,19.0,1709272.9844281024,43070739092241.164
12,0.030538555088334154,19.0,1676405.4897587718,29004732541380.24
13,0.033516026509388425,19.0,1641361.949603501,19027049792483.01
14,0.03678379771828634,19.0,1604098.1071015662,12152206828648.248
15,0.040370172585965536,19.0,1564588.243448223,7554082581834.288
16,0.044306214575838825,19.0,1522828.805882081,4570128435851.897
17,0.04862601580065353,19.0,1478842.1612871764,2691580733668.6904
18,0.0533669923120631,19.0,1432680.331516447,1544136856548.9346
19,0.05857020818056667,19.0,1384428.5692095947,863780918388.6292
20,0.06428073117284322,19.0,1334208.5514154816,471836268487.5952
21,0.07054802310718646,19.0,1282180.967001586,252164122568.4347
22,0.0774263682681127,19.0,1228547.163190919,132167970473.79503
23,0.08497534359086446,19.0,1173549.8203130704,68137135492.19342
24,0.093260334688322,19.0,1117471.6559461895,34668026171.03054
25,0.10235310218990264,19.0,1060633.0370906934,17475646780.60033
26,0.11233240329780277,19.0,1003387.1434715488,8764754867.612473
27,0.12328467394420665,19.0,946113.2618950012,4393695543.275198
28,0.13530477745798075,19.0,889208.0088427283,2211958873.348145
29,0.1484968262254465,19.0,833074.7134402122,1123803656.739973
30,0.16297508346206444,19.0,778111.3537956418,578964681.1613021
31,0.1788649529057435,19.0,724697.6895548833,303842007.76734406
32,0.19630406500402714,19.0,673182.3440916671,163116614.81437698
33,0.21544346900318845,19.0,623870.806085893,89906923.44224516
34,0.23644894126454083,19.0,577015.337884425,51031242.94904333
35,0.25950242113997374,19.0,532807.6424201804,29895305.47469522
36,0.2848035868435802,19.0,491375.0434861718,18101698.680437632
37,0.3125715849688237,19.0,452780.5127908055,11336002.59388556
38,0.34304692863149194,19.0,417026.51182179205,7341246.970163598
39,0.37649358067924693,19.0,384062.1143500862,4912527.797832838
40,0.41320124001153385,19.0,353792.67025826423,3392251.3698578533
41,0.4534878508128584,19.0,326090.7130588086,2413077.5951349223
42,0.49770235643321115,19.0,300807.06268656335,1764824.8201929107
43,0.5462277217684343,19.0,277781.0242569093,1324278.4372635728
44,0.5994842503189411,19.0,256848.80972189808,1017435.7700122629
45,0.6579332246575682,18.3,237844.40936334606,6390234.7862808425
46,0.7220809018385468,17.1,220621.27174230784,12793527.328496922
47,0.7924828983539177,16.0,205038.45657595745,16171091.923460996
48,0.8697490026177834,15.100000000000001,190961.48370601158,17301606.282400787
49,0.9545484566618342,14.200000000000001,178263.53581146934,17845465.486116067
50,1.0476157527896652,13.5,166829.95693594194,17416570.620963506
51,1.149756995397737,13.0,156549.7692279432,16413735.167086326
52,1.261856883066021,12.600000000000001,147314.19865834233,15314349.063156627
53,1.384886371393873,12.5,139019.13475175833,13765250.651101325
54,1.5199110829529348,12.600000000000001,131558.9679424356,12119725.93774364
55,1.6681005372000592,13.0,124832.43838975573,10257767.958716076
56,1.8307382802953698,13.4,118737.58750292084,8710849.792780198
57,2.0092330025650478,14.0,113182.39197903879,7129285.667821223
58,2.2051307399030455,14.600000000000001,108077.98564427377,5785397.082007682
59,2.4201282647943834,15.200000000000001,103346.3890023578,4631660.2583708605
60,2.656087782946687,15.9,98920.51622256596,3522646.191850325
61,2.9150530628251787,16.7,94742.26739412766,2455301.2815578496
62,3.1992671377973845,17.5,90761.94738323781,1524014.077641124
63,3.5111917342151346,18.3,86939.28724325489,710306.969282581
64,3.8535285937105312,19.0,83239.99930452272,82811.995205538
65,4.229242874389499,19.0,79625.22469012695,77232.20720049604
66,4.641588833612782,19.0,76071.70506783095,71979.32707765391
67,5.09413801481638,19.0,72545.57726824624,66988.61541846914
68,5.590810182512229,19.0,69012.13938121991,62193.22178032208
69,6.135907273413176,19.0,65412.2743346668,57512.37592851638
70,6.7341506577508286,19.0,61654.74079963265,52833.34328042502
71,7.390722033525782,19.0,57576.7139622104,47983.58695282495
72,8.111308307896872,19.0,52892.91748303544,42692.849134772005
73,8.902150854450392,19.0,47122.961137704195,36565.200430533
74,9.770099572992256,19.0,39566.202629724205,29157.29941442219
75,10.722672220103243,19.0,29650.710542340184,20427.08728382328
76,11.768119524349991,19.0,18280.554912535958,11671.217163981615
77,12.91549665014884,19.0,8816.815245332891,5296.53824454078
78,14.174741629268063,19.0,3549.7766480757214,2072.1886705988263
79,15.556761439304722,19.0,1342.715429835152,784.958989563596
80,17.07352647470692,19.0,508.3479120780096,308.7743011207262
81,18.73817422860385,19.0,187.90373116277271,129.7901245348214
82,20.565123083486537,19.0,54.10058630912493,58.85905113072368
83,22.570197196339215,0.0,2.5,1684.4772092268745
84,24.770763559917114,0.0,2.5,1043.097705613077
85,27.185882427329428,0.0,2.5,687.5707871437419
86,29.836472402833405,0.0,2.5,478.05347047368434
87,32.745491628777316,0.0,2.5,347.5525473005369
88,35.938136638046295,0.0,2.5,262.1603008467761
89,39.4420605943766,0.0,2.5,203.80810756280553
90,43.287612810830616,0.0,2.5,162.40022700482513
91,47.50810162102798,0.0,2.5,132.04161838811703
92,52.140082879996896,0.0,2.5,109.15014728837414
93,57.223676593502205,0.0,2.5,91.46819048981419
94,62.802914418342596,0.0,2.5,77.5249869261577
95,68.92612104349702,0.0,2.5,66.33321364602307
96,75.64633275546291,0.0,2.5,57.211851382144964
97,83.02175681319753,0.0,2.5,49.67949645490734
98,91.11627561154896,0.0,2.5,43.38821910448603
99,100.0,0.0,2.5,38.08146361998515
