,d_I,Viral Clearance Time,Total Viral Load,Excess CTL
0,1e-08,19.0,1009546.9165812088,2248388.9262897503
1,1.0974987654930568e-08,19.0,989209.2716795455,2248301.568164043
2,1.204503540258781e-08,19.0,967935.9994915,2248201.2838258664
3,1.3219411484660288e-08,19.0,945766.4173527418,2248084.959645919
4,1.4508287784959402e-08,19.0,922752.1905406881,2247949.695159259
5,1.592282793341094e-08,19.0,898957.4447044537,2247790.4641649914
6,1.747528400007683e-08,19.0,874458.1879532491,2247601.7150692022
7,1.9179102616724886e-08,19.0,849341.4182533424,2247375.3078646674
8,2.104904144512022e-08,19.0,823703.5065076307,2247100.375663331
9,2.310129700083158e-08,19.0,797648.2881982035,2246761.490526185
10,2.5353644939701113e-08,19.0,771284.618439543,2246336.876729745
11,2.782559402207126e-08,19.0,744723.5216978213,2245794.7423809594
12,3.053855508833412e-08,19.0,718075.3429884664,2245087.3319975208
13,3.351602650938841e-08,19.0,691446.7821380524,2244141.664444057
14,3.678379771828634e-08,19.0,664938.2333286437,2242842.6890355963
15,4.037017258596558e-08,19.0,638641.5473315963,2241003.9685515948
16,4.4306214575838774e-08,19.0,612638.4186689158,2238314.708871282
17,4.8626015800653535e-08,19.0,586999.4945301835,2234241.686052831
18,5.3366992312063125e-08,19.0,561784.2170309476,2227847.124329954
19,5.857020818056673e-08,19.0,537041.3565107901,2217454.450749618
20,6.42807311728432e-08,19.0,512810.11204722634,2200076.9559052656
21,7.054802310718646e-08,19.0,489121.5130933498,2170635.8205126473
22,7.742636826811277e-08,19.0,465999.9706613843,2121605.3435061886
23,8.497534359086438e-08,19.0,443464.7499937252,2045063.6603267968
24,9.3260334688322e-08,18.7,421528.9878820901,7663517.67319717
25,1.0235310218990269e-07,18.3,400208.2855684926,14203648.794564312
26,1.1233240329780266e-07,17.8,379511.98164751433,21227032.975122474
27,1.232846739442066e-07,17.400000000000002,359450.00610401965,25545646.909790047
28,1.3530477745798075e-07,17.0,340027.96446366864,28981596.01968411
29,1.4849682622544636e-07,16.6,321251.0661116087,31647294.576850463
30,1.6297508346206436e-07,16.2,303123.0385545766,33649481.41696115
31,1.7886495290574352e-07,15.700000000000001,285645.069907057,36085456.766837716
32,1.9630406500402725e-07,15.3,268819.7153675775,36956836.97562709
33,2.1544346900318867e-07,14.9,252644.835316482,37431421.604155324
34,2.3644894126454072e-07,14.5,237117.5676006142,37575512.47502152
35,2.5950242113997374e-07,14.100000000000001,222233.22726866807,37447178.116489455
36,2.848035868435805e-07,13.700000000000001,207985.25058597283,37097273.78990701
37,3.125715849688235e-07,13.3,194365.09795820416,36570375.35080636
38,3.4304692863149193e-07,13.0,181363.20994701947,35363602.89186723
39,3.764935806792471e-07,12.600000000000001,168964.8291226076,34640619.68994151
40,4.1320124001153343e-07,12.200000000000001,157155.9839731297,33840951.18961737
41,4.534878508128582e-07,11.9,145920.4590760764,32569022.677324668
