,d_I,Viral Clearance Time,Total Viral Load,Excess CTL
0,1e-08,19.0,217840.8747888087,616305.3503372523
1,1.0974987654930568e-08,19.0,217067.1242310692,610145.6691416653
2,1.204503540258781e-08,19.0,216239.66204377654,603620.9252247319
3,1.3219411484660288e-08,19.0,215356.6852184255,596729.0153365205
4,1.4508287784959402e-08,19.0,214416.65733607873,589471.0487940698
5,1.592282793341094e-08,19.0,213418.36793691773,581851.74292933
6,1.747528400007683e-08,19.0,212360.9873509065,573879.6780634081
7,1.9179102616724886e-08,19.0,211244.1208679082,565567.5199073687
8,2.104904144512022e-08,19.0,210067.8639815968,556932.1813157175
9,2.310129700083158e-08,19.0,208832.84256265828,547994.8154004974
10,2.5353644939701113e-08,19.0,207540.24519474007,538780.6962373515
11,2.782559402207126e-08,19.0,206191.8392513167,529318.9409455053
12,3.053855508833412e-08,19.0,204789.96763052975,519642.06755857216
13,3.351602650938841e-08,19.0,203337.52239628768,509785.3862233882
14,3.678379771828634e-08,19.0,201837.8925569252,499786.2317481977
15,4.037017258596558e-08,19.0,200294.8842598091,489683.0569388792
16,4.4306214575838774e-08,19.0,198712.61338440108,479514.41825671867
17,4.8626015800653535e-08,19.0,197095.37260152432,469317.8969705685
18,5.3366992312063125e-08,19.0,195447.4770251494,459129.0069949597
19,5.857020818056673e-08,19.0,193773.0967176184,448980.1615642849
20,6.42807311728432e-08,19.0,192076.08145105853,438899.730110832
21,7.054802310718646e-08,19.0,190359.79247946283,428911.28457064956
22,7.742636826811277e-08,19.0,188626.9506966086,419033.05904254084
23,8.497534359086438e-08,19.0,186879.50668343014,409277.641064456
24,9.3260334688322e-08,19.0,185118.55346858274,399651.9824823377
25,1.0235310218990269e-07,19.0,183344.27060034298,390157.6070928951
26,1.1233240329780266e-07,19.0,181555.91623093627,380791.10657375585
27,1.232846739442066e-07,19.0,179751.85464855135,371544.77833301766
28,1.3530477745798075e-07,18.5,177925.19051705554,2174433.560327675
29,1.4849682622544636e-07,17.8,176077.55203541543,4593777.647834069
30,1.6297508346206436e-07,17.1,174206.25582274393,6888266.751456802
31,1.7886495290574352e-07,16.400000000000002,172306.09881649356,9059144.080213984
32,1.9630406500402725e-07,15.8,170372.70159230597,10780447.241252795
33,2.1544346900318867e-07,15.3,168400.5315137635,12078851.906885616
34,2.3644894126454072e-07,14.8,166382.8961923519,13289618.636608316
35,2.5950242113997374e-07,14.4,164315.01762274082,14111939.621708218
36,2.848035868435805e-07,14.0,162190.00965629224,14863006.602904662
37,3.125715849688235e-07,13.700000000000001,160002.96803928752,15259400.651195575
38,3.4304692863149193e-07,13.4,157746.9274479703,15600650.902532518
39,3.764935806792471e-07,13.200000000000001,155416.9798341777,15621211.098837959
40,4.1320124001153343e-07,13.0,153006.24429938025,15603172.487547234
41,4.534878508128582e-07,12.8,150508.94692692003,15546119.65409412
42,4.977023564332114e-07,12.700000000000001,147920.46576839162,15212048.224784663
43,5.462277217684337e-07,12.600000000000001,145234.34457743456,14856847.294349657
44,5.994842503189409e-07,12.5,142445.41203677026,14480758.17092453
45,6.579332246575682e-07,12.4,139548.7976218185,14084223.493796518
46,7.220809018385472e-07,12.4,136541.0631295347,13466862.103470635
47,7.924828983539186e-07,12.3,133416.27162212416,13040867.187657189
48,8.697490026177835e-07,12.3,130173.10626017224,12414481.072113689
49,9.545484566618346e-07,12.3,126807.95840632901,11790017.716862896
50,1.0476157527896663e-06,12.3,123319.11110386805,11168901.791924614
