,r,Viral Clearance Time,Total Viral Load,Excess CTL
0,0.0001,19.0,13253239.08079087,92.87823626352474
1,0.00011497569953977356,19.0,13252630.146820497,106.50643358904637
2,0.00013219411484660288,19.0,13251930.01503546,122.17489704828478
3,0.0001519911082952933,19.0,13251124.751807336,140.19730648596305
4,0.0001747528400007683,19.0,13250198.804404065,160.92125254239656
5,0.00020092330025650479,19.0,13249133.831387956,184.7583692178829
6,0.00023101297000831605,19.0,13247908.986195412,212.17642065157418
7,0.00026560877829466864,19.0,13246500.236189304,243.71413821337046
8,0.0003053855508833416,19.0,13244879.836543467,279.99377571360674
9,0.0003511191734215131,19.0,13243016.087088767,321.72984059304
10,0.0004037017258596554,19.0,13240871.93828579,369.7473222923698
11,0.0004641588833612782,19.0,13238405.193263028,425.0001296848641
12,0.0005336699231206312,19.0,13235567.086885124,488.58517841052964
13,0.0006135907273413176,19.0,13232301.319390241,561.7652551254723
14,0.0007054802310718645,19.0,13228543.027449891,646.0038747192361
15,0.0008111308307896872,19.0,13224217.303191556,742.9896484687808
16,0.0009326033468832199,19.0,13219237.667697366,854.6716968818918
17,0.0010722672220103231,19.0,13213504.311433956,983.3086825215141
18,0.0012328467394420659,19.0,13206901.639499824,1131.5130854678225
19,0.0014174741629268048,19.0,13199295.995530546,1302.3186106382054
20,0.0016297508346206436,19.0,13190532.62752771,1499.2368178831764
21,0.001873817422860383,19.0,13180432.033851717,1726.3537944306854
22,0.0021544346900318843,19.0,13168785.81729113,1988.4223266264542
23,0.0024770763559917113,19.0,13155351.65882999,2290.987711220025
24,0.002848035868435802,19.0,13139847.53722743,2640.523115628923
25,0.0032745491628777285,19.0,13121944.252610689,3044.608182745031
26,0.0037649358067924675,19.0,13101256.94541351,3512.143823978305
27,0.004328761281083062,19.0,13077334.55319272,4053.606019349571
28,0.004977023564332114,19.0,13049647.060186118,4681.363480141224
29,0.00572236765935022,19.0,13017569.104552653,5410.099173557223
30,0.006579332246575682,19.0,12980361.331296705,6257.273285788648
31,0.007564633275546291,19.0,12937144.574520046,7243.788347650134
32,0.008697490026177835,19.0,12886869.614004321,8394.777426371049
33,0.01,19.0,12828276.990940604,9740.650362502447
34,0.011497569953977356,19.0,12759845.854077607,11318.454757062964
35,0.013219411484660288,19.0,12679727.124831721,13173.631946242473
36,0.01519911082952933,19.0,12585654.532961607,15362.436861918646
37,0.01747528400007685,19.0,12474826.76532046,17955.086928409466
38,0.02009233002565048,19.0,12343745.389148027,21040.17399066278
39,0.023101297000831605,19.0,12187991.874598823,24730.698360014674
40,0.026560877829466867,19.0,12001914.37744927,29172.600178771827
41,0.030538555088334154,19.0,11778178.382641906,34556.91654620246
42,0.03511191734215131,19.0,11507113.123864489,41137.4457300886
43,0.040370172585965536,19.0,11175742.421644859,49256.86989324429
44,0.04641588833612782,19.0,10766335.986288346,59386.02168570072
45,0.05336699231206313,19.0,10254270.154826663,72183.8723802342
46,0.061359072734131756,19.0,9605147.026471848,88589.64979887585
47,0.07054802310718646,19.0,8772622.989319367,109960.4132318162
48,0.08111308307896872,19.0,7708137.434339686,138218.8557067566
49,0.093260334688322,19.0,6438411.7943408685,175098.27242201753
50,0.10722672220103231,19.0,5211324.050242418,201159.7614402677
51,0.12328467394420659,19.0,4207562.131361108,180912.0638923248
52,0.14174741629268048,18.2,3393932.070836907,1497351.4238799666
53,0.16297508346206452,15.200000000000001,2724401.118600702,6718429.435396462
54,0.1873817422860385,13.100000000000001,2166282.725322723,10629825.110240497
55,0.21544346900318845,11.5,1696005.1203475252,13867636.964804681
56,0.24770763559917114,10.200000000000001,1296682.8091183864,16801518.867873374
57,0.2848035868435802,9.1,957531.0784873626,19615325.306264598
