,c_V,Viral Clearance Time,Total Viral Load,Excess CTL
0,1e-08,19.0,16513742.069711491,4557228.799018684
1,1.0974987654930568e-08,19.0,16261872.870252352,4553436.895686102
2,1.204503540258781e-08,19.0,16000806.267583389,4548819.73514417
3,1.3219411484660288e-08,19.0,15731355.61244452,4543127.579212408
4,1.4508287784959402e-08,19.0,15454454.846067933,4536011.996454679
5,1.592282793341094e-08,19.0,15171136.886924624,4526978.279269765
6,1.747528400007683e-08,19.0,14882499.91029029,4515315.405411146
7,1.9179102616724886e-08,19.0,14589671.981669866,4499982.245420822
8,2.104904144512022e-08,19.0,14293768.245750941,4479438.54105108
9,2.310129700083158e-08,19.0,13995848.686056463,4451388.777609307
10,2.5353644939701113e-08,19.0,13696878.556286786,4412425.240386396
11,2.782559402207126e-08,19.0,13397695.227749113,4357602.154942193
12,3.053855508833412e-08,19.0,13098985.874511737,4280136.452498685
13,3.351602650938841e-08,19.0,12801276.43559012,4171775.301807865
14,3.678379771828634e-08,19.0,12504934.437247556,4024725.1165812993
15,4.037017258596558e-08,19.0,12210182.311070904,3835520.8597578937
16,4.4306214575838774e-08,19.0,11917120.020889077,3608851.299412556
17,4.8626015800653535e-08,19.0,11625751.978847269,3357425.5363836894
18,5.3366992312063125e-08,19.0,11336013.980542297,3097048.3986659637
19,5.857020818056673e-08,19.0,11047796.445271092,2841121.9432873796
20,6.42807311728432e-08,19.0,10760961.733734932,2598253.7478975668
21,7.054802310718646e-08,19.0,10475356.205755517,2372703.043336782
22,7.742636826811277e-08,19.0,10190817.584946228,2165816.7571394644
23,8.497534359086438e-08,19.0,9907180.119181095,1977311.0647723922
24,9.3260334688322e-08,19.0,9624277.436328359,1806111.612181455
25,1.0235310218990269e-07,18.7,9341942.280898899,6681493.357070483
26,1.1233240329780266e-07,18.3,9060015.44654727,12418215.669763535
27,1.232846739442066e-07,17.900000000000002,8778339.479234545,17325625.243077654
28,1.3530477745798075e-07,17.5,8496761.90901387,21504668.135901548
29,1.4849682622544636e-07,17.2,8215138.053653524,23695847.19739402
30,1.6297508346206436e-07,16.8,7933328.3503250545,26743234.68289594
31,1.7886495290574352e-07,16.400000000000002,7651205.625669951,29289891.988106757
32,1.9630406500402725e-07,16.1,7368653.914664211,30258221.47313605
33,2.1544346900318867e-07,15.8,7085567.824365801,30962229.148990326
34,2.3644894126454072e-07,15.4,6801857.017125908,32441659.461391836
35,2.5950242113997374e-07,15.100000000000001,6517450.939658007,32653393.133807562
36,2.848035868435805e-07,14.700000000000001,6232294.674069651,33591103.973553374
37,3.125715849688235e-07,14.4,5946359.45678954,33424835.312951475
38,3.4304692863149193e-07,14.100000000000001,5659638.982927096,33128125.664048005
39,3.764935806792471e-07,13.8,5372156.617898486,32716939.907626703
40,4.1320124001153343e-07,13.5,5083968.301485287,32205173.78146622
41,4.534878508128582e-07,13.200000000000001,4795166.460897455,31604938.77027509
42,4.977023564332114e-07,12.9,4505884.569340663,30926818.173572466
43,5.462277217684337e-07,12.600000000000001,4216301.849751821,30180088.16440045
44,5.994842503189409e-07,12.3,3926648.3555098344,29372916.319472603
45,6.579332246575682e-07,12.0,3637210.1736384765,28512538.913628448
46,7.220809018385472e-07,11.700000000000001,3348335.252549254,27605419.48390559
47,7.924828983539186e-07,11.4,3060439.181408391,26657389.53677942
48,8.697490026177835e-07,11.100000000000001,2774012.046069418,25673773.393250383
49,9.545484566618346e-07,10.8,2489627.4813933,24659483.888883743
50,1.0476157527896663e-06,10.600000000000001,2207959.2327003917,23242474.30497697
51,1.1497569953977357e-06,10.3,1929807.543896575,22205492.548158996
52,1.261856883066021e-06,10.0,1656176.721623371,21148905.200994052
53,1.3848863713938746e-06,9.8,1388435.4801682709,19773669.702660896
54,1.519911082952933e-06,9.5,1128675.7988170395,18703289.424311217
55,1.6681005372000591e-06,9.3,880447.7838516189,17351099.36666744
56,1.8307382802953698e-06,9.1,649930.9230426105,15998057.74470643
57,2.0092330025650458e-06,8.9,446937.29943307425,14611899.029996173
58,2.2051307399030456e-06,8.700000000000001,283338.7907299019,13158068.88256357
59,2.4201282647943835e-06,8.700000000000001,166592.2427889856,11306370.735877067
60,2.656087782946684e-06,8.700000000000001,93266.6127701321,9512123.119881978
61,2.9150530628251817e-06,8.9,51473.36962676983,7612510.77057283
62,3.1992671377973847e-06,9.5,28772.131541010855,5618074.058155817
63,3.5111917342151347e-06,10.5,16483.186457228505,3785525.961342543
64,3.853528593710536e-06,12.600000000000001,9631.629134450548,1997537.2052462872
65,4.229242874389499e-06,19.0,5618.183486694408,17678.357785527678
66,4.641588833612782e-06,19.0,2808.2445204130745,11589.755786816579
67,5.094138014816386e-06,19.0,353.80603922223736,1346.15935891259
68,5.590810182512223e-06,1.9000000000000001,33.318979846551066,38198.24308882718
69,6.1359072734131755e-06,0.9,16.741697930208513,19622.996316994395
70,6.7341506577508285e-06,0.5,10.556326185975859,12769.63887232241
71,7.390722033525775e-06,0.4,8.492864885416951,9172.528915827063
72,8.111308307896873e-06,0.30000000000000004,6.860048812086847,7019.570892743103
73,8.902150854450392e-06,0.2,5.463368934661309,5589.616912924625
74,9.770099572992246e-06,0.2,5.141124607377049,4552.858502347756
75,1.0722672220103253e-05,0.1,3.968949405729279,3797.8053411891597
76,1.1768119524349992e-05,0.1,3.830540740984403,3204.0112916783332
77,1.2915496650148827e-05,0.1,3.6936014436175073,2734.6148500886056
78,1.4174741629268077e-05,0.1,3.5594775714563145,2355.749853854022
79,1.5556761439304724e-05,0.0,2.5,2044.7412175581799
80,1.7073526474706923e-05,0.0,2.5,1785.925575647073
81,1.8738174228603867e-05,0.0,2.5,1568.0405731629123
82,2.0565123083486515e-05,0.0,2.5,1382.814444728709
83,2.2570197196339216e-05,0.0,2.5,1224.1278857221014
84,2.477076355991714e-05,0.0,2.5,1087.1624803644029
85,2.71858824273294e-05,0.0,2.5,968.3409491668109
86,2.9836472402833404e-05,0.0,2.5,864.5303414702298
87,3.274549162877732e-05,0.0,2.5,773.4694931602098
88,3.5938136638046256e-05,0.0,2.5,693.2766858820919
89,3.944206059437664e-05,0.0,2.5,622.4290677285641
90,4.328761281083062e-05,0.0,2.5,559.7946348964465
91,4.750810162102793e-05,0.0,2.5,504.02548185246985
92,5.214008287999695e-05,0.0,2.5,454.28723216903154
93,5.72236765935022e-05,0.0,2.5,409.9447125069563
94,6.28029144183426e-05,0.0,2.5,370.239312661346
95,6.89261210434971e-05,0.0,2.5,334.691824543674
96,7.56463327554629e-05,0.0,2.5,302.7854782703331
97,8.302175681319752e-05,0.0,2.5,274.18340739379636
98,9.111627561154906e-05,0.0,2.5,248.40500394748534
99,0.0001,0.0,2.5,225.03565692112306
