,c_T,Viral Clearance Time,Total Viral Load,Excess CTL
57,1.6297508346206468e-07,9.5,884681.7432381362,19461703.47442226
58,2.3644894126454072e-07,9.5,884681.1398034259,19461698.645086717
59,3.430469286314926e-07,9.5,884680.2639159831,19461691.672634035
60,4.977023564332114e-07,9.5,884678.9953802363,19461681.777656313
61,7.220809018385486e-07,9.5,884677.1525272814,19461666.92423568
62,1.0476157527896663e-06,9.5,884674.4762632905,19461646.07993971
63,1.5199110829529394e-06,9.5,884670.5967476197,19461615.330217842
64,2.2051307399030503e-06,9.5,884664.9683696455,19461570.83945497
65,3.1992671377973847e-06,9.5,884656.8025466241,19461506.20501593
66,4.641588833612791e-06,9.5,884644.9555776728,19461412.5722842
67,6.7341506577508285e-06,9.5,884627.7676863906,19461276.62005253
68,9.770099572992287e-06,9.5,884602.8315693969,19461079.378065836
69,1.4174741629268077e-05,9.5,884566.6570046716,19460793.386389878
70,2.05651230834866e-05,9.5,884514.1665573329,19460378.331377964
71,2.9836472402833465e-05,9.5,884438.029549109,19459775.980193447
72,4.328761281083062e-05,9.5,884327.5601842045,19458902.258742295
73,6.280291441834272e-05,9.5,884167.324028219,19457634.3944908
74,9.111627561154906e-05,9.5,883934.8886241342,19455794.496539418
75,0.00013219411484660342,9.5,883597.7606712894,19453125.321537178
76,0.00019179102616724927,9.4,883107.8133740668,19735494.952650554
77,0.0002782559402207126,9.4,882398.8318437608,19729864.64910671
78,0.00040370172585965663,9.4,881371.017079348,19721692.014198534
79,0.0005857020818056673,9.4,879881.5389654017,19709825.263375096
80,0.0008497534359086473,9.4,877724.0943518182,19692588.960240122
81,0.0012328467394420685,9.4,874601.5161929112,19667540.726489995
82,0.0017886495290574424,9.4,870086.8942783374,19631113.616304066
83,0.002595024211399743,9.4,863569.9079961824,19578085.214259803
84,0.0037649358067924714,9.4,854183.6743980111,19500780.184596203
85,0.005462277217684359,9.4,840709.418100118,19387866.86451997
86,0.007924828983539186,9.3,821457.6835041174,19510257.41019041
87,0.011497569953977403,9.200000000000001,794142.6337274733,19556670.99893544
88,0.016681005372000627,9.200000000000001,755776.2203647153,19197910.13297391
89,0.024201282647943932,9.0,702672.0395652951,19250909.544514023
90,0.03511191734215142,8.9,630766.4367490753,18757726.76197332
91,0.05094138014816386,8.6,536614.867899804,18486568.11107534
92,0.07390722033525805,8.3,419865.6815898459,17731366.280749224
93,0.10722672220103253,19.0,288228.8010853544,80701.24765130517
94,0.15556761439304786,19.0,163608.7407758228,111514.12206537282
95,0.22570197196339262,19.0,74040.6302880574,166137.2578705195
96,0.3274549162877732,18.1,27181.348999713657,2150429.156251174
97,0.47508101621028126,13.4,8897.25218358964,9511822.555667365
98,0.6892612104349709,4.800000000000001,2662.1655901613585,23629653.24716071
99,1.0,3.6,777.2317613896224,25587928.832057476
