,K,Viral Clearance Time,Total Viral Load,Excess CTL
0,1e-16,11.3,1216367.7611469661,24593870.65986404
1,1.3219411484660287e-16,11.3,1216367.7611469661,24593870.65986404
2,1.7475284000076829e-16,11.3,1216367.7611469661,24593870.65986404
3,2.310129700083158e-16,11.3,1216367.7611469661,24593870.65986404
4,3.0538555088334123e-16,11.3,1216367.7611469661,24593870.65986404
5,4.03701725859655e-16,11.3,1216367.7611469661,24593870.65986404
6,5.336699231206302e-16,11.3,1216367.7611469661,24593870.65986404
7,7.054802310718631e-16,11.3,1216367.7611469661,24593870.65986404
8,9.32603346883218e-16,11.3,1216367.7611469661,24593870.65986404
9,1.2328467394420634e-15,11.3,1216367.7611469661,24593870.65986404
10,1.6297508346206468e-15,11.3,1216367.7611469661,24593870.65986404
11,2.1544346900318867e-15,11.3,1216367.7611469661,24593870.659864962
12,2.8480358684358048e-15,11.3,1216367.7611469643,24593870.65978832
13,3.764935806792471e-15,11.3,1216367.7611469652,24593870.659878187
14,4.977023564332114e-15,11.3,1216367.7611469612,24593870.6597664
15,6.5793322465756826e-15,11.3,1216367.7611469626,24593870.659813516
16,8.697490026177834e-15,11.3,1216367.7611469624,24593870.659764897
17,1.1497569953977357e-14,11.3,1216367.7611469629,24593870.659777235
18,1.5199110829529332e-14,11.3,1216367.7611469587,24593870.659797963
19,2.009233002565046e-14,11.3,1216367.7611469629,24593870.659943588
20,2.656087782946684e-14,11.3,1216367.7611469498,24593870.6597385
21,3.5111917342151274e-14,11.3,1216367.7611469422,24593870.659652125
22,4.6415888336127915e-14,11.3,1216367.7611469354,24593870.659752313
23,6.135907273413189e-14,11.3,1216367.7611469177,24593870.65984201
24,8.111308307896889e-14,11.3,1216367.761146886,24593870.659974422
25,1.0722672220103254e-13,11.3,1216367.7611468208,24593870.65998615
26,1.4174741629268076e-13,11.3,1216367.7611467137,24593870.659911677
27,1.8738174228603867e-13,11.3,1216367.7611465224,24593870.65982568
28,2.477076355991714e-13,11.3,1216367.761146194,24593870.659912106
29,3.2745491628777316e-13,11.3,1216367.761145612,24593870.65970429
30,4.3287612810830614e-13,11.3,1216367.7611445964,24593870.659464642
31,5.72236765935022e-13,11.3,1216367.7611428415,24593870.65963755
32,7.564633275546291e-13,11.3,1216367.7611397617,24593870.65946945
33,1e-12,11.3,1216367.7611343719,24593870.658996284
34,1.3219411484660287e-12,11.3,1216367.7611249543,24593870.658395145
35,1.747528400007683e-12,11.3,1216367.7611085093,24593870.657593023
36,2.310129700083158e-12,11.3,1216367.7610797624,24593870.655901615
37,3.0538555088334124e-12,11.3,1216367.7610295187,24593870.652585715
38,4.03701725859655e-12,11.3,1216367.7609417168,24593870.646887418
39,5.336699231206302e-12,11.3,1216367.7607883005,24593870.637649402
40,7.054802310718631e-12,11.3,1216367.7605201853,24593870.620636918
41,9.32603346883218e-12,11.3,1216367.760051653,24593870.591512322
42,1.2328467394420634e-11,11.3,1216367.7592328708,24593870.540336996
43,1.62975083462064e-11,11.3,1216367.7578020357,24593870.450970866
44,2.1544346900318868e-11,11.3,1216367.7553016038,24593870.294837277
45,2.848035868435805e-11,11.3,1216367.7509320304,24593870.021851435
46,3.764935806792471e-11,11.3,1216367.7432960772,24593869.544949435
47,4.977023564332114e-11,11.3,1216367.7299520303,24593868.711413838
48,6.579332246575682e-11,11.3,1216367.7066329266,24593867.25468295
49,8.697490026177835e-11,11.3,1216367.6658821525,24593864.70949308
50,1.1497569953977356e-10,11.3,1216367.5946690252,24593860.26115771
51,1.5199110829529332e-10,11.3,1216367.4702221379,24593852.487876154
52,2.0092330025650458e-10,11.3,1216367.2527478773,24593838.904423922
53,2.656087782946695e-10,11.3,1216366.8727060119,24593815.166080724
54,3.5111917342151416e-10,11.3,1216366.2085739071,24593773.68287384
55,4.6415888336127913e-10,11.3,1216365.0479898392,24593701.1909314
56,6.135907273413189e-10,11.3,1216363.01985345,24593574.5108092
57,8.111308307896889e-10,11.3,1216359.47568014,24593353.140476294
58,1.0722672220103253e-09,11.3,1216353.2822972997,24592966.30113023
59,1.4174741629268078e-09,11.3,1216342.459675545,24592290.358848397
60,1.873817422860387e-09,11.3,1216323.5483348106,24591109.307636466
61,2.4770763559917138e-09,11.3,1216290.5048037309,24589045.92874581
62,3.2745491628777316e-09,11.3,1216232.7742526405,24585441.117830493
63,4.328761281083061e-09,11.3,1216131.9310840364,24579147.327322006
64,5.72236765935022e-09,11.3,1215955.8346992966,24568164.543050498
65,7.56463327554629e-09,11.3,1215648.4970335697,24549020.303060975
66,1e-08,11.3,1215112.6186040242,24515706.810548004
67,1.3219411484660288e-08,11.3,1214179.804427075,24457921.333698418
68,1.747528400007683e-08,11.200000000000001,1212559.6947218378,24778836.132493064
69,2.310129700083158e-08,11.200000000000001,1209763.1192809269,24607329.96159424
70,3.053855508833412e-08,11.200000000000001,1204972.4782699817,24318767.720626585
71,4.03701725859655e-08,11.100000000000001,1196875.7845010168,24258835.79611737
72,5.336699231206302e-08,10.9,1183482.9953522745,24321401.7126559
73,7.05480231071866e-08,10.8,1162025.052110556,23590684.75740746
74,9.326033468832218e-08,10.5,1129081.515390432,23186735.97055839
75,1.2328467394420683e-07,10.200000000000001,1081007.2966638338,22313591.463030484
76,1.6297508346206468e-07,9.9,1014264.6979499005,21102023.03249375
77,2.1544346900318867e-07,9.700000000000001,924851.7350970809,19454244.6916079
78,2.848035868435805e-07,9.700000000000001,805709.2807200034,17406308.06556325
79,3.764935806792471e-07,10.100000000000001,640291.0597781532,14855476.451326832
80,4.977023564332114e-07,11.100000000000001,389793.5659268473,11863327.64523879
81,6.579332246575682e-07,12.100000000000001,72005.68056225336,8758891.959461922
82,8.697490026177835e-07,9.1,3010.8144632678595,8198334.142350178
83,1.1497569953977357e-06,5.7,295.71605259323053,6837987.550349167
84,1.519911082952933e-06,3.2,74.46272100234496,5136411.995542677
85,2.0092330025650458e-06,1.7000000000000002,32.595272503564225,3822791.422501054
86,2.656087782946684e-06,1.1,20.75487620057584,3011579.395514451
87,3.5111917342151275e-06,0.9,16.810566430630743,2569578.2916589146
88,4.641588833612791e-06,0.7000000000000001,13.977993421337306,2343394.145806644
89,6.135907273413188e-06,0.7000000000000001,13.583155736161483,2211375.287440537
90,8.11130830789689e-06,0.7000000000000001,13.358090881127621,2138371.035225367
91,1.0722672220103253e-05,0.6000000000000001,12.243677390589518,2104562.7699119
92,1.4174741629268077e-05,0.6000000000000001,12.183443661238137,2081410.8648846694
93,1.8738174228603867e-05,0.6000000000000001,12.148977019835067,2068251.701689719
94,2.477076355991714e-05,0.6000000000000001,12.12925414950231,2060751.589975159
95,3.274549162877732e-05,0.6000000000000001,12.117968157757469,2056469.1611212562
96,4.328761281083062e-05,0.6000000000000001,12.111509954790902,2054021.8233191324
97,5.72236765935022e-05,0.6000000000000001,12.107814352030339,2052622.257026625
98,7.56463327554629e-05,0.6000000000000001,12.10569959874904,2051821.8117572546
99,0.0001,0.6000000000000001,12.104489461319881,2051363.8768051176
