,K,Viral Clearance Time,Total Viral Load,Excess CTL
0,1e-16,11.3,1278333.9987375052,34217369.024669066
1,1.3219411484660287e-16,11.3,1278333.9987375052,34217369.024669066
2,1.7475284000076829e-16,11.3,1278333.9987375052,34217369.024669066
3,2.310129700083158e-16,11.3,1278333.9987375052,34217369.024669066
4,3.0538555088334123e-16,11.3,1278333.9987375052,34217369.024669066
5,4.03701725859655e-16,11.3,1278333.9987375052,34217369.024669066
6,5.336699231206302e-16,11.3,1278333.9987375052,34217369.024669066
7,7.054802310718631e-16,11.3,1278333.9987375052,34217369.024669066
8,9.32603346883218e-16,11.3,1278333.9987375052,34217369.024669066
9,1.2328467394420634e-15,11.3,1278333.9987375052,34217369.024669066
10,1.6297508346206468e-15,11.3,1278333.9987375052,34217369.024669066
11,2.1544346900318867e-15,11.3,1278333.9987375052,34217369.024669066
12,2.8480358684358048e-15,11.3,1278333.9987375045,34217369.02466908
13,3.764935806792471e-15,11.3,1278333.9987375056,34217369.02466906
14,4.977023564332114e-15,11.3,1278333.998737506,34217369.02466906
15,6.5793322465756826e-15,11.3,1278333.9987375063,34217369.024669066
16,8.697490026177834e-15,11.3,1278333.9987375047,34217369.024669036
17,1.1497569953977357e-14,11.3,1278333.998737503,34217369.024669014
18,1.5199110829529332e-14,11.3,1278333.998737505,34217369.02466891
19,2.009233002565046e-14,11.3,1278333.9987375012,34217369.02466883
20,2.656087782946684e-14,11.3,1278333.9987374994,34217369.02466865
21,3.5111917342151274e-14,11.3,1278333.9987374942,34217369.02466833
22,4.6415888336127915e-14,11.3,1278333.998737485,34217369.02466778
23,6.135907273413189e-14,11.3,1278333.9987374663,34217369.02466679
24,8.111308307896889e-14,11.3,1278333.998737435,34217369.02466509
25,1.0722672220103254e-13,11.3,1278333.9987373825,34217369.024662144
26,1.4174741629268076e-13,11.3,1278333.9987372935,34217369.024657026
27,1.8738174228603867e-13,11.3,1278333.9987371275,34217369.02464796
28,2.477076355991714e-13,11.3,1278333.9987368498,34217369.02463219
29,3.2745491628777316e-13,11.3,1278333.998736358,34217369.02460456
30,4.3287612810830614e-13,11.3,1278333.998735503,34217369.024556294
31,5.72236765935022e-13,11.3,1278333.9987340064,34217369.024472006
32,7.564633275546291e-13,11.3,1278333.9987313892,34217369.02432473
33,1e-12,11.3,1278333.9987268143,34217369.024067305
34,1.3219411484660287e-12,11.3,1278333.998718825,34217369.02361734
35,1.747528400007683e-12,11.3,1278333.998704856,34217369.02283124
36,2.310129700083158e-12,11.3,1278333.9986804542,34217369.021457374
37,3.0538555088334124e-12,11.3,1278333.9986378022,34217369.0190565
38,4.03701725859655e-12,11.3,1278333.9985632708,34217369.014860936
39,5.336699231206302e-12,11.3,1278333.9984330274,34217369.00752909
40,7.054802310718631e-12,11.3,1278333.9982054234,34217368.994716465
41,9.32603346883218e-12,11.3,1278333.9978076692,34217368.9723262
42,1.2328467394420634e-11,11.3,1278333.9971125927,34217368.93319839
43,1.62975083462064e-11,11.3,1278333.9958979227,34217368.86482147
44,2.1544346900318868e-11,11.3,1278333.993775249,34217368.7453308
45,2.848035868435805e-11,11.3,1278333.9900658254,34217368.536517486
46,3.764935806792471e-11,11.3,1278333.9835834957,34217368.17161035
47,4.977023564332114e-11,11.3,1278333.9722554453,34217367.53392477
48,6.579332246575682e-11,11.3,1278333.952459353,34217366.41955137
49,8.697490026177835e-11,11.3,1278333.917865131,34217364.47215261
50,1.1497569953977356e-10,11.3,1278333.857410771,34217361.06901967
51,1.5199110829529332e-10,11.3,1278333.7517651273,34217355.12195309
52,2.0092330025650458e-10,11.3,1278333.5671466056,34217344.729300216
53,2.656087782946695e-10,11.3,1278333.2445211848,34217326.56788935
54,3.5111917342151416e-10,11.3,1278332.6807262178,34217294.830446824
55,4.6415888336127913e-10,11.3,1278331.6954849795,34217239.36878799
56,6.135907273413189e-10,11.3,1278329.9737677383,34217142.44925649
57,8.111308307896889e-10,11.3,1278326.9650784112,34216973.08356944
58,1.0722672220103253e-09,11.3,1278321.707492944,34216677.12427427
59,1.4174741629268078e-09,11.3,1278312.5202766582,34216159.96380333
60,1.873817422860387e-09,11.3,1278296.4670761973,34215256.32356075
61,2.4770763559917138e-09,11.3,1278268.4189061723,34213677.52960599
62,3.2745491628777316e-09,11.3,1278219.4199671317,34210919.589256585
63,4.328761281083061e-09,11.3,1278133.84184713,34206103.20386957
64,5.72236765935022e-09,11.200000000000001,1277983.4407233843,34636296.444191985
65,7.56463327554629e-09,11.200000000000001,1277722.8191479126,34621446.533605956
66,1e-08,11.200000000000001,1277268.7540267475,34595587.01394237
67,1.3219411484660288e-08,11.200000000000001,1276479.4334217077,34550672.279758684
68,1.747528400007683e-08,11.200000000000001,1275112.60636131,34473009.451122105
69,2.310129700083158e-08,11.200000000000001,1272761.2395704696,34339742.518375486
70,3.053855508833412e-08,11.100000000000001,1268759.5383832124,34545959.54613711
71,4.03701725859655e-08,11.0,1262072.4270822876,34593868.679476485
72,5.336699231206302e-08,10.8,1251203.283934914,34816255.861491196
73,7.05480231071866e-08,10.600000000000001,1234238.1773697613,34663896.037051804
74,9.326033468832218e-08,10.4,1209132.1139137829,34019904.329989575
75,1.2328467394420683e-07,10.100000000000001,1174222.687323482,33177002.199778993
76,1.6297508346206468e-07,9.8,1128662.0948535865,31707853.16164198
77,2.1544346900318867e-07,9.600000000000001,1072365.086831022,29355398.06967368
78,2.848035868435805e-07,9.600000000000001,1005369.4179875051,26032802.75699174
79,3.764935806792471e-07,9.8,926794.1777270174,22027227.1219019
80,4.977023564332114e-07,10.5,833685.2785038203,16995239.10797897
81,6.579332246575682e-07,11.9,720254.5765779086,11235128.210225258
82,8.697490026177835e-07,14.700000000000001,578626.5455969356,4942828.547252855
83,1.1497569953977357e-06,19.0,402030.47680204664,68363.18959123715
84,1.519911082952933e-06,19.0,88129.20671419137,11848.302645209607
85,2.0092330025650458e-06,9.4,156.06226014432482,2364.4744331234133
86,2.656087782946684e-06,1.9000000000000001,33.070061652101444,1101.2511546229944
87,3.5111917342151275e-06,1.2000000000000002,21.79547540425961,761.3786745285147
88,4.641588833612791e-06,1.0,18.355401767189463,635.691831134155
89,6.135907273413188e-06,0.9,16.710465425618438,577.9477663527479
90,8.11130830789689e-06,0.8,15.382386775289495,549.2780636134095
91,1.0722672220103253e-05,0.8,15.213678517611564,532.9327273801321
92,1.4174741629268077e-05,0.8,15.117377836492668,523.9058000368067
93,1.8738174228603867e-05,0.8,15.062351185875244,518.8427303823298
94,2.477076355991714e-05,0.8,15.030889423662972,515.9782164349217
95,3.274549162877732e-05,0.8,15.012894577909215,514.3496189804982
96,4.328761281083062e-05,0.8,15.00260013412947,513.4211142648708
97,5.72236765935022e-05,0.8,14.99671021600864,512.8909107468675
98,7.56463327554629e-05,0.8,14.993340096808714,512.587874980853
99,0.0001,0.8,14.991411691779248,512.4145864794496
