,c_V,Viral Clearance Time,Total Viral Load,Excess CTL
0,1e-08,19.0,20005863.48923376,4589503.938683148
1,1.0974987654930568e-08,19.0,19958703.559441075,4589272.358048379
2,1.204503540258781e-08,19.0,19906968.309146136,4589017.163187033
3,1.3219411484660288e-08,19.0,19850216.67637373,4588735.818444255
4,1.4508287784959402e-08,19.0,19787965.75859705,4588425.485490111
5,1.592282793341094e-08,19.0,19719687.020387627,4588082.979613654
6,1.747528400007683e-08,19.0,19644802.211005133,4587704.718165948
7,1.9179102616724886e-08,19.0,19562678.97499882,4587286.656688267
8,2.104904144512022e-08,19.0,19472626.202382926,4586824.105682021
9,2.310129700083158e-08,19.0,19373888.948254146,4586312.258448328
10,2.5353644939701113e-08,19.0,19265643.523430023,4585744.6853626575
11,2.782559402207126e-08,19.0,19146991.766676564,4585114.705306963
12,3.053855508833412e-08,19.0,19016955.718968265,4584414.0942468885
13,3.351602650938841e-08,19.0,18874472.214758083,4583634.286635431
14,3.678379771828634e-08,19.0,18718387.539616697,4582764.21636419
15,4.037017258596558e-08,19.0,18547453.458883815,4581790.753267344
16,4.4306214575838774e-08,19.0,18360323.493358515,4580698.624355607
17,4.8626015800653535e-08,19.0,18155552.413906686,4579468.680245719
18,5.3366992312063125e-08,19.0,17931598.30975176,4578077.735518759
19,5.857020818056673e-08,19.0,17686831.62801946,4576495.545044406
20,6.42807311728432e-08,19.0,17419552.215948805,4574683.469909107
21,7.054802310718646e-08,19.0,17128022.028090384,4572590.099978323
22,7.742636826811277e-08,19.0,16810522.555665314,4570142.677990986
23,8.497534359086438e-08,19.0,16465448.197793772,4567236.545124514
24,9.3260334688322e-08,19.0,16091461.48713433,4563712.219178407
25,1.0235310218990269e-07,19.0,15687737.4444367,4559309.797655347
26,1.1233240329780266e-07,19.0,15254332.477164738,4553573.861665228
27,1.232846739442066e-07,19.0,14792684.449763514,4545629.866413273
28,1.3530477745798075e-07,19.0,14306144.83306577,4533609.933692642
29,1.4849682622544636e-07,19.0,13800212.676493913,4513014.879463889
30,1.6297508346206436e-07,19.0,13281914.573186666,4471723.87905858
31,1.7886495290574352e-07,19.0,12758133.048514033,4376350.286568532
32,1.9630406500402725e-07,19.0,12233836.484566957,4160501.612143673
33,2.1544346900318867e-07,19.0,11711623.524354886,3799606.882671132
34,2.3644894126454072e-07,19.0,11192567.194649752,3380981.643561722
35,2.5950242113997374e-07,19.0,10677152.566416517,2979944.2361889966
36,2.848035868435805e-07,19.0,10165715.082947414,2618778.365137327
37,3.125715849688235e-07,18.6,9658566.689304318,11669835.227755716
38,3.4304692863149193e-07,18.1,9156036.556572365,20875429.717433706
39,3.764935806792471e-07,17.6,8658468.837101571,28003345.88428314
40,4.1320124001153343e-07,17.2,8166231.853154162,31595534.495216724
41,4.534878508128582e-07,16.7,7679715.782795078,35680893.127752244
42,4.977023564332114e-07,16.3,7199341.437570593,37065392.024126865
43,5.462277217684337e-07,15.8,6725553.704863529,39040255.002837926
44,5.994842503189409e-07,15.3,6258830.235858869,40167508.39357365
45,6.579332246575682e-07,14.9,5799680.412422066,39499927.11234905
46,7.220809018385472e-07,14.4,5348643.787059396,39471989.20423609
47,7.924828983539186e-07,14.0,4906299.5499361735,38081405.72379719
48,8.697490026177835e-07,13.5,4473260.212655022,37312199.80560157
49,9.545484566618346e-07,13.100000000000001,4050182.2831299882,35512218.32109296
50,1.0476157527896663e-06,12.700000000000001,3637761.0908488245,33630578.864285685
51,1.1497569953977357e-06,12.200000000000001,3236737.0600400246,32303560.405716676
52,1.261856883066021e-06,11.8,2847901.181996098,30304104.847761482
53,1.3848863713938746e-06,11.4,2472093.5162935555,28321596.608210836
54,1.519911082952933e-06,10.9,2110214.3890789812,26812301.19399637
55,1.6681005372000591e-06,10.5,1763252.852767246,24871550.918663036
56,1.8307382802953698e-06,10.100000000000001,1432372.010905569,22996591.475982014
57,2.0092330025650458e-06,9.700000000000001,1119231.858897142,21191700.622027375
58,2.2051307399030456e-06,9.4,826983.0746222712,19168926.91745388
59,2.4201282647943835e-06,9.0,562745.6110541251,17484000.8747355
60,2.656087782946684e-06,8.700000000000001,341149.83983119705,15526442.897133386
61,2.9150530628251817e-06,8.5,181137.93091271448,13297099.029865045
62,3.1992671377973847e-06,8.4,87258.32926916705,10901356.890170645
63,3.5111917342151347e-06,8.5,41068.77991768207,8439361.255742535
64,3.853528593710536e-06,9.0,20001.676432609118,6005038.926864578
65,4.229242874389499e-06,10.100000000000001,10263.903549434282,3776162.863779421
66,4.641588833612782e-06,12.4,5449.0925686916335,1814491.34910046
67,5.094138014816386e-06,19.0,2814.4813171987307,14102.901421376051
68,5.590810182512223e-06,19.0,755.2583074089243,4591.3408325594855
69,6.1359072734131755e-06,2.5,42.986265361075965,67483.17043353208
70,6.7341506577508285e-06,0.9,17.109678423521537,30167.77496226754
71,7.390722033525775e-06,0.5,10.564230617934037,18539.042047385778
72,8.111308307896873e-06,0.4,8.41742018129466,12952.664396957538
73,8.902150854450392e-06,0.30000000000000004,6.763956601305034,9752.028803566061
74,9.770099572992246e-06,0.2,5.382638255481126,7683.101427600115
75,1.0722672220103253e-05,0.1,4.063794899803061,6234.165457058884
76,1.1768119524349992e-05,0.1,3.9164457832319406,5152.752720224356
77,1.2915496650148827e-05,0.1,3.7706616074941346,4328.60158897536
78,1.4174741629268077e-05,0.1,3.6278754087351364,3682.0593728904964
79,1.5556761439304724e-05,0.0,2.5,3163.3344023830145
80,1.7073526474706923e-05,0.0,2.5,2739.6372436204356
81,1.8738174228603867e-05,0.0,2.5,2388.4881326354102
82,2.0565123083486515e-05,0.0,2.5,2093.8515161864807
83,2.2570197196339216e-05,0.0,2.5,1844.174484621245
84,2.477076355991714e-05,0.0,2.5,1630.7123750694448
85,2.71858824273294e-05,0.0,2.5,1446.7403970180428
86,2.9836472402833404e-05,0.0,2.5,1287.4963006558362
87,3.274549162877732e-05,0.0,2.5,1148.6166997481369
88,3.5938136638046256e-05,0.0,2.5,1026.9580194641371
89,3.944206059437664e-05,0.0,2.5,919.9807769677843
90,4.328761281083062e-05,0.0,2.5,825.6934971615669
91,4.750810162102793e-05,0.0,2.5,742.1323694928087
92,5.214008287999695e-05,0.0,2.5,667.9352188150397
93,5.72236765935022e-05,0.0,2.5,601.8267898063298
94,6.28029144183426e-05,0.0,2.5,542.8692683125963
95,6.89261210434971e-05,0.0,2.5,490.2281981578677
96,7.56463327554629e-05,0.0,2.5,443.0413880897917
97,8.302175681319752e-05,0.0,2.5,400.77786850244735
98,9.111627561154906e-05,0.0,2.5,362.8000035134144
99,0.0001,0.0,2.5,328.47361333597223
