,p,Viral Clearance Time,Total Viral Load,Excess CTL
0,0.01,0.8,15.314208493667905,1489278.5729721214
1,0.010974987654930561,0.8,15.31912356840269,1490429.092602883
2,0.012045035402587823,0.8,15.324520732462997,1491693.42510532
3,0.013219411484660288,0.8,15.330447579265519,1493083.0048588428
4,0.014508287784959394,0.8,15.336956463992433,1494610.4518494466
5,0.015922827933410922,0.8,15.344104992890921,1496289.7014572017
6,0.01747528400007684,0.8,15.351956565545205,1498136.1478913454
7,0.019179102616724886,0.8,15.360580976268919,1500166.8186138382
8,0.02104904144512021,0.8,15.370055081762644,1502400.6580443166
9,0.023101297000831605,0.8,15.380463543072397,1504858.2893580173
10,0.025353644939701114,0.8,15.391899651048043,1507562.9307273782
11,0.027825594022071243,0.8,15.404466245766669,1510540.2085341243
12,0.030538555088334154,0.8,15.418276742004512,1513818.5768659385
13,0.033516026509388425,0.8,15.433456274509288,1517429.657325422
14,0.03678379771828634,0.8,15.450142979054599,1521408.6360180886
15,0.040370172585965536,0.8,15.468489425925531,1525794.6168449125
16,0.044306214575838825,0.8,15.488664234839575,1530631.5550444913
17,0.04862601580065353,0.8,15.51085388379398,1535968.1876408302
18,0.0533669923120631,0.8,15.535264747608844,1541859.2884527093
19,0.05857020818056667,0.8,15.562125402411553,1548365.9995080463
20,0.06428073117284322,0.8,15.591689269281286,1555557.4699418903
21,0.07054802310718646,0.8,15.624237499772669,1563511.1967274633
22,0.0774263682681127,0.8,15.66008220269138,1572314.4677487256
23,0.08497534359086446,0.8,15.699570753866608,1582066.5373388946
24,0.093260334688322,0.9,16.746009354093527,1583904.9873019224
25,0.10235310218990264,0.9,16.802228015707442,1595906.425302037
26,0.11233240329780277,0.9,16.864270219719423,1609242.2737356331
27,0.12328467394420665,0.9,16.932776616783087,1624079.262513042
28,0.13530477745798075,0.9,17.008465888231463,1640608.8602786816
29,0.1484968262254465,0.9,17.092146199584118,1659052.631652548
30,0.16297508346206444,0.9,17.184728421214665,1679665.4545501578
31,0.1788649529057435,0.9,17.28724271058422,1702745.632575383
32,0.19630406500402714,0.9,17.400851978790648,1728641.3205537433
33,0.21544346900318845,1.0,18.538773985398752,1747664.2062996742
34,0.23644894126454083,1.0,18.700198385391378,1780488.0796684928
35,0.25950242113997374,1.0,18.879886942971122,1817590.9359746284
36,0.2848035868435802,1.0,19.080189761634625,1859657.1312758154
37,0.3125715849688237,1.1,20.319190725966582,1896291.9423601115
38,0.34304692863149194,1.1,20.603897278484883,1950923.7056696524
39,0.37649358067924693,1.1,20.923479665876688,2013549.6724698727
40,0.41320124001153385,1.2000000000000002,22.32378000957687,2073318.5692713808
41,0.4534878508128584,1.3,23.78483980285656,2143287.8876189077
42,0.49770235643321115,1.3,24.362395258602607,2240323.0466087684
43,0.5462277217684343,1.4000000000000001,26.06930325994202,2339256.1628854494
44,0.5994842503189411,1.5,27.952947277825583,2457163.499379189
45,0.6579332246575682,1.6,30.078620967542026,2598636.260860201
46,0.7220809018385468,1.8,33.56263261878745,2750461.5231694668
47,0.7924828983539177,2.0,37.55002916692902,2935821.0346349766
48,0.8697490026177834,2.2,42.302852777750424,3164281.3942742003
49,0.9545484566618342,2.5,49.25952012237149,3421133.3726689154
50,1.0476157527896652,2.9000000000000004,59.182528663579106,3711757.81614728
51,1.149756995397737,3.4000000000000004,73.44064060371942,4042133.938617924
52,1.261856883066021,4.0,94.62829015072988,4419522.569587869
53,1.384886371393873,4.800000000000001,128.94966459517153,4800098.523648705
54,1.5199110829529348,5.7,186.4775918191101,5227414.763568692
55,1.6681005372000592,6.7,293.18399967789344,5706241.6603875905
56,1.8307382802953698,7.9,518.2329754753525,6148739.3894229885
57,2.0092330025650478,9.3,1067.6431534690335,6501033.792971616
58,2.2051307399030455,10.8,2674.610982292392,6782662.140204175
59,2.4201282647943834,12.3,8395.699282744328,6936158.656379262
60,2.656087782946687,13.3,30508.034522615373,7177498.561647632
61,2.9150530628251787,12.9,89998.91700902385,8213225.525155457
62,3.1992671377973845,11.4,171158.11890062236,9984376.765524281
63,3.5111917342151346,9.9,246992.32395303983,11812006.559106547
64,3.8535285937105312,19.0,312207.8233693485,73639.13960361674
65,4.229242874389499,19.0,368399.3012524354,96282.02465772357
66,4.641588833612782,19.0,418299.53718425386,119084.04542197907
67,5.09413801481638,19.0,469244.03457926,146630.68375913997
68,5.590810182512229,19.0,548629.97412666,201563.79962010702
69,6.135907273413176,19.0,648389.4312687751,296964.2028001255
70,6.7341506577508286,19.0,705289.9243531579,366185.4123848372
71,7.390722033525782,19.0,741502.2817557217,418648.27994356956
72,8.111308307896872,19.0,770296.1849735961,469088.80479331635
73,8.902150854450392,18.2,794588.2945810948,4614827.091999532
74,9.770099572992256,17.400000000000002,815878.4675288318,9109398.005081262
75,10.722672220103243,16.7,835276.9406683666,13154306.017209385
76,11.768119524349991,16.1,853609.5701784026,16842259.383261424
77,12.91549665014884,15.5,871463.7629297863,21089737.86571429
78,14.174741629268063,19.0,889233.6254755263,509290.0147240056
79,15.556761439304722,19.0,907190.3033960352,579704.1783436373
80,17.07352647470692,19.0,925550.3646308797,656385.1748100665
81,18.73817422860385,19.0,944565.5957901246,740462.4179773957
82,20.565123083486537,19.0,964741.6185835842,834093.9520168025
83,22.570197196339215,19.0,986847.9724962885,941152.4131379726
84,24.770763559917114,19.0,1011515.6070104198,1066709.8050725628
85,27.185882427329428,19.0,1037832.2281084273,1212699.8559919812
86,29.836472402833405,19.0,1064819.0562925432,1373816.4741012268
