,c_T,Viral Clearance Time,Total Viral Load,Excess CTL
44,1.2915496650148826e-09,11.5,1300730.469403029,16806110.70046916
45,1.873817422860387e-09,11.5,1300730.4667656356,16806110.708302606
46,2.7185882427329512e-09,11.5,1300730.4629394165,16806110.71967113
47,3.944206059437664e-09,11.5,1300730.4573877228,16806110.736155823
48,5.72236765935022e-09,11.5,1300730.4493334964,16806110.760078218
49,8.302175681319769e-09,11.5,1300730.4376482624,16806110.794786654
50,1.2045035402587836e-08,11.5,1300730.4206948187,16806110.84513974
51,1.7475284000076902e-08,11.5,1300730.3960983248,16806110.91819429
52,2.5353644939701166e-08,11.5,1300730.3604130687,16806111.024184365
53,3.678379771828634e-08,11.5,1300730.3086398926,16806111.177958205
54,5.336699231206324e-08,11.5,1300730.233525795,16806111.401055817
55,7.742636826811277e-08,11.5,1300730.1245482033,16806111.72473288
56,1.1233240329780311e-07,11.5,1300729.9664404402,16806112.19433242
57,1.6297508346206468e-07,11.5,1300729.737052925,16806112.875632502
58,2.3644894126454072e-07,11.5,1300729.404251254,16806113.86408014
59,3.430469286314926e-07,11.5,1300728.9214129022,16806115.298127934
60,4.977023564332114e-07,11.5,1300728.2208975134,16806117.378654294
61,7.220809018385486e-07,11.5,1300727.2045703523,16806120.39707459
62,1.0476157527896663e-06,11.5,1300725.7300549229,16806124.77613867
63,1.5199110829529394e-06,11.5,1300723.5907880873,16806131.12909898
64,2.2051307399030503e-06,11.5,1300720.4870840854,16806140.34551267
65,3.1992671377973847e-06,11.5,1300715.9841534146,16806153.7156396
66,4.641588833612791e-06,11.5,1300709.4511939166,16806173.11043326
67,6.7341506577508285e-06,11.5,1300699.9730400802,16806201.242876396
68,9.770099572992287e-06,11.5,1300686.2219583008,16806242.045256075
69,1.4174741629268077e-05,11.5,1300666.2759015956,16806301.22089008
70,2.05651230834866e-05,11.5,1300637.333237006,16806387.016431432
71,2.9836472402833465e-05,11.5,1300595.3393651482,16806511.36881373
72,4.328761281083062e-05,11.5,1300534.4120649972,16806691.5342824
73,6.280291441834272e-05,11.5,1300446.0408301316,16806952.367454194
74,9.111627561154906e-05,11.5,1300317.8148744216,16807329.602452602
75,0.00013219411484660342,11.5,1300131.8134406817,16807874.71482486
76,0.00019179102616724927,11.5,1299861.9975097363,16808660.66582954
77,0.0002782559402207126,11.5,1299470.625573563,16809790.615033034
78,0.00040370172585965663,11.5,1298902.990212367,16811408.27884279
79,0.0005857020818056673,11.5,1298079.8232934403,16813709.670395877
80,0.0008497534359086473,11.5,1296886.3433334965,16816953.14939464
81,0.0012328467394420685,11.5,1295156.4619357397,16821458.68989144
82,0.0017886495290574424,11.5,1292650.1562011724,16827578.35690408
83,0.002595024211399743,11.5,1289021.1803368407,16835589.014752258
84,0.0037649358067924714,11.4,1283770.3463244454,17068789.400581457
85,0.005462277217684359,11.4,1276185.2513619822,17080333.624823123
86,0.007924828983539186,11.3,1265244.7925469307,17315291.338385507
87,0.011497569953977403,11.200000000000001,1249506.3217395968,17543427.70311607
88,0.016681005372000627,11.100000000000001,1226944.4896564772,17748315.363802638
89,0.024201282647943932,10.9,1194752.3557125593,18128970.290261153
90,0.03511191734215142,10.700000000000001,1149102.8897740107,18394344.27165785
91,0.05094138014816386,10.5,1084854.2555547277,18433309.494078614
92,0.07390722033525805,10.200000000000001,995152.8346875545,18333889.953741558
93,0.10722672220103253,9.9,870694.4615043227,17671696.419608172
94,0.15556761439304786,9.600000000000001,697947.3020503233,16346057.928494118
95,0.22570197196339262,19.0,456750.32753374067,92420.31997335974
96,0.3274549162877732,19.0,160114.9725122029,175346.38395692795
97,0.47508101621028126,14.8,20170.005267797376,7588583.228772141
98,0.6892612104349709,4.9,2893.20706360054,22712813.35000454
99,1.0,3.4000000000000004,683.643309688089,24958278.724167336
