,c_T,Viral Clearance Time,Total Viral Load,Excess CTL
0,1e-16,11.700000000000001,140734.84655787286,32203183.2090662
1,1.4508287784959373e-16,11.700000000000001,140734.8465595518,32203183.207476165
2,2.1049041445120218e-16,11.700000000000001,140734.8465591089,32203183.20783444
3,3.0538555088334123e-16,11.700000000000001,140734.84655981878,32203183.207225073
4,4.4306214575838864e-16,11.700000000000001,140734.84655736538,32203183.209507264
5,6.428073117284319e-16,11.700000000000001,140734.84656139513,32203183.208876528
6,9.32603346883218e-16,11.700000000000001,140734.84656236254,32203183.212786887
7,1.3530477745798075e-15,11.700000000000001,140734.8465564945,32203183.212338604
8,1.9630406500402685e-15,11.700000000000001,140734.84656284747,32203183.211318385
9,2.8480358684358048e-15,11.700000000000001,140734.8465602654,32203183.206790738
10,4.132012400115335e-15,11.700000000000001,140734.84656072527,32203183.237972077
11,5.994842503189421e-15,11.700000000000001,140734.84656240218,32203183.212659847
12,8.697490026177834e-15,11.700000000000001,140734.84655613927,32203183.210235707
13,1.2618568830660185e-14,11.700000000000001,140734.84656291196,32203183.211117644
14,1.8307382802953698e-14,11.700000000000001,140734.8465543581,32203183.280704938
15,2.656087782946684e-14,11.700000000000001,140734.8465559356,32203183.208331767
16,3.853528593710535e-14,11.700000000000001,140734.84656094576,32203183.2276108
17,5.590810182512223e-14,11.700000000000001,140734.84655785558,32203183.209061377
18,8.111308307896889e-14,11.700000000000001,140734.84655639602,32203183.210397277
19,1.176811952434999e-13,11.700000000000001,140734.84660493507,32203183.361747354
20,1.7073526474706888e-13,11.700000000000001,140734.84655627422,32203183.210467864
21,2.477076355991714e-13,11.700000000000001,140734.84656254805,32203183.211940773
22,3.593813663804626e-13,11.700000000000001,140734.8465606786,32203183.225500554
23,5.214008287999695e-13,11.700000000000001,140734.84655284105,32203183.20956334
24,7.564633275546291e-13,11.700000000000001,140734.8465614747,32203183.202394582
25,1.097498765493059e-12,11.700000000000001,140734.84655857107,32203183.20797779
26,1.5922827933410938e-12,11.700000000000001,140734.84655748165,32203183.20885268
27,2.310129700083158e-12,11.700000000000001,140734.84655894313,32203183.207192432
28,3.351602650938848e-12,11.700000000000001,140734.84655534176,32203183.213876646
29,4.8626015800653536e-12,11.700000000000001,140734.84660096443,32203183.251105167
30,7.054802310718631e-12,11.700000000000001,140734.84660751311,32203183.28854805
31,1.0235310218990269e-11,11.700000000000001,140734.84659126826,32203183.25550377
32,1.4849682622544695e-11,11.700000000000001,140734.84660496554,32203183.37204707
33,2.1544346900318868e-11,11.700000000000001,140734.84655468902,32203183.21185725
34,3.125715849688235e-11,11.700000000000001,140734.84660453038,32203183.251808796
35,4.5348785081285915e-11,11.700000000000001,140734.84659000736,32203183.361643516
36,6.579332246575682e-11,11.700000000000001,140734.84662196937,32203183.26588687
37,9.545484566618327e-11,11.700000000000001,140734.84660318054,32203183.273424074
38,1.3848863713938747e-10,11.700000000000001,140734.84670456935,32203183.314733222
39,2.009233002565054e-10,11.700000000000001,140734.8465583296,32203183.247016925
40,2.915053062825182e-10,11.700000000000001,140734.84651182705,32203183.141260665
41,4.229242874389499e-10,11.700000000000001,140734.84646270485,32203183.24144519
42,6.135907273413189e-10,11.700000000000001,140734.84639775357,32203183.129965797
43,8.902150854450393e-10,11.700000000000001,140734.84622697296,32203183.19556144
44,1.2915496650148826e-09,11.700000000000001,140734.84615359554,32203183.22605987
45,1.873817422860387e-09,11.700000000000001,140734.8459400155,32203183.09603583
46,2.7185882427329512e-09,11.700000000000001,140734.84548552515,32203183.176422924
47,3.944206059437664e-09,11.700000000000001,140734.8452719351,32203183.10630388
48,5.72236765935022e-09,11.700000000000001,140734.84455032286,32203183.00901758
49,8.302175681319769e-09,11.700000000000001,140734.84365561095,32203182.998034645
50,1.2045035402587836e-08,11.700000000000001,140734.84234459916,32203182.837115187
51,1.7475284000076902e-08,11.700000000000001,140734.8402307323,32203182.774907578
52,2.5353644939701166e-08,11.700000000000001,140734.83747164588,32203182.59763441
53,3.678379771828634e-08,11.700000000000001,140734.83325205406,32203182.302848328
54,5.336699231206324e-08,11.700000000000001,140734.82734729533,32203181.720929
55,7.742636826811277e-08,11.700000000000001,140734.8186433653,32203180.747517783
56,1.1233240329780311e-07,11.700000000000001,140734.8060156699,32203180.256691262
