,p,c_V,r,k_T,d_T,K
0,"5.07 (4.52,5.68)","1.58e-6 (1.34e-6,1.88e-6)","0.278 (0.237,0.325)","3.19e+3 (1.90e+3,5.17e+3)","0.0789 (0.0566,0.0973)","2.33e-7 (1.84e-7,2.72e-7)"
