,beta,d_I,c,r,k_T
0,"4.63e-5 (1.69e-5,6.80e-5)","4.68e-7 (3.85e-7,5.32e-6)","12.3 (1.33,18.8)","0.215 (0.170,0.271)","11.5 (10.0,131)"
