,p,c_V,r,k_T,d_T
0,"5.48 (4.92,6.13)","2.21e-6 (1.92e-6,2.62e-6)","0.274 (0.236,0.316)","2.48e+3 (1.58e+3,3.98e+3)","0.0775 (0.0553,0.0960)"
