,ST,ST_conf
beta,0.02203551464550807,0.024812290456165204
d_I,0.7387738610104608,0.575707795603887
c,1.0350514937526374,0.9337286419606262
d_T,0.0006369102389671995,0.0006951323299593463
r,0.008476282505663894,0.012173475369678836
k_T,0.0274320506065356,0.052128424839702564
