,ST,ST_conf
p,0.2951608229750563,0.1403236216310789
c_V,1.1858468263094628,1.2770446684298409
r,0.14638129642648762,0.21031103376535085
k_T,3.151896836961433,6.212100839096383
d_T,1.5710485173585962,2.173318159417487
c_T,0.23450727847203717,0.1794158838023248
