,ST,ST_conf
beta,0.1207812519032292,0.07289914082532653
d_I,0.7683684171484986,0.5212000367175607
c,1.6121418886513412,1.5510121577386085
d_T,0.01174691539946365,0.009369849475630883
r,0.16605462401788593,0.09831038932622171
K,0.06110568032062508,0.05634473634955709
