,ST,ST_conf
p,0.69368892113137,0.003797945103380799
c_V,0.6265536618703681,0.0031383192808695517
r,0.00656572024551036,0.00036656170944163673
k_T,0.01696080618947575,0.0006512011436573582
d_T,0.015723110331378645,0.000565114030349923
