,ST,ST_conf
p,0.26577160321533844,0.02397909758094019
c_V,0.6883483434391355,0.035072335298374085
r,0.2202815882994364,0.019346597400182138
k_T,0.1555001501635825,0.01605700980690027
d_T,0.09497175130367956,0.008970206408708261
K,0.10049807498851315,0.014397197774300761
