,S1,S1_conf
beta,0.000284788397922441,0.0004115778767773737
d_I,0.002092235936218472,0.0010209171298053742
c,0.7243536623123368,0.010692351267248667
d_T,-5.088800262121696e-07,5.744599762817026e-07
r,-8.099281673962266e-07,9.064124857597001e-07
k_T,-2.2015768556048475e-07,1.1965060192413762e-06
K,0.004569476758881607,0.001131590754821101
