,ST,ST_conf
p,0.18693008043272455,0.07417723600601102
c_V,0.6492845505104247,0.19192443201137632
r,0.7796469939703873,0.2570275587878047
d_T,0.1476699856332543,0.07650229863459986
c_T,0.05175223606664541,0.026271712732366562
