,ST,ST_conf
p,0.670126203276257,0.0034697159532062222
c_V,0.5118222369182921,0.003643015821273717
r,0.004339105340206516,0.0003049268328638067
k_T,0.009294878471296439,0.0005363284971692036
d_T,0.08037239708855172,0.0009683915679802108
c_T,0.17150912963991896,0.001741597918254287
