,S1,S1_conf
beta,0.010326533393102244,0.0016295783484125046
d_I,0.2402406158709666,0.00476395657043255
c,0.31366248262843033,0.004272465923459117
d_T,4.25524119885112e-06,4.28516462451361e-05
r,-1.4093988216645884e-05,3.052995230325332e-05
k_T,-5.166717399134735e-05,7.28376257759856e-05
K,0.001748339119143749,0.0006237609457211786
