,S1,S1_conf
p,2.431668332828858e-05,2.4962699739506314e-05
c_V,0.00010637474032984163,0.00019955631886633775
r,3.020984970870005e-05,4.001728633354803e-05
k_T,0.001008605066309992,0.0032063684663445986
d_T,0.0005378480989983222,0.0015870248333086736
