,S1,S1_conf
p,0.06082097010579073,0.002508079214894238
c_V,0.43633723815366626,0.006910799518263296
r,0.02854261399287173,0.0024600579610936373
k_T,0.02354143936440993,0.0016065199654582787
d_T,0.0282893075861988,0.0016755081887528474
c_T,0.012071689071072369,0.0013748168919336318
