,ST,ST_conf
beta,0.2819231919998242,0.057507913000799916
d_I,0.5511012521252021,0.08404239495039123
c,0.7822606321269401,0.08537946341076028
d_T,0.04636494238793084,0.02052043984060069
r,0.001841732494179333,0.002270919403151639
c_T,0.10767753477807905,0.03592968292400462
