,S2,S2_conf
"('p', 'c_V')",0.049693431207780414,0.004165345227978501
"('p', 'r')",0.021072806698069962,0.0037645469109774013
"('p', 'k_T')",0.017944436555759107,0.0035016332263511606
"('p', 'd_T')",0.019690920765469085,0.0035269868764194728
"('p', 'c_T')",0.005763337307979566,0.0032621510396326683
"('c_V', 'r')",0.05168051563963921,0.0076619583264508195
"('c_V', 'k_T')",0.04749557435620285,0.007953203975153556
"('c_V', 'd_T')",0.028912293192378348,0.007804523176820198
"('c_V', 'c_T')",0.0016113435200502124,0.007480220178138729
"('r', 'k_T')",0.004397809426361705,0.004329430555660141
"('r', 'd_T')",0.002858404183145903,0.004606424110088241
"('r', 'c_T')",0.005279215387891362,0.0042239002463180615
"('k_T', 'd_T')",0.00668824985296388,0.003354392584112919
"('k_T', 'c_T')",0.003859343035755157,0.003253049763284102
"('d_T', 'c_T')",0.0010895454827319004,0.003175436312273273
