,S2,S2_conf
"('beta', 'd_I')",0.0005475105343434941,0.005720305931028963
"('beta', 'c')",0.010071837564413114,0.014772023541094593
"('beta', 'd_T')",-0.00020802928274916776,0.0004589822841030024
"('beta', 'r')",-0.00020136357337903956,0.00045747964260733437
"('beta', 'k_T')",-0.0002031820533429076,0.00045834797899343667
"('beta', 'c_T')",-0.00019435963513824816,0.00045507730513019517
"('d_I', 'c')",0.5192370592638971,0.7383432778898773
"('d_I', 'd_T')",0.014478522974581009,0.06139429961977122
"('d_I', 'r')",0.013125328748195969,0.06048893679140439
"('d_I', 'k_T')",0.01816746635122373,0.06420559225060965
"('d_I', 'c_T')",0.010308897369849697,0.05903804678332642
"('c', 'd_T')",0.015306348907793825,0.0373242970944465
"('c', 'r')",0.012741061862489973,0.03586726753764928
"('c', 'k_T')",0.011750848897045786,0.03527706612901373
"('c', 'c_T')",0.012571949067694474,0.0371849903783978
"('d_T', 'r')",0.00012674623724708063,0.0002969025351708011
"('d_T', 'k_T')",0.00012457026757204775,0.00029397561978745864
"('d_T', 'c_T')",0.0001406002876121723,0.0003141036249942985
"('r', 'k_T')",-0.000178011087219934,0.0003344039426473273
"('r', 'c_T')",-0.0001775702804740156,0.00033455320263332117
"('k_T', 'c_T')",0.00022044516301975416,0.0004010884797689035
