,ST,ST_conf
beta,0.10148292229384043,0.16587188055686533
d_I,0.47586647697788337,0.9591493481518509
c,0.9082127686824112,2.2302497557573613
d_T,0.013587438563214246,0.026225620962946446
r,0.0363911815726452,0.057022727124474745
c_T,0.03164619728405541,0.05426580740018163
K,0.06949173532694115,0.11904485890068343
