,S1,S1_conf
p,0.15108724438921173,0.025320629930387917
c_V,0.1591445747076015,0.0272745112806461
r,0.013038388828211235,0.012338171827562402
d_T,0.06174744126833679,0.014871014277974678
K,0.03710874741401849,0.016144914436020622
