,ST,ST_conf
beta,0.23820183593307714,0.05568355006449181
d_I,0.5522150784762968,0.08241849579034376
c,0.8103748935508758,0.09219043106009492
d_T,0.0453037401427652,0.021176394235620375
r,7.295576662034638e-06,5.236524916530121e-06
k_T,0.00174031604883223,0.003594168289668471
c_T,0.1110057452511062,0.03861240044549717
K,0.10512060245819364,0.039365049947309855
